Simulation,Time,Data,Var
11,5.295,2.976917462,DON (nmol/hr)
11,8.17,0.553819501,DON (nmol/hr)
11,10.29,0.128551771,DON (nmol/hr)
11,13.915,,DON (nmol/hr)
11,19.63,,DON (nmol/hr)
12,1.165,11.91825822,DON (nmol/hr)
12,3.87,0.769964997,DON (nmol/hr)
12,6.83,3.578875636,DON (nmol/hr)
12,9.5,,DON (nmol/hr)
12,12.275,,DON (nmol/hr)
12,18.36,,DON (nmol/hr)
12,23.46,,DON (nmol/hr)
13,1.75,11.04525096,DON (nmol/hr)
13,4.83,1.803651001,DON (nmol/hr)
13,7.705,0.424000395,DON (nmol/hr)
13,11.375,,DON (nmol/hr)
13,18.33,0.18721099,DON (nmol/hr)
13,23.58,0.009710466,DON (nmol/hr)
14,0.96,27.52795518,DON (nmol/hr)
14,3.375,12.6392,DON (nmol/hr)
14,5.415,2.654809334,DON (nmol/hr)
14,6.5,,DON (nmol/hr)
14,7.875,0.925360066,DON (nmol/hr)
14,14,,DON (nmol/hr)
14,20.205,,DON (nmol/hr)
15,2.015,6.33428703,DON (nmol/hr)
15,6.255,1.224079077,DON (nmol/hr)
15,13.98,0.123212846,DON (nmol/hr)
15,20.755,0.555540119,DON (nmol/hr)
15,22.655,,DON (nmol/hr)
16,0.25,,DON (nmol/hr)
16,1.165,10.83553211,DON (nmol/hr)
16,2.415,13.00189671,DON (nmol/hr)
16,3.375,3.42223867,DON (nmol/hr)
16,4.125,8.697692386,DON (nmol/hr)
16,5.25,3.266412617,DON (nmol/hr)
16,6.75,2.085618747,DON (nmol/hr)
16,8.5,1.429884454,DON (nmol/hr)
16,10.125,,DON (nmol/hr)
16,10.875,3.498644833,DON (nmol/hr)
16,11.5,1.508000437,DON (nmol/hr)
16,12.75,,DON (nmol/hr)
16,15.84,0.22161772,DON (nmol/hr)
16,19.34,0.825790831,DON (nmol/hr)
16,21,0.156830039,DON (nmol/hr)
16,22.25,0.176329681,DON (nmol/hr)
1,2.185,1.347590227,DON-3-GlcA (nmol/hr)
1,6.325,2.119625706,DON-3-GlcA (nmol/hr)
1,9.555,1.315796853,DON-3-GlcA (nmol/hr)
1,13.405,0.590684943,DON-3-GlcA (nmol/hr)
1,17.88,0.152843622,DON-3-GlcA (nmol/hr)
1,20.75,0.013676401,DON-3-GlcA (nmol/hr)
2,0.085,,DON-3-GlcA (nmol/hr)
2,0.71,,DON-3-GlcA (nmol/hr)
2,1.58,1.104921544,DON-3-GlcA (nmol/hr)
2,3.87,1.589656074,DON-3-GlcA (nmol/hr)
2,6.83,0.706139154,DON-3-GlcA (nmol/hr)
2,9.065,,DON-3-GlcA (nmol/hr)
2,10.65,,DON-3-GlcA (nmol/hr)
2,11.53,,DON-3-GlcA (nmol/hr)
2,12.88,,DON-3-GlcA (nmol/hr)
2,18.265,,DON-3-GlcA (nmol/hr)
3,1.165,0.379782543,DON-3-GlcA (nmol/hr)
3,4.745,1.0503792,DON-3-GlcA (nmol/hr)
3,9.495,0.691439569,DON-3-GlcA (nmol/hr)
3,15.495,0.357430385,DON-3-GlcA (nmol/hr)
3,21.91,0.559032047,DON-3-GlcA (nmol/hr)
4,1.75,0.607783139,DON-3-GlcA (nmol/hr)
4,5.755,0.192087627,DON-3-GlcA (nmol/hr)
4,12.005,,DON-3-GlcA (nmol/hr)
4,19.5,0.472474492,DON-3-GlcA (nmol/hr)
5,1.29,3.983175869,DON-3-GlcA (nmol/hr)
5,3.79,5.158524471,DON-3-GlcA (nmol/hr)
5,6.705,0.981642945,DON-3-GlcA (nmol/hr)
5,9.245,5.175435352,DON-3-GlcA (nmol/hr)
5,11.915,0.759773892,DON-3-GlcA (nmol/hr)
5,17.79,,DON-3-GlcA (nmol/hr)
6,1.25,14.01241657,DON-3-GlcA (nmol/hr)
6,3.35,4.020358775,DON-3-GlcA (nmol/hr)
6,5.71,1.233661236,DON-3-GlcA (nmol/hr)
6,7.875,2.858063399,DON-3-GlcA (nmol/hr)
6,13.165,0.338760862,DON-3-GlcA (nmol/hr)
6,20.385,,DON-3-GlcA (nmol/hr)
7,0.75,3.101156228,DON-3-GlcA (nmol/hr)
7,2.265,4.904283704,DON-3-GlcA (nmol/hr)
7,4.975,1.77047304,DON-3-GlcA (nmol/hr)
7,7.375,6.82899555,DON-3-GlcA (nmol/hr)
7,8.995,2.21397671,DON-3-GlcA (nmol/hr)
7,12.745,0.943356897,DON-3-GlcA (nmol/hr)
7,18.665,,DON-3-GlcA (nmol/hr)
8,0.64,1.454556654,DON-3-GlcA (nmol/hr)
8,1.925,2.292678953,DON-3-GlcA (nmol/hr)
8,4.97,0.819623602,DON-3-GlcA (nmol/hr)
8,8.51,0.183122317,DON-3-GlcA (nmol/hr)
8,13.69,,DON-3-GlcA (nmol/hr)
8,20.395,,DON-3-GlcA (nmol/hr)
9,2.45,4.227212254,DON-3-GlcA (nmol/hr)
9,6.79,0.745667977,DON-3-GlcA (nmol/hr)
9,9.9,,DON-3-GlcA (nmol/hr)
9,11.895,,DON-3-GlcA (nmol/hr)
9,13.21,,DON-3-GlcA (nmol/hr)
9,14.115,,DON-3-GlcA (nmol/hr)
9,18.365,,DON-3-GlcA (nmol/hr)
10,1.235,,DON-3-GlcA (nmol/hr)
10,4,5.417119766,DON-3-GlcA (nmol/hr)
10,7.18,1.184962138,DON-3-GlcA (nmol/hr)
10,10.43,1.018326838,DON-3-GlcA (nmol/hr)
10,13.255,,DON-3-GlcA (nmol/hr)
10,15.38,,DON-3-GlcA (nmol/hr)
10,18.95,,DON-3-GlcA (nmol/hr)
10,22.62,,DON-3-GlcA (nmol/hr)
11,0.09,7.839842769,DON-3-GlcA (nmol/hr)
11,0.84,,DON-3-GlcA (nmol/hr)
11,2.54,5.675473588,DON-3-GlcA (nmol/hr)
11,5.295,,DON-3-GlcA (nmol/hr)
11,8.17,,DON-3-GlcA (nmol/hr)
11,10.29,,DON-3-GlcA (nmol/hr)
11,13.915,1.315919578,DON-3-GlcA (nmol/hr)
11,19.63,,DON-3-GlcA (nmol/hr)
12,1.165,8.585324679,DON-3-GlcA (nmol/hr)
12,3.87,2.380542607,DON-3-GlcA (nmol/hr)
12,6.83,1.190609108,DON-3-GlcA (nmol/hr)
12,9.5,,DON-3-GlcA (nmol/hr)
12,12.275,,DON-3-GlcA (nmol/hr)
12,18.36,,DON-3-GlcA (nmol/hr)
12,23.46,,DON-3-GlcA (nmol/hr)
13,1.75,2.401120998,DON-3-GlcA (nmol/hr)
13,4.83,0.390169941,DON-3-GlcA (nmol/hr)
13,7.705,0.157905322,DON-3-GlcA (nmol/hr)
13,11.375,,DON-3-GlcA (nmol/hr)
13,18.33,0.400664929,DON-3-GlcA (nmol/hr)
13,23.58,0.308070688,DON-3-GlcA (nmol/hr)
14,0.96,6.293187624,DON-3-GlcA (nmol/hr)
14,3.375,4.123741682,DON-3-GlcA (nmol/hr)
14,5.415,1.147616244,DON-3-GlcA (nmol/hr)
14,6.5,,DON-3-GlcA (nmol/hr)
14,7.875,2.711365573,DON-3-GlcA (nmol/hr)
14,14,0.74008363,DON-3-GlcA (nmol/hr)
14,20.205,,DON-3-GlcA (nmol/hr)
15,2.015,2.838726408,DON-3-GlcA (nmol/hr)
15,6.255,,DON-3-GlcA (nmol/hr)
15,13.98,,DON-3-GlcA (nmol/hr)
15,20.755,,DON-3-GlcA (nmol/hr)
15,22.655,,DON-3-GlcA (nmol/hr)
16,0.25,,DON-3-GlcA (nmol/hr)
16,1.165,0.50042086,DON-3-GlcA (nmol/hr)
16,2.415,3.31385399,DON-3-GlcA (nmol/hr)
16,3.375,2.479639554,DON-3-GlcA (nmol/hr)
16,4.125,3.984666439,DON-3-GlcA (nmol/hr)
16,5.25,0.18931305,DON-3-GlcA (nmol/hr)
16,6.75,0.272267102,DON-3-GlcA (nmol/hr)
16,8.5,0.003217094,DON-3-GlcA (nmol/hr)
16,10.125,0.184888771,DON-3-GlcA (nmol/hr)
16,10.875,,DON-3-GlcA (nmol/hr)
16,11.5,,DON-3-GlcA (nmol/hr)
16,12.75,,DON-3-GlcA (nmol/hr)
16,15.84,0.749074651,DON-3-GlcA (nmol/hr)
16,19.34,,DON-3-GlcA (nmol/hr)
16,21,,DON-3-GlcA (nmol/hr)
16,22.25,0.426043242,DON-3-GlcA (nmol/hr)
1,2.185,4.037726969,DON-15-GlcA (nmol/hr)
1,6.325,7.893895954,DON-15-GlcA (nmol/hr)
1,9.555,4.568024431,DON-15-GlcA (nmol/hr)
1,13.405,1.717066535,DON-15-GlcA (nmol/hr)
1,17.88,0.219587893,DON-15-GlcA (nmol/hr)
1,20.75,0.531292364,DON-15-GlcA (nmol/hr)
2,0.085,1.268867102,DON-15-GlcA (nmol/hr)
2,0.71,2.75767808,DON-15-GlcA (nmol/hr)
2,1.58,6.003725303,DON-15-GlcA (nmol/hr)
2,3.87,4.174184595,DON-15-GlcA (nmol/hr)
2,6.83,3.316687342,DON-15-GlcA (nmol/hr)
2,9.065,0.574692925,DON-15-GlcA (nmol/hr)
2,10.65,2.052521918,DON-15-GlcA (nmol/hr)
2,11.53,,DON-15-GlcA (nmol/hr)
2,12.88,,DON-15-GlcA (nmol/hr)
2,18.265,,DON-15-GlcA (nmol/hr)
3,1.165,13.37398539,DON-15-GlcA (nmol/hr)
3,4.745,2.082386149,DON-15-GlcA (nmol/hr)
3,9.495,0.48835127,DON-15-GlcA (nmol/hr)
3,15.495,0.919865345,DON-15-GlcA (nmol/hr)
3,21.91,0.453771956,DON-15-GlcA (nmol/hr)
4,1.75,10.60946729,DON-15-GlcA (nmol/hr)
4,5.755,7.796821897,DON-15-GlcA (nmol/hr)
4,12.005,2.504558026,DON-15-GlcA (nmol/hr)
4,19.5,2.455663594,DON-15-GlcA (nmol/hr)
5,1.29,25.61593731,DON-15-GlcA (nmol/hr)
5,3.79,33.33310296,DON-15-GlcA (nmol/hr)
5,6.705,2.677885585,DON-15-GlcA (nmol/hr)
5,9.245,0.663394519,DON-15-GlcA (nmol/hr)
5,11.915,1.924177088,DON-15-GlcA (nmol/hr)
5,17.79,,DON-15-GlcA (nmol/hr)
6,1.25,32.16392085,DON-15-GlcA (nmol/hr)
6,3.35,0.091534476,DON-15-GlcA (nmol/hr)
6,5.71,1.98725852,DON-15-GlcA (nmol/hr)
6,7.875,4.854229392,DON-15-GlcA (nmol/hr)
6,13.165,0.180191948,DON-15-GlcA (nmol/hr)
6,20.385,,DON-15-GlcA (nmol/hr)
7,0.75,15.74841774,DON-15-GlcA (nmol/hr)
7,2.265,11.2537394,DON-15-GlcA (nmol/hr)
7,4.975,7.855315013,DON-15-GlcA (nmol/hr)
7,7.375,15.95967592,DON-15-GlcA (nmol/hr)
7,8.995,7.753964501,DON-15-GlcA (nmol/hr)
7,12.745,1.871837349,DON-15-GlcA (nmol/hr)
7,18.665,,DON-15-GlcA (nmol/hr)
8,0.64,13.32773462,DON-15-GlcA (nmol/hr)
8,1.925,21.09234735,DON-15-GlcA (nmol/hr)
8,4.97,6.239050565,DON-15-GlcA (nmol/hr)
8,8.51,3.885698603,DON-15-GlcA (nmol/hr)
8,13.69,0.529773918,DON-15-GlcA (nmol/hr)
8,20.395,0.397221066,DON-15-GlcA (nmol/hr)
9,2.45,11.11227126,DON-15-GlcA (nmol/hr)
9,6.79,3.90644516,DON-15-GlcA (nmol/hr)
9,9.9,1.12231116,DON-15-GlcA (nmol/hr)
9,11.895,1.380896969,DON-15-GlcA (nmol/hr)
9,13.21,,DON-15-GlcA (nmol/hr)
9,14.115,,DON-15-GlcA (nmol/hr)
9,18.365,0.719257705,DON-15-GlcA (nmol/hr)
10,1.235,1.507076446,DON-15-GlcA (nmol/hr)
10,4,16.06429342,DON-15-GlcA (nmol/hr)
10,7.18,3.952650922,DON-15-GlcA (nmol/hr)
10,10.43,1.251211104,DON-15-GlcA (nmol/hr)
10,13.255,1.412751977,DON-15-GlcA (nmol/hr)
10,15.38,0.492442432,DON-15-GlcA (nmol/hr)
10,18.95,0.194849694,DON-15-GlcA (nmol/hr)
10,22.62,0.060041029,DON-15-GlcA (nmol/hr)
11,0.09,3.057565463,DON-15-GlcA (nmol/hr)
11,0.84,12.64572604,DON-15-GlcA (nmol/hr)
11,2.54,10.1467196,DON-15-GlcA (nmol/hr)
11,5.295,15.81068137,DON-15-GlcA (nmol/hr)
11,8.17,0.347310535,DON-15-GlcA (nmol/hr)
11,10.29,3.448690502,DON-15-GlcA (nmol/hr)
11,13.915,3.279568557,DON-15-GlcA (nmol/hr)
11,19.63,,DON-15-GlcA (nmol/hr)
12,1.165,38.07342002,DON-15-GlcA (nmol/hr)
12,3.87,14.82493128,DON-15-GlcA (nmol/hr)
12,6.83,2.597471782,DON-15-GlcA (nmol/hr)
12,9.5,0.888382517,DON-15-GlcA (nmol/hr)
12,12.275,,DON-15-GlcA (nmol/hr)
12,18.36,,DON-15-GlcA (nmol/hr)
12,23.46,,DON-15-GlcA (nmol/hr)
13,1.75,10.9587505,DON-15-GlcA (nmol/hr)
13,4.83,7.839833408,DON-15-GlcA (nmol/hr)
13,7.705,1.694451048,DON-15-GlcA (nmol/hr)
13,11.375,0.964417174,DON-15-GlcA (nmol/hr)
13,18.33,,DON-15-GlcA (nmol/hr)
13,23.58,1.01330272,DON-15-GlcA (nmol/hr)
14,0.96,55.91612824,DON-15-GlcA (nmol/hr)
14,3.375,17.37381676,DON-15-GlcA (nmol/hr)
14,5.415,,DON-15-GlcA (nmol/hr)
14,6.5,,DON-15-GlcA (nmol/hr)
14,7.875,4.006229353,DON-15-GlcA (nmol/hr)
14,14,1.499491074,DON-15-GlcA (nmol/hr)
14,20.205,2.744227178,DON-15-GlcA (nmol/hr)
15,2.015,11.60198893,DON-15-GlcA (nmol/hr)
15,6.255,1.678466608,DON-15-GlcA (nmol/hr)
15,13.98,0.2179685,DON-15-GlcA (nmol/hr)
15,20.755,0.260967794,DON-15-GlcA (nmol/hr)
15,22.655,,DON-15-GlcA (nmol/hr)
16,0.25,15.61411442,DON-15-GlcA (nmol/hr)
16,1.165,3.496294651,DON-15-GlcA (nmol/hr)
16,2.415,15.66408061,DON-15-GlcA (nmol/hr)
16,3.375,12.43629178,DON-15-GlcA (nmol/hr)
16,4.125,23.98776162,DON-15-GlcA (nmol/hr)
16,5.25,3.234388066,DON-15-GlcA (nmol/hr)
16,6.75,3.633402324,DON-15-GlcA (nmol/hr)
16,8.5,1.945027678,DON-15-GlcA (nmol/hr)
16,10.125,2.638677024,DON-15-GlcA (nmol/hr)
16,10.875,4.818599582,DON-15-GlcA (nmol/hr)
16,11.5,1.450444174,DON-15-GlcA (nmol/hr)
16,12.75,3.685975328,DON-15-GlcA (nmol/hr)
16,15.84,1.302653459,DON-15-GlcA (nmol/hr)
16,19.34,0.65398067,DON-15-GlcA (nmol/hr)
16,21,0.131544203,DON-15-GlcA (nmol/hr)
16,22.25,0.315533865,DON-15-GlcA (nmol/hr)
