iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnktot(1)	M_lnkmratio(1)	M_lnkuDfrac(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnktot(1)	SD_lnkmratio(1)	SD_lnkuDfrac(1)	GSD_don(1)	GSD_d3g(1)	GSD_d15g(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnktot(1.1)	lnkmratio(1.1)	lnkuDfrac(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnktot(1.2)	lnkmratio(1.2)	lnkuDfrac(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnktot(1.3)	lnkmratio(1.3)	lnkuDfrac(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnktot(1.4)	lnkmratio(1.4)	lnkuDfrac(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnktot(1.5)	lnkmratio(1.5)	lnkuDfrac(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnktot(1.6)	lnkmratio(1.6)	lnkuDfrac(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnktot(1.7)	lnkmratio(1.7)	lnkuDfrac(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnktot(1.8)	lnkmratio(1.8)	lnkuDfrac(1.8)	lnFgutabs(1.9)	lnkgutelim(1.9)	lnktot(1.9)	lnkmratio(1.9)	lnkuDfrac(1.9)	lnFgutabs(1.10)	lnkgutelim(1.10)	lnktot(1.10)	lnkmratio(1.10)	lnkuDfrac(1.10)	lnFgutabs(1.11)	lnkgutelim(1.11)	lnktot(1.11)	lnkmratio(1.11)	lnkuDfrac(1.11)	lnFgutabs(1.12)	lnkgutelim(1.12)	lnktot(1.12)	lnkmratio(1.12)	lnkuDfrac(1.12)	lnFgutabs(1.13)	lnkgutelim(1.13)	lnktot(1.13)	lnkmratio(1.13)	lnkuDfrac(1.13)	lnFgutabs(1.14)	lnkgutelim(1.14)	lnktot(1.14)	lnkmratio(1.14)	lnkuDfrac(1.14)	lnFgutabs(1.15)	lnkgutelim(1.15)	lnktot(1.15)	lnkmratio(1.15)	lnkuDfrac(1.15)	lnFgutabs(1.16)	lnkgutelim(1.16)	lnktot(1.16)	lnkmratio(1.16)	lnkuDfrac(1.16)	LnPrior	LnData	LnPosterior
27050	-0.413022	-0.675679	-1.43415	-1.70143	-1.52296	0.323354	1.18444	0.529021	0.338096	0.663408	1.57323	1.81615	1.23823	-1.07531	-1.94079	1.05261	0.791717	0.198557	-1.19525	-0.260684	1.0411	1.45926	1.57265	-2.40455	1.32862	0.818791	-0.23429	0.714161	-0.329563	-0.110526	-1.10861	-2.02126	0.768462	1.19698	-0.277501	0.809437	-3.59869e-005	0.0240918	-0.183039	0.958796	1.10397	1.78312	-0.57966	-0.345917	0.656608	-0.644777	0.337731	-1.4018	-0.000523257	0.741133	0.00773545	-0.538807	0.870084	-0.650065	-0.0967944	-0.350556	0.838191	-1.16946	0.314528	-2.17815	-0.0989121	1.00902	0.853478	0.702947	0.32997	-0.752528	0.0864707	0.766337	1.0663	0.131309	2.23004	-0.0463536	-0.116374	0.291724	-0.851961	0.686575	-0.264702	0.974595	0.848616	0.757242	1.04101	-0.525203	0.475232	-0.692275	0.0823914	1.74501	-0.419449	0.0936684	-1.57486	0.466254	-0.535784	-1.18575	0.618244	-1.245757e+002	-1.286438e+003	-1.411014e+003
27100	-0.434327	-1.03183	-1.24631	-1.56623	-1.6755	0.372266	0.790082	0.546845	0.548561	0.56896	1.5467	1.72421	1.29358	-0.659171	-0.736843	-1.24715	0.989287	0.707768	-0.849024	-0.232145	0.428875	0.03183	1.89905	-2.08672	0.617652	2.35687	-0.801497	0.506797	-0.776399	-1.22452	2.26996	-1.75609	0.858038	1.01985	-0.639045	0.0068648	0.105009	-0.295447	-0.0754686	1.05797	1.73928	1.71018	-0.807487	-0.00616381	 1.15	-0.629461	-0.0046528	-1.84266	-0.166638	0.510341	1.22557	-0.955408	1.01781	-0.522726	0.0749519	-0.520598	0.45619	-1.04462	0.500156	-2.56507	-0.899849	0.163247	1.54295	1.00908	0.0121793	-1.02694	0.022578	1.42822	0.792654	0.501806	1.09686	-0.0704375	-0.00763179	0.802776	0.770254	-0.538847	0.202269	1.47204	0.899143	-0.800052	1.26988	-0.0766495	0.908108	-0.138085	-1.62491	2.59728	0.0724861	0.832208	-1.25203	0.205857	-0.252027	-0.996682	0.881684	-1.319423e+002	-1.270988e+003	-1.402930e+003
27150	-0.431899	-1.08198	-1.25651	-1.53228	-1.74806	0.356841	1.03164	0.765235	0.412274	0.613967	1.51585	1.70999	1.26617	-0.945421	-1.11718	-0.180101	-0.0501085	0.714646	-1.07452	0.216342	0.219327	0.112642	1.91341	-2.49253	0.942553	0.681513	-0.827828	0.797339	0.722311	1.09054	-1.39501	-3.57817	1.01659	0.647955	0.470537	0.443016	-0.488729	-0.454537	0.0998337	-0.435665	2.43825	0.898333	-0.423282	-0.332809	1.8311	-0.27251	1.19084	-1.53091	0.453618	-0.173098	0.242111	-1.37961	1.16103	-0.672948	-0.891197	0.35612	1.23719	-0.66669	0.616961	-2.08551	-0.825006	-0.0881692	1.48785	0.924205	-0.104745	-0.567214	1.09537	1.34625	1.01367	-1.21568	0.70718	-0.142588	-0.447563	0.178088	-0.126321	1.53658	-0.719944	1.38888	1.06546	-0.486853	0.275122	-0.265561	1.00871	-0.276677	-0.0972868	0.780289	0.330107	1.22506	-1.26136	0.109118	-0.0470794	-1.18799	0.90817	-1.310379e+002	-1.271397e+003	-1.402435e+003
27200	-0.383672	-0.598172	-1.38492	-1.67366	-1.70269	0.344572	1.31321	0.304945	0.354059	0.580709	1.59614	1.83265	1.22885	-0.356844	-1.9306	0.498641	1.52483	0.746892	-1.23038	-0.13223	-0.424073	0.564467	1.76257	-2.22394	0.425846	0.818682	-0.133658	0.44375	-0.585952	-0.0662621	-0.493919	-1.96862	0.26281	1.06617	0.841759	0.237376	0.340604	-0.296124	0.660122	0.259014	-0.650594	1.95019	-0.302209	-0.573995	1.18922	-0.107449	0.606458	-1.51897	-0.014844	0.478867	-0.357803	-1.00979	0.82657	-1.38255	0.116797	0.803529	0.714338	-0.809057	0.490231	-1.96665	-0.376182	0.489588	1.66627	0.603828	-0.491492	0.833712	-0.228945	1.66297	1.009	0.452704	2.61601	0.591108	0.141872	0.510532	-1.25803	1.10338	-0.369295	1.17157	0.953593	1.20534	0.868845	-0.143557	1.1079	-0.176898	0.0385959	0.645315	0.885529	0.809513	-1.57363	0.489929	-1.28221	-0.711786	0.849805	-1.267496e+002	-1.280497e+003	-1.407246e+003
27250	-0.36652	-0.272409	-1.42503	-1.64043	-1.63939	0.357172	1.44469	0.546186	0.314913	0.688863	1.66047	1.83257	1.23231	-0.495162	-1.88206	0.335164	1.56562	0.273024	-1.23873	-0.290504	-0.173284	0.237658	1.44902	-2.20012	0.86483	0.902081	-0.70192	1.11232	-0.0637385	0.589608	-0.560661	-2.02797	0.693116	1.00333	-0.7189	0.062445	0.542855	-0.746801	-0.0905618	-0.183822	1.3247	1.29126	-0.222338	-0.372529	1.16763	-0.28782	1.17118	-1.48573	0.704274	-0.0526023	-0.476271	-0.618589	1.12571	-0.921134	-0.521124	0.989216	1.54537	-0.937871	0.233575	-1.77605	-0.698237	0.665299	1.11042	0.601158	-0.214565	-0.682187	1.8596	1.13371	0.61941	-0.635313	1.79256	0.174161	0.123227	0.0931097	1.14939	0.233495	0.153749	1.11762	0.337174	-0.0740969	1.82179	0.219907	0.859573	-0.938032	0.993107	2.10386	-0.285296	0.522366	-1.37539	0.493578	-0.902604	-1.79634	0.622464	-1.283642e+002	-1.277767e+003	-1.406131e+003
27300	-0.427696	-0.0934482	-1.38954	-1.78986	-1.57108	0.332698	1.3209	0.579814	0.377435	0.737352	1.67618	1.75089	1.2068	-0.891623	-1.12335	-1.09873	1.57004	0.00827813	-1.12104	0.139616	-0.810803	0.305826	1.34714	-2.0352	-0.0423593	0.585745	0.497587	0.297724	0.876698	0.764346	-2.14856	-3.18962	0.387972	0.754801	0.259304	0.440423	0.830514	-0.434885	0.155246	0.271628	0.71524	2.26901	-1.02665	-0.528647	0.657038	-0.162541	0.94807	-1.42143	0.55582	-0.0422833	-0.153703	-0.427296	0.793528	-1.13936	0.402652	-0.107382	0.943233	-0.980689	-0.0869609	-1.81808	-0.0579586	-0.430285	0.967692	0.712061	-0.163315	-0.419935	0.118538	0.961916	0.891803	1.59846	1.14941	0.576445	-0.23465	0.196546	0.955218	0.00173468	0.0964551	0.785511	0.644643	1.86213	1.4581	0.205276	0.53639	-0.267849	0.484581	0.662585	0.154968	0.641698	-1.47303	0.348393	-0.482068	-0.48096	0.729484	-1.248924e+002	-1.271099e+003	-1.395991e+003
27350	-0.341248	0.0275406	-1.48198	-1.63566	-1.4954	0.409132	1.10945	0.47965	0.50306	0.618091	1.71599	1.84702	1.27418	-1.5173	-0.970187	0.342193	0.815054	-0.0790246	-1.30465	0.00896224	-0.0940718	-0.640497	1.50672	-1.75703	1.42912	0.21244	-0.213964	0.759654	0.0851512	0.350967	-1.31677	-1.48161	0.646617	0.79468	-1.26194	-0.440318	0.592763	-0.585521	0.126309	0.72607	1.13826	1.13062	-0.90557	-0.152048	0.540083	-0.512352	0.777202	-1.82558	-0.290879	0.025967	0.483601	-1.39667	1.0783	-0.850973	0.181652	-0.565966	0.97588	-1.6726	-0.131652	-2.26425	-0.494183	0.724255	0.920564	0.600723	-0.872247	-0.182465	0.10772	1.35299	0.32577	0.295249	1.01875	0.212902	-0.250496	-0.0624794	-0.565067	0.626917	-0.221807	0.446722	0.215317	0.871224	1.45245	-0.502923	0.440676	-0.454004	0.435923	2.11854	-0.0209461	0.396669	-1.04851	0.336594	-1.47207	-0.473084	0.543865	-1.204469e+002	-1.287135e+003	-1.407582e+003
27400	-0.314653	-0.562087	-1.35686	-1.73111	-1.32576	0.387397	1.1075	0.611058	0.30062	0.494649	1.56024	1.75987	1.20323	-1.0997	-1.50437	-0.484851	0.832501	-0.150218	-1.52193	0.100982	0.263828	-0.384179	1.65522	-2.08299	-0.878762	3.38989	0.0734028	0.49017	0.516328	-0.844911	-1.45238	-2.73504	0.928691	0.437463	0.0770187	0.843588	-0.273366	-0.761488	-0.143258	-0.695792	1.46847	1.49869	-0.391693	-0.780568	1.42901	0.0743802	0.932599	-2.30946	0.280699	-0.59768	-0.116784	-2.41844	0.862149	-1.18546	-0.534812	0.783381	1.37342	-1.42027	0.228195	-2.57743	0.0591367	0.621501	1.23687	0.0351621	0.172657	0.181117	0.687991	1.15672	0.535226	0.193289	1.08294	1.14409	-0.599296	0.198269	0.372362	0.634685	-0.223879	0.651522	0.25349	1.03451	1.23102	-0.0939665	0.420563	-0.61133	0.971935	1.25577	-0.602276	0.411587	-1.77831	0.320198	-0.0855437	-1.48166	0.4143	-1.349219e+002	-1.281498e+003	-1.416419e+003
27450	-0.338616	-0.128419	-1.59169	-1.61937	-1.30267	0.355478	1.21722	0.490907	0.397159	0.42991	1.70758	1.78099	1.20502	-1.02364	-1.58883	-0.348868	0.812606	0.272756	-1.39308	-0.122818	0.387699	-0.0520803	1.62452	-2.00573	1.03945	1.36966	0.305148	0.484971	0.624593	-0.371857	-1.25386	-1.86621	0.441824	0.434048	-0.789768	1.40519	-1.25405	-0.336276	0.0406896	1.21524	1.90026	1.51729	-1.92337	0.24088	0.877366	-0.680832	1.07145	-2.90566	-0.615141	1.48414	1.30818	-1.9095	0.684978	-1.38793	0.471003	0.54197	0.731443	-1.98643	0.369187	-2.42983	-0.741416	0.262837	1.12779	0.333947	-0.326784	0.152747	0.489058	1.15578	0.727853	0.948959	2.04381	0.628552	-1.08807	-0.0942224	0.290419	0.595468	0.160072	0.660438	0.331655	-0.170185	1.24765	0.247538	0.402446	-0.190579	0.265224	0.652103	-0.811617	0.429622	-1.40392	0.449852	-0.78356	-1.38802	0.0835122	-1.336582e+002	-1.279683e+003	-1.413342e+003
27500	-0.270327	0.00920182	-1.50341	-1.6637	-1.36966	0.439923	1.34886	0.338981	0.265954	0.567634	1.61211	1.91841	1.25816	-1.17371	-1.44581	-0.321648	0.423307	-0.647905	-1.38062	-0.494234	0.187838	0.767571	1.18688	-1.95337	0.0666906	1.90376	1.34667	0.332894	-0.834981	-0.0959293	-0.146137	-1.75748	-0.185373	0.295323	0.187212	0.662662	0.408165	-0.975534	-0.157763	1.27142	1.45917	1.13378	-1.11073	-0.61331	0.435441	-0.39703	1.35188	-2.13635	-0.808406	3.38229	1.29725	-1.34426	0.779573	-1.22802	0.670862	0.670771	0.66524	-1.46916	0.0787467	-2.32511	-0.405629	0.67423	0.941626	0.0557259	-0.0277692	-0.498592	0.361891	0.871659	0.608203	-0.506712	0.401486	-0.385697	-0.218659	-0.0240804	-0.0178278	0.438112	0.898311	0.756513	0.48432	0.437	0.54044	-0.475897	0.66737	-0.474395	0.756815	0.180988	1.30719	-0.0120998	-1.61932	-0.327598	-0.0226819	-1.16836	0.196148	-1.274749e+002	-1.287083e+003	-1.414558e+003
27550	-0.303761	0.413405	-1.19153	-1.6304	-1.21487	0.378698	1.31029	0.207288	0.634861	0.689013	1.64349	1.90221	1.22188	-1.1801	-1.33876	-4.10883	0.962925	-0.208084	-1.34192	-0.842018	0.154233	0.592217	1.03101	-1.60579	-0.553121	0.514737	-0.902591	-0.090693	-0.305214	-1.55494	-0.0127265	-1.89487	-0.371014	0.474976	-1.21813	-0.0334801	0.0915725	-0.711442	0.353537	-0.617426	0.64635	1.54507	-1.21246	-1.02379	1.26287	-0.925093	0.00968522	-1.67771	0.0777105	0.636626	-1.27198	-1.08908	0.242797	-0.98398	-1.04142	-0.172035	0.641446	-1.7594	-0.111253	-2.44322	-0.771491	-0.345938	0.556359	0.397907	-1.17511	-1.59358	-0.253028	0.644845	0.750734	-1.45135	0.256838	0.112652	-0.526187	0.010792	0.270033	-0.272555	0.269895	0.20844	0.643095	0.440912	1.31808	0.00404117	-0.0908803	-0.275524	1.45984	0.470386	-0.906635	0.327774	-2.05468	-0.456569	0.864075	-0.860913	0.226772	-1.317399e+002	-1.287865e+003	-1.419605e+003
27600	-0.378767	0.341301	-1.24728	-1.68517	-1.27725	0.486292	1.26417	0.178566	0.358399	0.412488	1.5745	1.94892	1.29208	-1.38539	-1.53524	0.328541	1.80922	-0.802493	-0.781372	-0.790234	0.422344	0.957293	1.85135	-1.76394	0.558893	0.394097	-1.63797	-0.0399311	-0.538883	-0.402633	0.726096	-1.8967	0.243267	0.309211	1.05736	1.2926	0.175208	-1.00705	0.17367	0.469962	-0.439847	2.13465	-1.81637	-0.24925	-0.855985	-0.287744	1.2289	-2.70566	0.0648077	-0.753303	0.436361	-1.28258	0.949232	-0.804335	0.285206	-2.02559	1.54903	-2.54597	0.259035	-2.89489	-0.891998	0.965212	0.523209	0.531585	-1.19442	-1.79721	0.575683	1.10584	0.774514	-1.95379	2.13005	-0.623115	-0.671717	0.147292	-1.53732	0.0804184	0.416973	0.686242	0.590525	0.487022	0.663048	-0.252107	0.0791752	-0.471851	0.686463	1.0854	-0.459705	-0.147365	-1.11555	-1.17123	0.00752252	-0.895151	0.474872	-1.394002e+002	-1.281393e+003	-1.420793e+003
27650	-0.418238	0.254011	-1.19579	-1.85534	-1.2888	0.456539	1.16803	0.392363	0.55574	0.488581	1.54708	1.73905	1.26128	-1.32524	-1.38713	-0.853807	1.00443	-0.0205486	-0.3624	-0.766739	-1.62121	0.563339	1.59225	-1.80078	0.703577	0.33129	-0.0666248	-0.471382	-0.0806384	-0.0382071	-0.340476	-1.88299	0.578785	0.476878	-0.106539	0.868002	0.656616	-0.800232	0.261594	0.172718	0.90186	2.45312	-1.44636	-0.175536	-0.367194	-1.38117	0.719258	-2.60336	0.543727	-0.943165	-0.853713	-0.61395	0.61082	-0.837363	-0.777964	-0.156453	1.62029	-2.15002	0.10818	-2.77503	-0.0858196	0.977384	0.922762	0.473646	-0.762158	-1.05654	0.453462	0.807287	0.736125	-0.459276	1.00403	0.146191	-0.494915	0.17207	0.653426	0.743652	-0.0472901	0.475019	0.649531	0.177836	0.656868	0.216361	0.102123	-0.313566	-0.804325	0.949657	0.850908	0.390768	-1.01893	-0.995079	-0.701772	-0.222244	-0.08281	-1.255606e+002	-1.273686e+003	-1.399247e+003
27700	-0.448459	1.07341	-1.28445	-1.64986	-1.30964	0.286285	1.41759	0.310455	0.513737	0.497382	1.63882	1.73264	1.28821	-0.688711	-2.51091	-0.000787072	0.834434	0.159131	-2.03104	-0.814858	-0.56696	0.079958	1.12603	-1.73867	-0.921928	0.0101584	-0.0501438	0.387547	0.375441	-0.504077	-1.82705	-1.90669	0.272171	1.17897	1.35464	0.817074	0.163768	-1.30248	0.158667	0.238919	1.633	1.7482	-0.864082	0.206918	-1.14059	-1.20526	0.195765	-3.71006	0.199687	1.07299	-0.957043	-1.21794	0.453375	-0.963164	2.1844	-1.125	0.299795	-1.85536	0.56039	-2.55271	-1.78587	0.223914	1.30747	0.430812	-1.29748	0.864469	0.300327	0.859799	1.46973	1.31903	1.4552	-0.13025	-1.29474	0.094736	-0.827635	1.41195	-0.304717	0.554576	1.48955	1.30696	1.01496	-0.350171	0.265202	-0.438006	1.05366	0.975783	0.0199209	0.0939308	-1.71305	-0.351221	-1.56628	-0.738033	0.282271	-1.445573e+002	-1.283495e+003	-1.428052e+003
27750	-0.485917	1.06033	-1.1734	-1.61386	-1.32959	0.270707	1.23569	0.326626	0.556844	0.490304	1.73184	1.74275	1.19436	-1.27832	-2.90412	0.57229	0.39319	-0.200698	-1.36458	-1.31062	-0.411794	0.610944	1.4323	-1.86293	-0.571585	0.386879	-0.823444	0.879281	-0.153423	-1.96339	0.486357	-2.11431	0.246458	1.46084	1.92035	-0.983567	-0.240079	-0.388693	0.139367	-0.259747	1.66391	1.06098	-1.38609	-0.119908	0.250955	-1.00532	0.0925101	-2.75992	0.119982	-0.678794	-1.16497	-0.595827	0.498555	-1.03322	0.0601545	-0.815535	1.11501	-2.02419	0.184044	-2.71416	-1.58607	0.442802	0.816427	1.11299	-1.50116	-0.83483	-0.746997	1.1478	1.75515	-0.4316	0.0724972	-0.26622	-1.15554	0.478693	-0.184146	-0.0909072	-0.580082	0.53402	1.18651	0.377354	1.10374	-0.432983	0.413279	-0.646482	0.297454	-0.181374	-0.185576	0.112795	-1.07093	-0.510238	-2.33539	-0.98579	0.791579	-1.383271e+002	-1.277422e+003	-1.415750e+003
27800	-0.478752	1.00961	-1.19747	-1.73432	-1.30725	0.283452	1.16244	0.517703	0.576731	0.57092	1.58037	1.70047	1.26109	-0.823576	-2.82352	-0.48695	0.683399	0.0778862	-0.595329	-1.23788	-0.69735	0.316206	1.40987	-2.54774	0.315075	-0.0327814	0.629341	-0.17397	0.465921	-1.01627	-0.71827	-1.21903	-0.282273	1.06005	0.813639	0.893108	0.48265	-0.377669	0.294448	0.873724	0.919846	1.56998	-1.0626	-0.246417	-1.03532	-0.604171	1.00262	-2.49344	-0.0848155	-0.575124	0.474231	-0.809447	0.681092	-0.597057	-0.785367	-1.08576	0.721779	-1.70158	0.0568412	-2.86336	-0.815626	0.0447974	0.445034	1.12819	-1.59743	-0.850484	0.257266	0.931298	1.18467	0.64963	0.842586	0.493208	-0.501783	-0.0826735	1.25115	0.0860062	-0.332439	0.386726	0.977632	-0.728572	0.727834	-0.123806	0.122339	-0.215328	2.68803	-0.36703	0.183374	0.21769	-1.44748	-1.09547	-1.20152	-0.740689	0.160338	-1.313910e+002	-1.279607e+003	-1.410998e+003
27850	-0.529848	0.493407	-1.28503	-1.885	-1.45985	0.24088	1.10389	0.613832	0.638146	0.672013	1.62751	1.65693	1.24246	-1.21846	-2.82511	0.785192	0.82539	-0.0679909	-0.420677	-0.525548	-1.32877	0.414891	1.19624	-1.96372	-0.707499	0.451194	-0.455663	0.0864771	0.484059	-0.103233	-1.02298	-0.651396	0.744185	1.49156	-1.39362	2.0094	0.78616	-0.60488	0.700832	1.19385	1.12936	1.16267	-0.826274	0.00430444	-0.581897	-0.278679	0.924062	-1.77103	-0.249584	-0.491553	0.371285	-0.616241	0.411048	-0.273531	0.558102	-0.609841	1.55003	-1.58122	0.765488	-3.25943	-0.188579	0.311471	0.998878	1.59772	-0.83029	-0.969351	0.63047	0.858327	1.81101	1.25558	0.63982	0.707585	-0.221873	1.63365	0.809761	-0.300757	-0.0870565	0.818729	1.11692	0.557963	0.870454	-0.12582	0.330235	-0.208239	1.48916	1.63347	0.422596	0.632178	-1.00788	-0.523525	-1.16591	-0.204295	0.60879	-1.324225e+002	-1.280455e+003	-1.412877e+003
27900	-0.503949	-0.180334	-1.1996	-1.66533	-1.48582	0.299106	0.740696	0.504138	0.406691	0.687537	1.67431	1.7661	1.28016	-0.892244	-2.44304	-0.835273	0.290762	0.424541	0.3642	0.236916	-2.02765	0.411934	1.52377	-1.98395	-0.596394	1.10844	-0.77099	0.220746	-0.158326	-0.12942	-0.633466	-2.28605	0.519801	1.60772	-0.32964	-0.611742	0.620835	-1.22998	0.645789	1.29751	0.726899	2.23607	-0.717301	-0.0173474	1.94641	-1.02185	0.62083	-1.2436	-0.104435	0.43805	0.676496	-1.49873	0.407123	-0.82735	0.548758	-0.263053	1.60605	-1.53439	1.09066	-3.39142	-1.53175	0.177931	1.16537	1.15905	-1.02464	-0.363627	-0.165229	1.05879	1.50514	0.314095	0.568912	-0.696713	-0.103104	0.806961	-1.01393	-0.463805	-0.654297	0.770053	0.665936	-1.16046	1.6835	-0.0984193	0.253872	0.117042	-0.745065	0.930795	0.64985	0.430079	-0.982789	0.358974	-1.70995	-1.16361	0.435394	-1.350454e+002	-1.283010e+003	-1.418056e+003
27950	-0.531979	-0.619413	-1.15224	-1.59603	-1.52282	0.279645	1.01813	0.665692	0.407443	0.606915	1.51683	1.79826	1.24748	-0.982089	-1.42491	-0.810277	0.792147	0.318448	-0.0708735	0.500441	-1.31643	0.149014	1.56086	-1.84172	0.218061	0.0795104	0.243824	0.149348	0.201626	0.0749176	-1.45311	-2.85541	0.367844	1.67492	0.847822	-0.381631	-0.407554	-0.669631	0.552478	0.21672	1.51653	0.158623	-1.4857	-0.153641	1.17118	-0.0565808	0.409366	-2.05832	0.550753	0.258259	-0.1512	-0.991379	0.784521	-1.14883	-0.943732	1.08819	1.4061	-1.27712	0.945019	-2.98495	-0.0647578	-0.539095	0.965732	0.919786	0.457762	-0.546021	0.762638	0.983859	1.53534	-0.443347	0.446863	-0.425148	-0.433003	0.692203	0.0837996	-0.240978	-0.0439604	0.881013	1.46234	0.0589539	0.16472	-0.3853	0.621784	-0.128335	-0.722046	1.3131	1.38239	0.231969	-1.03487	0.00477498	-0.752246	-1.37843	0.604595	-1.262431e+002	-1.284266e+003	-1.410509e+003
28000	-0.539573	-0.494351	-1.22169	-1.52662	-1.53902	0.340023	1.00775	0.427134	0.343933	0.51539	1.4874	1.87099	1.2829	-0.682322	-1.63965	-0.721405	-0.0177543	0.906781	-0.733299	0.146496	-0.58789	-0.640377	1.70298	-2.08408	0.180003	1.52673	-1.1267	0.539323	-0.378536	-0.750443	0.405635	-2.52483	0.164172	1.03747	-1.29635	1.29119	-0.36324	-0.496191	0.119817	1.09954	1.06239	1.79889	-0.921086	-0.392886	0.828316	0.518156	-0.0308134	-2.26891	1.11778	0.908111	-0.864854	-1.2531	1.26361	-0.520875	0.269126	-0.711802	0.739077	-1.45335	0.427612	-2.36235	0.108631	0.0179774	1.13256	1.20758	-0.246784	-0.874535	1.15187	1.289	1.52286	0.829284	1.13316	0.128417	-0.0439936	0.860382	-1.31445	0.251544	-0.854699	0.988672	0.783207	0.232577	0.618871	-0.632036	0.705865	-0.385756	0.460179	2.63272	0.0164624	0.495304	-0.740362	-0.697508	-0.0620572	-1.5957	0.944426	-1.309727e+002	-1.281685e+003	-1.412658e+003
28050	-0.586358	-0.79582	-1.19219	-1.75371	-1.44864	0.351145	0.843829	0.405245	0.517123	0.531789	1.56901	1.69138	1.24239	-0.827005	-0.635341	-0.870133	0.94624	-0.220567	-0.375175	0.841322	-1.62657	0.591946	1.55644	-1.40089	1.20583	0.343234	-0.431225	0.31803	0.2164	-0.5847	0.146724	-2.347	0.462816	1.61993	0.0484485	-0.00938444	-0.337821	-0.0393514	0.590103	0.549513	1.00833	1.48119	-1.13018	-0.238282	0.444881	-0.0112773	0.66162	-2.12038	0.658149	0.463051	0.217874	-0.637502	1.31919	-0.651465	-0.27474	0.420458	0.664837	-1.06863	1.12174	-3.038	-1.37734	0.330162	1.18968	0.756714	-0.625674	1.48249	0.947441	1.1153	1.54098	-0.608308	0.381882	0.824709	-0.167063	0.801551	-0.936648	0.420408	-0.0522499	0.763095	1.35671	0.362017	-0.247566	-0.400076	0.316985	-0.431255	0.85226	1.44497	0.123466	0.493121	-0.725698	0.338933	-1.1256	-0.753528	0.374336	-1.228778e+002	-1.276130e+003	-1.399008e+003
28100	-0.681373	-0.342882	-1.17401	-1.70683	-1.35278	0.334944	1.28994	0.339261	0.762527	0.750993	1.61561	1.80679	1.3103	-0.731146	-1.65034	1.11414	0.110632	0.163235	-0.869731	-0.0439497	-0.398343	0.0295918	1.10791	-0.759216	0.061133	-0.42018	0.456265	-0.0499846	0.594066	-0.846264	-0.527078	-1.49698	0.215203	1.45521	0.808388	-0.319267	0.352924	-0.449961	1.13679	1.44119	0.195244	1.12703	-0.725269	0.353575	0.83598	-0.55702	0.481605	-1.23983	0.644938	0.143751	0.858013	-1.21837	0.404091	-0.272792	1.42664	-0.0591594	0.803139	-1.32271	1.44835	-2.22602	-1.27927	0.101209	0.631404	1.78519	-0.799116	-1.45477	0.44274	0.738161	1.54518	0.0932061	2.17238	0.375866	-0.0725129	1.078	-0.28387	0.555648	0.0356516	0.4254	1.51976	1.26146	1.44125	0.222822	0.0857923	0.500228	2.57417	0.551548	-0.23669	-0.0783618	-0.784744	0.0696415	-1.07815	-0.465279	0.439804	-1.245413e+002	-1.285803e+003	-1.410344e+003
28150	-0.611789	-0.460309	-1.01025	-1.65887	-1.2264	0.298768	0.989987	0.542453	0.404173	0.54902	1.53999	1.81008	1.28221	-0.639396	2.10261	-2.42545	0.528365	-0.161448	-0.98921	0.139969	-0.936312	0.394089	0.872809	-1.69357	1.32194	0.0925523	-1.05989	-0.0139087	0.00958849	-1.38072	0.317518	-3.68574	0.0596448	1.34814	0.679348	-0.103458	0.584999	-0.821047	0.691266	0.0575437	1.91434	0.943385	-1.55067	1.15721	1.32592	-1.64533	0.639679	-2.28915	0.750063	-0.368897	0.176001	0.832934	0.584384	-0.616488	1.25254	-0.575083	0.816583	-2.03844	0.890136	-2.13488	-0.753895	1.264	1.01155	0.891128	-0.701739	0.257518	0.788494	0.476893	2.00042	1.1169	0.584539	-0.332684	-0.974845	0.486215	-1.01853	0.371804	1.19857	0.51906	1.38239	0.153731	0.728503	0.109432	-0.110473	0.298548	0.0671982	-0.177494	0.0239645	0.158509	-0.963312	-0.827897	-0.218764	-1.14309	0.194077	-1.342768e+002	-1.289604e+003	-1.423881e+003
