"","2.5%","50%","97.5%"
"GM_Fgutabs",0.507619450661485,0.614817993810234,0.73653973014959
"GM_kgutelim",0.126140646815619,0.445654629616918,1.39358700179162
"GM_ktot",0.224312132144471,0.334968091817315,1.10177483676582
"GM_kmratio",0.146206028193912,0.1939111915976,0.242201198375418
"GM_kuDfrac",0.189929467391062,0.257031919862426,0.341665018497202
"GSD_Fgutabs",1.26352884243813,1.40280106713297,1.70175934544798
"GSD_kgutelim",1.31854561850108,2.5487626344233,5.20645655200223
"GSD_ktot",1.06762738317208,1.58693661403512,3.10619498611959
"GSD_kmratio",1.30465517872831,1.57418786811834,2.07656606679086
"GSD_kuDfrac",1.49988242994557,1.79584380888757,2.41698168713388
