"iter" "M_lnFgutabs.1." "M_lnkgutelim.1." "M_lnktot.1." "M_lnkmratio.1." "M_lnkuDfrac.1." "SD_lnFgutabs.1." "SD_lnkgutelim.1." "SD_lnktot.1." "SD_lnkmratio.1." "SD_lnkuDfrac.1." "GSD_don.1." "GSD_d3g.1." "GSD_d15g.1." "lnFgutabs.1.1." "lnkgutelim.1.1." "lnktot.1.1." "lnkmratio.1.1." "lnkuDfrac.1.1." "lnFgutabs.1.2." "lnkgutelim.1.2." "lnktot.1.2." "lnkmratio.1.2." "lnkuDfrac.1.2." "lnFgutabs.1.3." "lnkgutelim.1.3." "lnktot.1.3." "lnkmratio.1.3." "lnkuDfrac.1.3." "lnFgutabs.1.4." "lnkgutelim.1.4." "lnktot.1.4." "lnkmratio.1.4." "lnkuDfrac.1.4." "lnFgutabs.1.5." "lnkgutelim.1.5." "lnktot.1.5." "lnkmratio.1.5." "lnkuDfrac.1.5." "lnFgutabs.1.6." "lnkgutelim.1.6." "lnktot.1.6." "lnkmratio.1.6." "lnkuDfrac.1.6." "lnFgutabs.1.7." "lnkgutelim.1.7." "lnktot.1.7." "lnkmratio.1.7." "lnkuDfrac.1.7." "lnFgutabs.1.8." "lnkgutelim.1.8." "lnktot.1.8." "lnkmratio.1.8." "lnkuDfrac.1.8." "lnFgutabs.1.9." "lnkgutelim.1.9." "lnktot.1.9." "lnkmratio.1.9." "lnkuDfrac.1.9." "lnFgutabs.1.10." "lnkgutelim.1.10." "lnktot.1.10." "lnkmratio.1.10." "lnkuDfrac.1.10." "lnFgutabs.1.11." "lnkgutelim.1.11." "lnktot.1.11." "lnkmratio.1.11." "lnkuDfrac.1.11." "lnFgutabs.1.12." "lnkgutelim.1.12." "lnktot.1.12." "lnkmratio.1.12." "lnkuDfrac.1.12." "lnFgutabs.1.13." "lnkgutelim.1.13." "lnktot.1.13." "lnkmratio.1.13." "lnkuDfrac.1.13." "lnFgutabs.1.14." "lnkgutelim.1.14." "lnktot.1.14." "lnkmratio.1.14." "lnkuDfrac.1.14." "lnFgutabs.1.15." "lnkgutelim.1.15." "lnktot.1.15." "lnkmratio.1.15." "lnkuDfrac.1.15." "lnFgutabs.1.16." "lnkgutelim.1.16." "lnktot.1.16." "lnkmratio.1.16." "lnkuDfrac.1.16." "LnPrior" "LnData" "LnPosterior"
33300 -0.516223 -1.19067 -1.12351 -1.70947 -1.11067 0.488559 0.729154 0.473019 0.550509 0.564665 1.59641 1.81597 1.25253 -0.776436 -0.894446 -0.36714 0.808027 -0.180606 -0.871823 1.34394 -0.687268 -0.0345655 0.787129 -1.36211 0.186905 1.72554 -0.71259 -0.474531 0.269963 -0.754573 -0.811734 -1.17537 0.105978 0.826501 1.31403 -0.0675247 -0.464754 -1.53872 0.222451 1.14277 1.17996 1.56241 -2.03238 -0.144024 0.444325 0.132938 0.11185 -2.58113 0.513409 -0.0792162 -0.333471 -0.447466 0.515221 -0.390673 0.409091 -0.579809 0.889446 -2.18412 0.342616 -1.81071 -0.675348 -0.258484 0.383017 0.408952 1.08371 -0.504157 0.437093 0.60085 0.951912 -0.0588912 0.932332 0.394419 -0.726027 0.174524 0.187329 0.749171 -0.806588 0.321474 0.830117 1.48696 0.360303 -0.178236 -0.0588155 0.549889 -0.65036 1.99598 -0.390536 0.500526 -1.03787 1.0169 -0.887927 -1.19001 -0.287789 -120.3577 -1283.759 -1404.117
47850 -0.412147 -1.52515 -0.861741 -1.73481 -1.29607 0.526258 0.620848 0.53198 0.654338 0.620079 1.63116 1.66724 1.26828 -0.808472 -0.692257 -1.05784 0.456202 -0.0332699 -0.942718 0.547295 0.150035 0.583794 1.10662 -1.61337 1.279 0.917972 -0.558209 0.328869 -0.0980731 0.661055 -0.308185 -2.21318 -0.00585243 0.534168 -1.62631 0.903001 -0.158284 -1.17223 0.111579 0.568994 0.968616 1.15873 -0.542685 -0.630242 1.20896 0.525139 0.489709 -2.1708 -0.220106 1.07165 0.980158 -1.17816 0.424672 -0.886502 0.946891 0.549542 1.19292 -1.91031 -0.023519 -2.11662 -0.324644 0.368476 0.679991 0.33973 -0.244572 0.0193682 0.583294 0.668983 0.671344 0.260958 0.517089 0.427413 -0.491121 0.224985 0.512238 -0.545412 0.0714539 0.870406 0.272086 1.63331 0.644082 0.141013 0.281476 -0.0473384 0.842163 0.277334 0.458692 0.145155 -1.16856 1.08162 -0.595999 -0.955187 0.274607 -117.6866 -1282.684 -1400.37
31100 -0.431264 -1.28778 -0.616188 -1.59083 -1.44355 0.40635 1.00209 0.582359 0.356066 0.565488 1.54054 1.78892 1.26981 -1.3552 -0.72619 -1.04985 1.17236 0.0916316 -0.977844 -0.0318486 -0.100109 0.725563 1.60242 -1.51682 0.880439 -0.643765 -0.823493 0.221345 -0.282292 -0.657421 0.272484 -1.22196 0.659185 0.593013 -0.154003 0.768629 0.262277 -1.53657 0.143726 0.081588 1.06854 1.95014 -0.792187 -0.393662 -0.00369989 0.095487 0.490093 -1.66882 -0.10967 0.23416 -0.033409 -1.01076 0.621591 -0.957901 0.341248 -0.787624 0.512608 -1.54461 0.202569 -1.91677 -0.524023 0.0547529 1.10308 0.570462 -0.278593 -0.475249 0.115842 0.905956 0.898913 1.93525 -0.586015 -0.600213 -0.821056 0.592132 -0.265141 -0.615672 -0.790422 0.72303 0.703145 0.397319 -0.721157 0.120128 0.499756 -0.734592 0.32196 -0.194388 0.656134 0.26601 -1.30029 -0.615585 0.877954 -2.13126 0.400708 -117.6194 -1289.816 -1407.435
39800 -0.407885 -1.01605 -1.1536 -1.50801 -1.71692 0.477242 0.892043 0.108232 0.503516 0.673334 1.60376 1.80221 1.28432 -1.08778 -1.27686 -0.996934 0.518375 0.485095 -1.25716 0.749738 0.591842 0.307184 1.69036 -1.3374 0.963511 -0.344942 -1.33347 0.371719 -0.368856 -0.287447 -0.0529012 -2.3537 0.194484 0.761751 0.115277 -1.30043 0.410928 -0.41341 0.164178 2.29387 -0.00759284 1.4535 -0.623812 -0.227277 -0.0125684 -0.876633 0.957805 -1.08933 0.110414 0.0425282 -0.0723494 -0.884259 1.00009 -0.638947 1.22856 -1.80345 1.00286 -1.00726 -0.13667 -1.35332 -1.57078 -0.182624 1.10477 0.514603 -0.516441 0.877522 0.32848 1.46606 0.631369 -0.267925 1.52651 0.296745 0.281759 0.0583891 0.321281 0.217849 0.226214 1.13079 0.64167 0.43566 0.126538 -0.242133 0.698486 -0.400204 0.0962365 1.7033 0.410674 0.828825 -1.2507 -0.00496909 1.25395 -1.21528 0.767394 -121.1826 -1283.332 -1404.515
37750 -0.609825 -0.89225 -1.13473 -1.66281 -1.67009 0.375305 0.981875 0.105473 0.350526 1.16796 1.52597 1.8224 1.25802 -0.440322 -1.48135 0.601168 0.646451 0.425317 -0.948758 0.248833 0.513435 -0.546321 0.961436 -1.55166 0.904455 -1.02832 -1.51066 0.277563 0.202348 -1.11842 2.42193 -1.33425 0.433636 1.18887 2.6575 0.141072 -0.146703 -0.259235 1.1684 1.65189 -0.730258 2.10244 -0.331135 0.260215 -0.30297 0.889132 0.543187 -0.985622 0.533232 0.836111 -0.706499 -1.5261 0.604487 -0.468025 0.203696 -0.327534 1.76716 -0.609262 0.479747 -1.94397 -0.067162 0.0834355 0.727688 1.31332 -0.921968 -0.702436 -0.401547 0.765019 1.47239 0.40291 1.05618 1.00962 0.144139 0.377147 0.970872 1.27203 -0.314926 0.620802 1.49496 2.8983 0.214749 -0.893479 0.452671 0.023829 0.961308 0.958343 -0.441048 0.297457 -0.965178 -0.394956 1.09448 -0.60596 0.456812 -130.9022 -1279.477 -1410.379
30300 -0.356802 -1.63996 -0.410221 -1.62941 -1.17565 0.337142 1.23561 0.442412 0.369043 0.944155 1.50581 1.78483 1.2664 -0.582307 -1.50304 0.819428 -0.208182 -0.0965327 -1.87804 0.309358 0.528672 -0.0127674 0.670692 -2.26117 -0.0490586 1.3566 -0.239397 0.0489227 0.242305 -0.189199 -2.52058 -1.43547 0.44758 0.561018 -0.413767 -0.49595 -0.607767 -0.419208 0.0783712 1.50921 -1.06726 2.29987 -1.0229 -0.504443 -0.441083 2.79632 0.820863 -1.49573 -0.287729 1.03041 -0.735723 -0.99711 0.310645 -1.10252 -0.0297454 -0.106709 1.36229 -0.977853 -0.0719306 -1.1494 -0.852388 -0.0942999 0.327673 0.436326 -1.20763 2.59819 0.40413 0.30659 0.604371 0.268507 -0.0777592 0.384767 -0.38556 -0.0236735 -0.030639 0.689164 -0.264197 0.110827 0.624504 1.04983 -0.0792476 -0.423128 -0.261704 -0.568835 -0.0706671 0.473906 -0.668896 -0.15729 -1.80907 0.11514 -0.0811386 -1.24417 0.155269 -126.5868 -1285.118 -1411.705
49700 -0.571478 -1.34269 -0.721381 -1.51836 -1.46385 0.229912 0.604006 0.446093 0.496896 0.639514 1.54782 1.73935 1.30912 -0.9541 -1.82339 0.12572 -0.201456 -0.515606 -1.14044 -1.25828 1.93238 -0.152426 1.30718 -2.18924 -0.548939 1.6161 -0.78547 -0.190826 0.212039 0.245225 -1.94171 -2.25492 0.571497 1.58376 -0.150358 0.994467 0.433591 -0.442325 1.40025 1.14262 0.775324 1.50921 -0.530729 -0.200903 -0.566964 0.621002 0.468183 -1.53643 0.520747 0.755031 0.258822 -1.28515 0.757954 -1.02231 -0.11053 -0.0153131 0.929354 -1.26722 0.822911 -2.22674 -1.56859 -0.125022 0.969511 0.789355 -0.0220917 0.880232 -0.206156 0.630899 1.98446 0.315489 0.00569732 -0.581871 -0.319657 1.25689 -0.67433 -0.131274 -0.29049 1.14673 1.70658 2.6359 0.192719 -0.665965 0.541463 0.525508 1.73169 -0.963063 0.680008 0.178479 -1.48337 -0.524472 0.244015 -1.2675 0.364112 -131.6382 -1287.618 -1419.256
26600 -0.543692 -1.9295 -0.186281 -1.42091 -1.24363 0.361438 0.598775 0.58051 0.677493 0.540403 1.58514 1.79769 1.24916 -0.763266 -1.49816 0.928762 0.0650608 -0.118724 -0.673057 0.157992 -0.314001 0.509983 1.15728 -1.69439 2.38694 -0.681579 -0.701249 -0.171045 -0.30581 -0.0759667 0.926606 -2.42878 0.340349 1.06644 0.148095 0.217062 -0.531054 -1.17607 0.495618 0.77999 0.208048 0.572094 -0.815992 0.728626 -1.86152 0.185895 -0.102919 -2.14312 0.501081 0.598293 -0.608774 -1.02558 0.600246 -0.539256 0.487833 -0.885523 0.380844 -1.74181 0.738735 -1.84294 -2.24578 0.0183856 0.651189 1.25843 0.970855 -2.32589 -0.242151 0.958924 1.42872 1.63357 -1.05576 -0.0457743 -1.02164 0.523982 -0.391906 -0.233878 -0.617757 0.307955 1.40042 -0.750691 -0.383542 -0.416679 0.594037 -0.178612 0.802113 0.0996206 -0.210961 0.0844512 -0.70867 -0.840421 0.844821 -0.985178 0.283261 -125.9131 -1276.696 -1402.61
40050 -0.455078 -0.92107 -0.832146 -1.45822 -1.35204 0.332528 0.857413 0.546185 0.595606 0.618726 1.4948 1.88426 1.29755 -0.723178 -1.1226 -1.52297 0.316342 0.354095 -0.616725 0.548382 -1.79067 -0.0660585 1.41197 -1.36654 -0.124131 0.217924 -0.7265 0.143993 -0.357709 1.97632 -1.28926 -1.81681 -0.199903 0.705592 -0.34076 0.379368 -0.306631 -1.01244 0.462761 0.351228 1.53409 1.50063 -0.904808 -0.560235 0.258155 0.312323 -0.0757806 -1.6998 0.41289 -0.470235 -0.308815 -1.34194 0.538834 -1.29283 -0.0893809 -0.349299 -0.00841569 -1.43258 0.730681 -2.69029 -0.991273 -0.380016 0.745813 0.589243 0.613499 -0.801501 -0.0698501 0.793992 1.35519 -0.522912 0.67705 -0.715063 -0.446016 0.0311299 1.02014 0.603683 -0.226419 0.143522 0.732542 -0.846397 0.311955 -0.583202 0.522287 -0.249048 -0.309154 0.380285 0.228661 0.137496 -1.39393 -0.873369 0.721897 -1.04554 0.501661 -119.2442 -1291.841 -1411.085
40900 -0.495804 -1.38963 -0.561759 -1.46438 -1.44947 0.364736 0.656174 0.479078 0.500294 0.585634 1.43947 1.77299 1.27556 -0.909827 -2.07535 0.23717 -0.0562506 -0.317596 -1.05268 -0.740063 1.30942 -0.202784 1.52174 -1.6335 -0.488984 1.66706 -1.29618 0.0769723 0.0881783 0.232865 -1.33863 -2.84173 0.851772 0.795173 -0.482105 0.387432 0.140566 -0.563295 0.403097 1.09499 0.528285 2.23463 -0.727048 0.562669 0.0117749 -2.14525 0.000660157 -2.55552 0.269897 0.4625 -0.324423 -1.45245 1.16661 -0.45941 -0.611737 -1.19018 0.893835 -1.58985 0.276023 -2.18736 -0.551511 0.0400284 1.13115 1.07902 -0.137263 -1.60683 0.339365 0.896594 1.14641 -1.25347 0.609333 0.4131 0.102799 0.6526 -0.526575 -1.53486 -0.373681 0.94752 0.932569 0.0987675 -0.0393116 0.218968 0.610188 -0.585881 1.39228 0.419478 0.120082 0.442439 -1.4327 0.689205 -0.39327 -1.42211 0.548887 -130.075 -1287.858 -1417.933
35350 -0.579867 -0.786427 -1.13985 -1.55951 -1.40137 0.315497 0.747433 0.289644 0.318937 0.575197 1.49769 1.80347 1.25211 -1.21547 -1.11669 -0.638982 1.6715 -0.23675 -0.995623 -0.243986 0.287609 -0.222388 1.34005 -1.48139 2.04989 -0.713383 0.0651191 0.191251 0.600814 -0.138923 -1.76832 -2.90389 0.700701 1.28191 0.0819136 -0.195733 -0.426162 -0.601554 0.779013 1.56061 2.05249 2.24711 -1.10379 -0.035235 -0.637644 0.991554 -0.76486 -2.03809 1.16151 -0.262028 -0.442811 -1.12217 1.0984 -1.19531 -0.470965 1.11323 0.812984 -0.894465 0.800792 -2.82209 -0.482175 -0.0863075 0.852406 1.3384 -0.526645 -0.258919 0.38559 1.04879 1.40071 0.882482 1.88518 0.170939 -0.515995 0.909419 0.266746 1.64062 -0.103498 0.83666 1.37754 0.630749 0.0222431 -0.0277493 0.481694 -0.190257 0.274604 0.416046 -1.03291 -0.127867 -1.12335 0.511152 -1.54113 -1.98481 0.407278 -133.8985 -1278.697 -1412.596
32600 -0.49846 -0.515305 -1.10358 -1.71321 -1.52776 0.318203 0.698717 0.345488 0.483017 0.438397 1.60029 1.83263 1.22234 -0.952961 -0.964208 -2.21007 1.55524 0.335647 -0.997079 -0.900972 0.237223 0.0270825 2.18342 -1.94552 0.531656 0.573366 -0.248185 0.453097 0.0310092 -0.52316 -0.0270231 -1.52245 0.666685 1.2559 0.1258 0.183016 0.113097 -0.533759 0.41621 0.484735 1.41087 1.80281 -0.933753 0.305432 -0.398546 -0.191902 0.407981 -1.47407 0.375645 -0.313586 -0.189928 -0.429836 1.07971 -1.27567 0.384006 -0.0207146 0.885167 -1.75164 0.190669 -2.75317 -1.07626 1.13958 1.12771 0.594738 -0.176613 0.272713 0.287683 1.73126 1.30699 1.24432 0.5824 -0.0566646 -0.629654 0.108348 1.72044 1.60693 0.336993 1.20078 1.0589 1.43268 0.160589 -1.11459 0.695115 -0.0574591 -0.519147 0.607893 0.495114 0.610157 -1.52575 0.597481 -1.14709 -0.93389 1.06107 -127.0172 -1286.698 -1413.715
42600 -0.489273 -2.51468 0.0345602 -1.98196 -1.59865 0.267747 0.47347 0.643424 0.616096 0.525 1.52541 1.85808 1.29382 -1.3928 0.105629 -0.802028 1.33372 0.384159 -2.10018 2.81026 -0.774945 -0.210961 1.70885 -1.57704 -0.0272171 1.61856 0.104548 0.678034 0.566319 -1.18635 1.88295 -2.18244 1.14764 1.33384 -1.46068 0.345586 0.619802 -0.147522 0.506695 1.02298 0.717981 1.59141 -0.879398 -0.387329 0.0483208 1.53671 0.550594 -1.68695 0.738338 -0.146458 0.422044 -1.38806 0.862864 -0.313379 -0.0659102 -0.926945 0.976909 -1.40719 0.769811 -0.356428 -2.52742 1.21018 1.11295 0.439109 0.359203 1.22455 1.17931 1.61248 1.58708 -0.956417 -0.0136862 -0.064858 -0.0574934 -0.818005 2.39145 0.147617 -0.151472 0.770783 1.41979 0.105617 -0.507999 0.293837 0.788594 0.081388 0.00299764 0.708366 0.564503 0.811605 -1.18729 0.411745 -0.160377 -0.218449 1.15584 -135.8413 -1299.371 -1435.212
28350 -0.508888 -1.60007 -0.863677 -1.62231 -1.41099 0.352613 0.714688 0.433734 0.308446 0.547795 1.44174 1.65864 1.28316 -0.64139 -1.29326 -1.2606 0.000417421 0.186169 -0.804316 -0.033605 1.02683 -0.416198 1.49734 -1.60361 1.09834 0.556213 0.139876 0.40044 -0.295592 -0.339392 0.617915 -1.77951 0.755086 1.24444 -0.152868 -0.536199 -0.367351 -0.497311 0.249972 1.4589 0.74112 1.54518 -1.09752 0.134488 0.473497 0.56024 1.11483 -2.49104 -0.127379 2.53978 0.0839573 -1.45977 1.01527 -1.05682 -0.0593975 -0.514253 0.293701 -1.44388 0.486697 -1.93595 -1.38706 -0.255974 1.30929 0.792186 0.0134044 0.8765 -0.101702 1.15583 1.23495 -0.397314 1.43543 -1.36432 -1.01469 0.53205 1.17009 -0.657356 -0.46992 0.899614 0.973991 3.28752 0.935457 0.866268 0.174217 -0.641508 1.3189 0.601958 -0.339602 0.524252 -1.23998 0.179905 -0.0844051 -2.50325 0.371117 -132.2249 -1299.019 -1431.244
27100 -0.522753 -2.10049 0.068404 -1.46594 -1.42492 0.335697 0.582398 0.437149 0.404413 0.515463 1.56413 1.79356 1.2547 -0.526404 -2.1643 0.2262 1.62119 -0.554498 -0.36504 -0.62691 0.116286 -0.149445 1.52884 -1.62353 0.331225 0.911711 -1.47535 0.411148 0.11068 -0.387078 -0.78348 -1.78707 0.44707 1.09746 -0.64995 -0.467528 -0.197351 -0.696808 0.0107154 1.4564 1.50802 1.01956 -0.952731 0.146464 -1.00313 1.39884 -0.144196 -2.26548 -0.0020025 0.482219 0.52154 -2.02918 0.773619 -0.87573 1.15101 -0.605401 1.19189 -1.64008 0.502556 -1.25959 -3.00963 -0.315239 0.830247 0.898677 -1.60811 1.84797 -0.529332 1.28527 1.22707 -0.835377 0.350435 -0.684449 -0.289395 0.618128 -0.150635 -0.3385 -0.403279 0.463868 0.633403 0.339174 2.61376 -1.03809 0.229866 0.407602 -0.616925 0.808498 -0.917968 0.525084 -1.13727 -0.205191 0.40197 -2.00593 0.59178 -132.6525 -1280.353 -1413.005
47450 -0.515428 -0.761728 -1.29973 -1.46263 -1.57361 0.32907 1.07697 0.36994 0.650811 0.480291 1.51348 1.81856 1.22303 -1.20236 -0.920993 -0.553322 -0.238599 0.456198 -0.889649 0.211565 -0.144266 -0.0114491 1.91444 -1.78961 0.380891 0.573913 -0.0433846 0.235207 0.660273 -0.723982 -0.259617 -2.75009 0.628792 1.3787 -1.13127 0.593518 -0.217879 -0.286181 0.58266 1.23538 1.87456 1.0269 -1.23738 0.600291 2.24377 -1.83703 0.0564212 -2.05685 0.976238 0.295404 -1.10489 -0.452038 1.28443 -0.835335 0.163249 0.764164 0.408212 -1.79798 0.73103 -1.79905 -1.3936 -0.331691 1.59391 0.582504 0.193425 0.570662 -0.251405 1.35834 1.31888 0.37076 1.05136 -0.483087 -0.530689 0.662933 -0.0201592 -0.298078 -1.01586 0.900619 0.730434 0.509672 1.58547 -0.272912 0.536497 0.0529997 0.27523 0.570447 0.0334875 0.91168 -1.16181 -0.140352 0.334013 -0.712135 1.01577 -127.5621 -1276.583 -1404.145
37350 -0.648989 -0.906763 -1.07504 -1.84848 -1.24821 0.330253 0.568329 0.311141 0.487382 0.480825 1.56261 1.7692 1.23729 -0.775983 -1.56678 -1.09374 1.51988 -0.371357 -1.03896 1.15779 -0.772453 -0.251563 1.16666 -1.43538 0.117347 1.32717 -0.486632 0.0801689 0.576218 -1.82087 -0.149547 -1.95762 0.0149283 1.80741 0.785565 -0.790998 0.265148 -1.41298 0.188252 2.15282 3.00715 1.69414 -1.07656 1.03959 0.482628 -2.21325 1.3215 -3.13492 0.74552 -0.174094 0.127816 -0.996157 0.667685 -0.518017 0.242319 -0.640252 0.802345 -2.18764 0.988162 -3.80035 -0.508979 1.19232 0.822333 1.31826 0.566323 -1.84812 0.909937 0.86628 1.9135 -2.21861 0.963967 -0.213964 -0.298237 1.09717 -0.277908 -0.859139 -0.395207 0.543509 1.95488 0.153573 0.383472 0.658416 0.351543 0.769152 -0.122969 0.651466 -0.214111 0.605014 -0.861063 0.508936 -1.24352 -0.495992 0.140343 -146.0927 -1271.093 -1417.185
44300 -0.536557 -0.584314 -1.03257 -1.69416 -1.72166 0.338902 1.26072 0.29428 0.483564 0.598356 1.52511 1.82483 1.21823 0.416811 -2.62851 0.53419 0.0282836 0.417936 -0.592914 -0.400608 -0.522593 -0.0607608 2.17157 -2.17193 0.750708 0.783127 -0.567455 0.442969 0.0901413 -0.72939 -0.218692 -1.20667 1.04316 1.21568 -0.539314 0.114821 -0.00577525 -0.410948 0.616289 0.672881 1.55058 1.41112 -0.301131 -0.175343 0.243257 -0.509066 0.892117 -1.16479 0.0158769 0.892218 -0.351876 -0.91342 0.792379 -0.779774 0.655388 -1.18368 1.01288 -1.03868 0.509698 -1.97494 0.549795 0.0199596 1.60604 1.18599 -0.758749 -1.00122 -0.547414 1.66447 1.39445 -0.572584 0.610457 0.217691 0.0943687 0.578926 1.39376 -0.144667 0.681159 1.29285 0.966998 0.436418 1.07176 -0.542309 1.0499 0.208987 -0.715836 -0.176754 0.463299 0.331851 -1.08513 -0.137139 -0.935071 -0.846134 0.981564 -123.3624 -1290.857 -1414.219
33150 -0.52365 -1.8761 -0.958093 -1.60961 -1.20635 0.353599 0.906174 0.377155 0.573095 0.745098 1.51026 1.87744 1.22938 -0.989857 0.0361468 -1.298 0.745871 -0.192106 -0.343463 1.08341 -0.71236 0.112868 1.02436 -1.57484 1.22897 0.512332 -0.671476 -0.31269 -0.504891 0.670834 -0.115209 -1.77425 -0.301868 0.763224 0.573996 1.1582 -0.197936 -0.759675 0.439562 1.47699 1.72014 1.60712 -0.623843 -0.139216 0.934753 0.0707315 0.0640969 -1.93015 0.303694 1.63025 -0.438111 -1.31591 0.327951 -0.872448 1.05266 -1.3116 0.476892 -1.2855 0.342694 -1.30798 0.628344 -0.0722411 0.333523 0.985753 0.507043 -0.669205 0.307417 0.521424 1.46873 0.896708 0.529368 -0.0163197 -0.567017 0.27164 0.271533 0.828429 -0.284759 0.323188 1.3515 -0.00864493 0.5537 -0.366217 0.18211 -0.823482 2.01466 0.184397 -0.302809 -0.43335 -1.2746 0.0355509 2.26353 -0.397884 0.05985 -120.7005 -1285.475 -1406.176
33150 -0.579803 -0.662557 -1.32263 -1.89243 -1.42789 0.449172 0.532489 0.451229 0.597831 0.683279 1.55101 1.76967 1.26675 -0.851259 -0.550732 -0.961365 1.21643 -0.133608 -0.842198 1.07205 -0.356384 0.24151 1.12005 -0.798544 -0.566728 0.585404 -0.554046 0.541203 0.548153 1.14328 -1.24618 -2.28076 0.309683 1.11271 -1.34138 -0.0790573 0.0977511 -0.182144 0.531046 0.136066 1.84441 2.15075 -0.813764 0.25429 0.30162 -0.0107376 1.02978 -1.74394 0.506748 1.36568 -0.155324 -0.565465 0.60614 -0.70411 0.54437 0.515758 1.4237 -1.11337 0.421243 -3.38066 -0.481307 0.837709 0.727848 0.874428 0.549082 -0.551028 0.30603 0.81489 1.07691 0.267895 0.887837 -0.11065 -0.450392 0.797138 0.961173 -0.66604 0.25594 0.857059 0.961566 1.9625 1.40309 0.205291 0.704129 0.237706 0.647623 -0.858287 0.696689 0.338412 -0.845219 0.928199 -0.746182 -0.395638 0.460803 -124.0921 -1272.942 -1397.034
29650 -0.449558 -1.05505 -1.10441 -1.49061 -1.36424 0.24341 1.1448 0.357319 0.397121 0.776865 1.5253 1.80992 1.25145 -1.12689 -0.0869534 -2.90264 -1.12403 -0.152114 -1.57149 -0.104344 1.4364 -0.662753 1.1 -3.47568 2.34779 0.537865 -0.838307 0.0343972 0.259095 -0.120745 -0.727179 -3.37306 0.50947 1.37234 0.683346 -0.717945 -0.547567 -0.557087 -0.152849 0.796519 2.18622 0.807796 -1.01748 -0.027039 1.63293 -1.31774 1.01143 -2.16014 0.0419119 0.8033 0.0345646 -0.548841 0.443808 -1.40827 -0.62448 0.901798 0.843661 -1.39664 0.230961 -1.51989 -0.347406 -0.550268 0.594655 0.924362 0.282693 -0.811269 -0.157791 0.804881 1.29059 -0.370644 1.78863 -0.167088 -0.443546 0.541106 0.73242 -0.190824 -0.710668 0.38818 0.887636 2.24286 1.64525 -0.0515265 0.0971072 -0.912622 0.645141 0.048338 -0.247327 0.271152 -1.85511 0.689233 -1.8166 -1.43746 0.319582 -142.3624 -1274.929 -1417.291
46650 -0.527327 -0.553515 -1.05984 -1.80468 -0.928811 0.310282 0.804229 0.149955 0.367002 0.564002 1.52657 1.82634 1.25871 -1.01986 -2.06015 -2.0017 1.81448 -0.62323 -1.56113 0.06386 0.121222 0.150669 0.440517 -1.86021 0.819591 -0.44655 0.0259742 -0.347906 0.408732 -1.09344 -1.97388 -1.63981 -0.233427 0.935392 0.0716887 -0.720593 0.0601329 -1.38868 0.539376 0.68945 -1.19112 2.40768 -1.95193 -0.424229 0.429083 -1.66305 0.901957 -2.89711 0.508621 -0.0400806 0.443597 -0.275107 0.257696 -0.701018 -0.589267 -0.155451 1.7989 -2.33988 0.463053 -2.43865 -1.56967 0.268346 0.266383 0.428935 0.0734202 -0.588621 0.506725 -0.139169 1.66475 -1.30873 1.23728 0.0622097 -1.28319 0.832145 1.15416 -0.143185 0.328126 0.0306708 1.58102 0.672874 -1.7399 0.323162 -0.346523 0.117953 0.759416 0.897367 1.09514 -0.310846 -1.60769 -0.572078 -0.105852 -1.23417 -0.308922 -136.5048 -1274.763 -1411.268
37750 -0.445596 -0.572384 -1.29973 -1.81407 -1.08943 0.332483 0.803938 0.31567 0.598043 0.633981 1.51028 1.80782 1.2673 -1.52084 0.747514 -1.65297 0.472443 -0.336218 -1.24888 0.885586 -0.95408 -0.230324 0.777185 -2.02688 0.646617 0.0459923 -0.92303 -0.154941 0.410506 -0.824689 -1.36234 -1.52894 0.146072 1.21251 -0.428554 0.30601 0.523549 -1.11405 0.413788 1.32454 2.82538 1.57724 -1.42407 -0.53029 0.513207 0.244424 0.272102 -2.76793 -0.0439413 0.18477 0.583256 -0.357835 0.355439 -0.373272 -0.995323 0.712333 1.66062 -1.82669 0.310663 -2.64146 -0.634718 0.649889 0.522846 0.957294 -0.692491 -0.910632 1.31846 0.560059 1.30895 -1.51853 0.8258 0.347447 -0.693805 0.832933 -0.599872 -0.279821 0.252282 0.338582 0.691173 0.124324 2.36006 -0.120003 0.00748625 -0.15949 1.29519 0.25496 0.19741 -0.293252 -1.10177 0.0625289 -1.39748 -0.815328 -0.0770731 -130.7721 -1276.918 -1407.69
37900 -0.551168 -0.145548 -1.03656 -1.54102 -1.42108 0.519204 0.895725 0.219831 0.371442 0.690423 1.4817 1.79938 1.27007 -1.05666 -1.49667 -1.38099 -0.478468 0.272421 -0.561823 -0.117268 -1.6436 -0.1981 1.28137 -1.52263 0.880596 1.24521 -0.167699 0.307343 0.113007 -0.0290221 -2.22274 -2.30297 0.253783 1.00204 -0.898173 -0.221972 -0.11779 -0.731744 0.607779 -1.10392 0.637291 1.74246 -0.865736 -0.0645794 0.628783 -0.749317 0.0820229 -1.43068 0.343366 -1.13506 0.441445 -0.992148 0.650637 -0.735556 -0.492729 0.999473 0.373163 -1.26083 0.139451 -2.45552 -1.61972 0.251621 0.765779 0.65529 -1.53335 0.0469987 0.255863 0.717602 0.917396 -0.811562 1.54906 -0.285508 -0.572642 0.343381 -0.935209 -0.196139 -0.307779 0.537549 0.95805 -0.1034 0.651793 -0.419188 0.535841 0.143917 -0.643135 0.712461 0.609001 0.476564 -0.964038 -1.05528 -0.19658 -1.6469 0.466767 -123.0279 -1283.355 -1406.383
