iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnktot(1)	M_lnkmratio(1)	M_lnkeDfrac(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnktot(1)	SD_lnkmratio(1)	SD_lnkeDfrac(1)	GSD_don(1)	GSD_d3g(1)	GSD_d15g(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnktot(1.1)	lnkmratio(1.1)	lnkeDfrac(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnktot(1.2)	lnkmratio(1.2)	lnkeDfrac(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnktot(1.3)	lnkmratio(1.3)	lnkeDfrac(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnktot(1.4)	lnkmratio(1.4)	lnkeDfrac(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnktot(1.5)	lnkmratio(1.5)	lnkeDfrac(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnktot(1.6)	lnkmratio(1.6)	lnkeDfrac(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnktot(1.7)	lnkmratio(1.7)	lnkeDfrac(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnktot(1.8)	lnkmratio(1.8)	lnkeDfrac(1.8)	lnFgutabs(1.9)	lnkgutelim(1.9)	lnktot(1.9)	lnkmratio(1.9)	lnkeDfrac(1.9)	lnFgutabs(1.10)	lnkgutelim(1.10)	lnktot(1.10)	lnkmratio(1.10)	lnkeDfrac(1.10)	lnFgutabs(1.11)	lnkgutelim(1.11)	lnktot(1.11)	lnkmratio(1.11)	lnkeDfrac(1.11)	lnFgutabs(1.12)	lnkgutelim(1.12)	lnktot(1.12)	lnkmratio(1.12)	lnkeDfrac(1.12)	lnFgutabs(1.13)	lnkgutelim(1.13)	lnktot(1.13)	lnkmratio(1.13)	lnkeDfrac(1.13)	lnFgutabs(1.14)	lnkgutelim(1.14)	lnktot(1.14)	lnkmratio(1.14)	lnkeDfrac(1.14)	lnFgutabs(1.15)	lnkgutelim(1.15)	lnktot(1.15)	lnkmratio(1.15)	lnkeDfrac(1.15)	lnFgutabs(1.16)	lnkgutelim(1.16)	lnktot(1.16)	lnkmratio(1.16)	lnkeDfrac(1.16)	LnPrior	LnData	LnPosterior
200	-0.913192	-1.44543	-0.700964	-1.61025	-1.77682	0.372848	0.605591	0.215505	0.301438	0.463062	1.53125	1.84427	1.28904	-0.648155	-0.86916	-0.0342392	0.183056	0.470872	-0.266458	0.448369	1.35352	-1.16204	2.40622	-0.450101	0.486076	0.0701076	-0.684709	1.10059	0.6302	-0.595295	0.852413	-2.59294	1.19712	2.16194	-0.667031	-1.21457	-1.24394	-0.371621	1.15771	2.36757	0.873272	1.82378	-0.839507	0.251896	1.18516	-0.0857117	0.958099	-1.11771	1.32319	0.499922	0.344279	-0.372368	2.00637	0.211841	0.906457	0.257478	1.21792	-1.11603	1.15021	-1.27929	-1.90917	-1.13468	2.04231	1.71695	-0.437034	1.64379	-0.480022	2.29007	2.02468	0.668556	0.640793	-1.64868	0.367856	1.94881	-2.1421	-0.0210666	-0.368451	1.30175	1.97291	0.590572	1.50158	-0.2682	1.05974	0.979054	-0.445076	2.3487	-0.202697	1.16518	-0.248408	1.16032	-2.25534	-1.10827	1.30609	-1.528737e+02	-1.296509e+03	-1.449383e+03
210	-0.864328	-1.39667	-0.897967	-1.65193	-1.74813	0.381312	0.520815	0.279849	0.180686	0.45126	1.53131	1.8876	1.2471	-0.43134	-0.821368	-1.79442	-0.219176	0.352106	-0.379413	0.84525	0.55461	1.02951	2.39589	-0.44615	0.854702	1.93451	1.37565	1.19374	1.16924	-0.713396	-0.83261	-2.31268	1.12626	2.00022	-0.667031	-0.469658	0.802795	0.024153	1.13208	2.36757	0.298507	1.66053	-0.645529	0.416871	0.945129	1.03583	2.25212	-1.75039	1.29257	0.18854	0.913696	-0.73514	1.85281	-0.189776	0.349537	0.535032	0.237413	-0.767999	1.27164	-1.88987	-2.86408	1.00592	1.65702	1.31134	-0.756313	1.82991	-0.119926	1.94288	2.19911	1.14933	-0.848192	0.517482	0.19633	1.94881	-1.23551	-2.1827	0.644768	2.05122	1.95568	1.31854	-0.721781	0.0958594	1.92221	0.979054	0.281394	0.118362	-1.4927	1.64352	-0.248408	1.43468	-1.58243	-1.92068	1.47023	-1.586164e+02	-1.293790e+03	-1.452406e+03
220	-0.851811	-1.11195	-0.991049	-1.66615	-1.71594	0.364449	0.351428	0.279849	0.321914	0.511521	1.54231	1.90927	1.26201	-0.298584	-1.67672	0.196995	1.12329	0.810838	-0.405443	1.36962	0.251052	-0.641767	2.15922	-0.833424	 1.81	1.09464	0.0369814	1.27165	0.32741	-0.920994	0.621868	-0.699596	1.4042	2.08747	-1.53351	-0.90125	-0.989041	0.0489769	0.837993	1.94933	1.97557	2.82222	0.00601331	0.776646	0.871767	-0.609663	0.265999	-2.00912	1.26374	0.481299	1.40301	-0.73514	1.85335	0.668161	-0.946026	-1.51258	0.212621	-0.74425	1.07771	-1.00773	-2.41447	0.497109	1.71807	1.59503	1.66084	-1.44184	0.0684929	1.51265	2.19911	0.998141	1.44682	1.11555	-0.0548033	1.47522	1.92778	-2.22184	0.79523	1.48429	1.95078	0.189817	0.148662	-0.510618	1.37443	0.893954	-0.5046	1.10902	0.993596	0.727037	-0.325556	0.815947	-0.457953	-0.568314	1.38725	-1.505086e+02	-1.299572e+03	-1.450081e+03
230	-0.826399	-1.30478	-0.935753	-1.58085	-1.77879	0.380386	0.373217	0.266246	0.1951	0.505724	1.57465	1.88813	1.26671	-0.505683	-1.43018	0.0691839	1.47595	0.567941	-0.614362	0.71363	1.28838	0.443993	2.19029	-0.498509	0.321154	0.884242	-0.595409	1.0271	0.706837	2.61554	-1.29082	-2.40097	1.40924	1.75363	0.20269	-0.477253	-1.40571	0.263361	0.846836	3.00333	-0.21906	0.116457	-0.152337	0.984702	-0.789866	0.133714	1.04886	-2.00289	1.44418	0.0748928	0.29474	-2.30296	1.85335	0.225196	1.30985	-0.19045	1.72271	-1.00625	0.953338	-2.34591	-1.90254	-1.12719	1.71807	1.51144	1.79237	-1.35207	0.864676	1.82882	1.69518	0.956466	1.44682	-0.60771	0.386056	1.47522	-0.726883	-0.35561	0.713862	1.42824	1.84531	0.0683924	1.45491	-1.91428	1.05946	0.877631	1.37247	0.480061	0.611594	0.918949	-0.503336	0.662872	-0.183827	-2.02019	1.42538	-1.532700e+02	-1.288552e+03	-1.441822e+03
240	-0.817026	-1.37013	-0.955016	-1.50978	-1.76903	0.430719	0.414195	0.370748	0.250586	0.516445	1.49869	1.77504	1.26818	-0.11263	-0.0996754	-1.84327	1.41311	0.756486	-0.340285	0.41397	1.00854	0.405131	2.23744	-0.841248	1.04401	0.712128	-0.747232	0.688352	0.813108	-0.43404	-1.29082	-1.89546	0.725495	1.64488	0.20269	-0.477253	-0.669259	0.053358	0.927163	0.945162	1.0505	-0.312791	-0.152337	1.02241	0.400783	-1.37395	0.998642	-1.45209	0.995122	0.866865	-0.22792	-2.03457	1.74512	-0.0508797	-0.366962	-0.507857	0.385454	-0.609443	0.991008	-1.93524	-1.85829	-0.461203	1.77048	1.29161	2.54117	-0.620944	0.53744	2.04368	1.79771	0.412353	1.44682	-0.60771	0.140866	1.08911	0.188755	-0.199112	0.932877	1.48058	1.38574	1.69295	1.52502	-0.0877574	1.29823	0.854272	0.835173	1.02202	0.987026	1.12128	-0.503336	0.792182	-0.00513684	-1.76021	1.04846	-1.398944e+02	-1.287919e+03	-1.427813e+03
250	-0.784674	-1.22977	-1.02707	-1.61281	-1.78999	0.433668	0.429134	0.364595	0.284226	0.573505	1.52769	1.7495	1.27021	-0.338473	-1.14553	-0.833342	0.332623	0.970292	-0.290829	0.41397	0.851146	0.307078	2.09721	-1.23133	2.07268	1.07089	0.673019	0.837414	0.527261	-0.562203	-0.394496	-4.02624	1.08399	1.36488	0.315909	-0.0647904	-1.14693	-0.324768	0.82936	0.945162	2.03538	2.50647	0.00303901	0.970319	-0.184743	-1.2718	1.16143	-1.8201	0.963381	0.66611	0.103171	-2.03457	1.71153	-0.0812337	0.731125	-0.507857	1.74681	-0.870608	1.0832	-2.28711	-2.32426	0.0579863	1.77048	1.32367	2.12424	-1.23142	-0.785393	1.68423	1.79771	-1.27854	-0.56837	-0.114271	0.411734	0.732474	-0.375826	2.04835	0.23148	1.48058	1.58343	1.09177	0.811482	-0.411472	1.03554	0.854272	0.367838	0.649137	-0.684779	1.19028	-0.503336	1.04106	-0.128128	-1.87141	1.27857	-1.542512e+02	-1.272775e+03	-1.427027e+03
260	-0.778664	-1.11054	-0.986091	-1.64058	-1.84392	0.420577	0.726417	0.408634	0.441768	0.648575	1.52769	1.89779	1.22777	-0.338473	-1.14488	-1.3219	0.30159	0.576727	-0.497917	0.41397	0.702556	0.255546	1.92656	-1.16069	0.801742	1.42964	-0.538466	1.26153	0.686561	-0.259565	-0.394496	-1.22228	0.993472	1.56045	-1.32195	-0.0647904	-0.217122	0.302677	0.822072	0.945162	1.24133	2.07335	-0.102136	1.09905	2.38236	-2.17396	1.1559	-1.44745	0.817327	0.856716	0.439952	-0.677679	1.48325	0.199513	-0.221664	-0.507857	1.43674	-0.6855	1.19862	-2.24141	-1.29536	-0.225118	1.77048	1.1843	0.97765	-0.441281	-0.790114	1.59146	1.79771	-0.392491	0.212534	0.19691	0.19659	0.883976	-0.14229	1.28303	-0.475699	1.48058	1.26449	0.42326	0.615154	-0.602839	0.895672	0.673471	1.7507	-0.251318	-0.107263	0.885376	-0.495669	1.10352	-1.08543	-0.653121	1.01354	-1.434787e+02	-1.271794e+03	-1.415272e+03
270	-0.762972	-1.22009	-0.974116	-1.50894	-1.83694	0.420154	0.670006	0.362829	0.367663	0.658644	1.55548	1.74237	1.24958	-0.805306	-0.407539	-0.542525	0.614095	0.374591	-0.351913	-0.0199623	1.16566	-0.689287	1.93701	-0.769753	0.616984	1.03477	-0.756288	1.40447	0.493395	0.629058	-1.32993	-3.72235	0.784307	1.40958	-0.0263385	0.457814	1.16844	0.112495	0.974115	1.13249	0.895836	1.97708	-0.102136	1.09905	1.09887	-2.44013	1.1559	-1.29876	0.701364	0.518847	0.439952	-2.04233	1.27671	0.194361	0.163925	-0.328359	2.08982	-1.20431	0.93029	-2.19666	-1.29536	0.601578	1.23102	1.37808	0.187624	-0.808042	-0.318103	1.53898	1.79771	-0.211571	-0.772224	-1.13502	0.229745	0.922812	-0.672437	0.504917	-0.475699	1.11639	1.39289	-0.605461	0.969823	0.191725	0.882491	0.461243	-0.0746309	0.741971	-0.0124128	0.916464	-0.495669	1.02473	-1.06124	-1.99729	1.01354	-1.465847e+02	-1.275716e+03	-1.422300e+03
280	-0.762972	-1.1838	-0.7804	-1.59614	-1.78641	0.418583	0.766891	0.375195	0.350499	0.658967	1.51003	1.97165	1.24615	-0.806452	-0.63408	-0.476297	0.930808	0.374591	-0.193982	-0.534611	0.818047	0.286409	1.99018	-1.3175	0.616984	1.24898	0.0962401	1.04778	0.533239	-0.548253	-0.605422	-2.63368	0.504272	1.63027	2.08165	-1.30293	0.0277205	-0.0306327	0.930202	1.55523	1.48041	1.93013	-0.155388	1.09905	1.66105	-2.55631	0.757434	-1.48886	0.828907	0.560359	-0.717507	-1.63892	1.18653	-0.331005	1.50662	0.0952499	1.12678	-0.387942	0.93029	-2.19666	-1.67783	-0.152887	1.42766	1.26008	0.155168	-1.47628	0.396027	1.23007	1.79771	-0.809977	0.326544	-1.13502	0.196406	0.837702	-0.696966	0.504917	-0.382438	1.03315	1.5144	-0.0769838	-0.764502	-0.329048	0.863815	0.802039	-0.742243	0.37332	-0.0124128	0.937219	-0.552022	0.645947	-1.70654	-0.86448	0.915806	-1.470251e+02	-1.283799e+03	-1.430825e+03
290	-0.790522	-0.852219	-0.846289	-1.73949	-1.78641	0.401922	0.621685	0.375195	0.369184	0.617364	1.53852	1.76182	1.24975	-0.62427	-1.87864	1.08171	0.730284	0.303198	-0.175401	-0.64075	0.561912	0.445573	2.01275	-0.816401	-0.213925	1.24898	0.0962401	1.04778	0.533239	1.8134	-0.605422	-2.23082	0.438649	1.52501	0.793489	-1.23083	0.861243	0.058183	0.890248	1.84534	1.87198	1.72062	-0.279009	0.876616	0.437937	-1.80673	2.174	-1.50422	1.01086	1.27311	-0.717507	-1.18264	1.56473	-0.103697	-0.46796	-0.230878	1.45173	-0.994778	1.02273	-2.25727	-2.07408	0.677686	1.50009	1.29101	1.75046	-2.17297	0.54475	1.57361	1.92689	-0.321433	0.0512467	0.169322	0.251311	1.04999	-0.446459	0.504917	-0.689174	1.47762	1.38709	1.01739	0.464938	-0.329048	0.915226	0.632544	0.600581	0.876821	0.0540969	0.937219	-0.413214	0.433694	-1.17427	-1.00119	0.982822	-1.481258e+02	-1.274000e+03	-1.422126e+03
300	-0.821215	-0.887086	-0.846734	-1.85218	-1.69946	0.445459	0.499074	0.546773	0.407004	0.558944	1.61306	1.94423	1.29567	-0.131204	-1.87864	-0.863151	1.51692	0.607078	-0.16274	-0.217949	-0.124762	0.622777	2.002	-1.06928	1.36127	0.311658	-0.40726	1.13589	0.050634	-0.387918	0.648226	-2.23082	0.370555	1.54631	-0.221462	0.202957	0.338818	-0.371985	0.671142	0.65627	2.8821	1.63701	-0.938165	0.308179	0.860155	-0.638239	2.174	-1.42619	1.1288	1.20574	-0.564715	-0.47601	1.21577	0.0472584	1.34426	-1.00045	2.0255	-1.20417	1.05535	-3.33929	-1.10941	0.662448	1.46597	1.33807	1.96196	-1.44658	0.736464	1.57361	1.75297	1.78296	0.229049	2.07818	0.251311	1.09106	1.30354	-0.379516	0.237305	1.13879	1.23904	0.108439	-0.172811	-0.729227	0.935116	0.613739	1.93828	0.0832582	0.357393	1.1814	-0.668499	0.0606855	-0.0507197	-0.470274	0.864497	-1.515613e+02	-1.285565e+03	-1.437127e+03
310	-0.831864	-0.855259	-1.04992	-1.95737	-1.75269	0.447262	0.62875	0.453375	0.413254	0.60232	1.55996	1.8255	1.26255	-0.505647	-1.06137	-1.22451	1.484	0.378017	-0.273436	0.301027	0.25814	0.891217	2.002	-1.058	2.56139	0.311658	-0.40726	0.332289	0.050634	0.852419	-0.581442	-1.15392	0.745791	1.62985	-1.5541	-0.512363	1.19342	-0.0116614	1.1185	-0.220667	1.23586	2.61125	-0.672454	0.308433	0.761166	-0.413831	1.8735	-1.42619	0.766211	0.0237666	0.45314	0.144612	1.28157	0.183558	-0.0791754	-0.0280721	1.41573	-1.03503	0.939271	-2.03973	-1.64143	0.815668	1.45708	1.33807	0.377943	-0.549987	1.2176	1.44791	1.6825	-0.408662	0.155947	1.02323	0.0624957	1.22575	0.65477	-0.436717	0.713375	1.43381	1.62494	-0.774465	0.0379805	0.0179603	0.943874	0.917065	1.11736	-0.110954	0.357393	0.911331	-0.3289	-0.281151	0.143616	-0.455438	1.02728	-1.396703e+02	-1.276271e+03	-1.415942e+03
320	-0.817965	-1.01666	-1.14905	-1.89316	-1.71242	0.465457	0.640671	0.0993308	0.40122	0.58642	1.53378	1.92619	1.26673	-0.449449	-0.866495	-1.22451	1.15082	0.362468	0.0165766	0.658786	0.25814	1.13186	2.00374	-0.749588	1.32518	0.05021	-0.713689	0.630159	0.887449	-0.758758	0.702862	-2.33158	1.12228	1.41069	1.31261	-0.751212	0.934513	-0.0730224	1.31066	2.72306	0.805435	2.35661	-0.435443	0.336234	0.973593	0.945097	0.733268	-1.59371	0.940686	0.251312	0.425378	0.144612	1.27624	-0.142715	-0.153023	0.716684	0.211797	-0.698498	0.893633	-2.5527	0.103762	0.530107	1.58026	1.33807	-0.263853	-0.722863	1.49952	1.15707	1.6825	-0.260756	1.73049	1.31694	-0.282861	1.33906	0.659102	-1.16206	0.229372	1.20773	1.62494	0.892701	0.0379805	-0.297793	1.23767	0.785647	0.729812	0.421719	0.1571	1.49724	-0.41912	0.0369024	0.168507	-0.464526	1.02728	-1.402673e+02	-1.284006e+03	-1.424273e+03
330	-0.835286	-0.783885	-1.08692	-1.74945	-1.68056	0.485682	0.600873	0.0604639	0.459889	0.634061	1.5371	1.88259	1.28324	-0.199346	-1.31029	-2.15381	0.571247	0.362468	-0.151735	0.142343	-1.10326	0.302344	1.84368	-0.961237	1.02584	-0.31145	0.221272	0.69355	0.904812	-1.60765	-1.26133	-2.10656	0.905574	1.69771	0.317615	-0.827846	-0.0404414	-0.0730224	1.29225	1.54268	0.488134	2.13261	-0.536336	0.336234	-0.138405	0.509778	0.384946	-1.59371	1.0197	0.762532	-0.994277	-0.749486	1.27624	0.0221135	2.78556	-0.233115	1.94349	-0.77577	0.685102	-2.77926	-0.515963	0.530107	1.35496	1.33807	-0.174872	-1.50498	-0.140451	1.64582	1.70718	0.779828	1.07001	0.913443	-0.426526	1.19095	0.659102	0.412239	-0.237858	1.06626	1.50038	-0.00669059	0.410838	-0.612909	0.594057	0.700125	0.420633	-0.317117	-0.351608	0.941185	-0.293596	-0.344114	-0.31392	-0.749845	0.605091	-1.408695e+02	-1.282013e+03	-1.422883e+03
340	-0.835286	-0.786176	-1.11248	-1.86743	-1.56871	0.45832	0.505845	0.161943	0.321709	0.548698	1.56909	1.97874	1.30478	-0.281077	-1.77147	-0.360587	2.16566	0.0637886	-0.0963483	0.250691	-0.680517	0.740597	1.8539	-0.493726	0.3507	0.811864	-0.921978	0.455973	0.761473	-1.3311	0.154469	-1.45059	0.844793	1.62877	-0.366083	-0.654742	-0.184253	-0.714779	1.19627	0.75354	0.960253	3.34235	-0.561339	0.395707	1.97096	-0.856093	-0.110541	-1.72063	0.79909	0.895465	-1.12386	-0.198736	1.35134	-0.273743	0.734066	0.274181	-0.242907	-0.77577	0.642925	-2.44417	-1.15617	2.10331	1.50317	1.33716	-0.174872	-1.53781	0.339627	1.33436	1.70378	-0.293361	1.58192	0.751886	-0.426526	0.969829	1.17385	-0.104333	1.10219	0.921309	1.57937	0.081415	-0.409799	-0.179497	0.864073	0.77944	-0.297754	-0.00820447	0.451668	0.960875	-0.293596	0.491721	-2.02415	0.210382	0.912511	-1.389329e+02	-1.292886e+03	-1.431819e+03
350	-0.834503	-0.691407	-1.28926	-1.63005	-1.61398	0.489508	0.43428	0.342113	0.217471	0.54032	1.6226	1.92476	1.30746	-0.159854	-0.586596	-0.727392	-0.975234	0.635887	-0.0165068	1.11566	-0.635537	1.27977	1.77146	-1.04501	0.782875	1.40096	-0.954707	0.455973	0.996981	-1.17843	-0.548748	-1.98841	0.621991	1.62727	1.42018	-0.926457	1.19646	-0.00136633	1.00475	-1.55842	2.40999	2.49897	-0.452533	0.37963	-0.171087	0.508432	-0.0216555	-1.72063	1.0966	0.427481	-0.278974	-1.29875	1.4054	-0.0337022	0.182379	-0.00980442	2.97921	-0.915672	0.854548	-2.67405	-1.5959	0.688198	1.65315	1.26722	-0.233506	-0.786024	0.719554	1.28212	1.67926	-0.293361	0.896784	-0.740146	-0.637906	1.08403	-0.0493789	2.66795	0.84835	1.1562	1.48562	0.355517	0.462477	-0.151553	0.887194	0.668031	0.959718	-0.0696211	1.33078	0.286115	-0.604297	0.185731	0.612811	-1.6173	0.498293	-1.441247e+02	-1.300166e+03	-1.444290e+03
360	-0.834503	-0.674342	-1.25108	-1.57081	-1.61398	0.471137	0.637189	0.366003	0.21433	0.597281	1.54791	1.95233	1.19054	-0.313166	-1.3923	-0.727392	2.01879	0.511854	-0.0429055	0.404478	-0.349232	0.346293	1.73775	-0.794915	0.593917	1.40096	-1.55812	0.725288	0.996981	-0.235078	-1.87555	-0.496375	0.781262	1.65666	1.91274	0.561287	0.616247	-0.267153	1.00066	0.767903	0.724178	1.41321	-0.414418	0.37963	-0.302567	0.891141	0.150538	-1.40684	1.00971	1.882	0.580097	0.10566	1.20731	0.144335	-0.713412	0.307129	0.195278	-0.859842	0.854548	-2.86485	-1.25306	-1.63575	1.04835	1.17831	0.0393404	-0.209462	0.176275	1.34189	1.67926	0.981799	0.974632	-0.826649	-0.234345	1.08635	0.929854	0.933618	1.13071	1.1562	1.62552	0.601745	0.0638209	-0.652194	0.670577	0.596501	0.758266	0.964696	0.0185501	0.183045	-0.460071	0.025634	0.381363	-0.313488	0.509111	-1.345585e+02	-1.297934e+03	-1.432492e+03
370	-0.81184	-0.674342	-1.07084	-1.51925	-1.64662	0.414901	0.564112	0.400263	0.257855	0.649541	1.51882	1.98444	1.24835	-0.222127	-2.48234	-0.363579	1.13383	0.793466	-0.626157	0.397466	0.15857	-0.154513	1.48212	-0.689865	-0.869189	2.33214	-0.397761	0.725288	0.551905	-1.0425	-0.204622	-2.019	0.882994	1.74746	-0.541258	0.250074	0.116173	-0.229416	1.32651	0.767903	0.724178	2.81181	-0.484048	0.441083	-0.0202786	0.460924	-0.255539	-1.64986	0.678975	1.26121	0.933659	-1.84545	1.05115	0.0075382	0.571553	0.122256	0.561804	-0.859842	0.958563	-2.97252	-1.2852	-0.358979	1.1292	1.1672	-0.101264	-0.159245	-0.0733396	1.22169	1.59777	-1.04067	1.55558	-1.50205	0.0726812	0.95519	2.00728	0.933618	1.00755	0.891401	1.77438	1.15507	0.0638209	-0.917874	0.861138	0.866853	0.794177	-0.919424	0.132933	0.673213	-0.578137	-0.250054	0.0806636	-0.332028	0.525781	-1.410102e+02	-1.285595e+03	-1.426606e+03
380	-0.844876	-0.740879	-1.24079	-1.5613	-1.59288	0.485649	0.679961	0.333165	0.344749	0.571377	1.5496	1.87385	1.26136	-0.034269	-2.48234	0.452962	1.13674	0.452209	-0.651185	1.1957	-0.144295	0.134302	1.60436	-0.399145	-0.067476	2.14491	-0.397761	0.60293	0.590704	0.0889741	-0.204622	-1.62947	0.704548	1.30696	-0.488709	1.61639	-0.0619148	-0.229416	1.30595	1.8738	0.370152	2.56619	-0.544819	0.441083	-0.15305	1.16166	2.08676	-1.56107	0.69557	0.635606	0.933659	-0.282129	1.27749	0.0075382	0.589409	0.215126	0.435125	-1.04989	1.03054	-3.00296	-1.73397	-0.550938	1.09559	1.44831	-0.146555	-1.6836	-0.0389966	0.908086	1.73747	0.224557	0.0360856	-0.122731	-0.152942	1.02359	1.81274	-0.0182878	0.98699	0.84796	1.53121	-0.161458	1.15067	-1.24755	1.06002	0.984191	0.505925	-0.819963	-1.41499	0.262416	-0.308538	-0.172723	0.349953	-1.33461	0.877086	-1.432882e+02	-1.291070e+03	-1.434358e+03
390	-0.821102	-0.722452	-1.25128	-1.64606	-1.59288	0.470837	0.668152	0.239118	0.343691	0.60626	1.53286	1.85546	1.26013	-0.0755996	-2.31145	-0.848408	1.30166	0.171852	-0.441978	1.12696	-0.144295	0.998303	1.44078	-0.596099	-0.163247	1.4342	-0.479925	0.264709	0.447321	0.2129	-0.609527	-2.00931	0.704548	1.5358	1.72055	0.167444	-0.0848539	-0.117099	1.00174	1.06607	1.10931	1.12404	-0.894238	0.441083	0.651391	0.347103	0.377313	-1.56107	0.583016	-0.199251	1.66657	-1.17532	1.07482	0.0075382	0.0521618	-0.0584927	0.289667	-1.46801	0.994124	-2.37062	-1.67019	0.232875	1.40944	1.45642	0.24435	-1.74209	0.252857	1.43951	1.73747	-0.630261	0.127882	0.493614	-0.168738	1.47771	2.68967	0.748201	0.265951	1.17206	1.73896	-0.161458	1.15067	-0.474898	0.822284	0.44502	2.09488	1.22233	-0.473033	0.236943	-0.49618	0.0993193	0.186005	-1.23446	0.696719	-1.408120e+02	-1.283487e+03	-1.424299e+03
400	-0.842027	-0.974896	-1.31022	-1.72838	-1.57138	0.476724	0.480507	0.420966	0.433059	0.5838	1.50844	1.7595	1.30875	0.169076	-0.562613	-1.82953	1.11343	0.214396	-0.27413	1.16383	0.395811	0.392174	1.66889	-0.649963	0.653467	0.469083	-1.43519	0.264709	0.799806	-1.05618	0.812173	-2.20112	0.575078	1.69485	-1.73132	0.410716	0.194597	-0.236858	1.09318	0.115132	1.10931	0.964104	-0.648939	0.345787	0.297082	1.47464	0.484635	-1.56107	0.585936	1.26568	2.00014	-1.46113	1.04662	0.383443	0.349567	-0.995865	1.43956	-1.31564	0.994124	-2.96706	-1.10586	0.232875	1.17001	1.40131	-0.0697335	-0.45152	0.991798	1.09637	1.73747	-0.534806	0.347769	-0.394392	-0.325799	1.06486	-0.642052	1.13474	-0.704784	1.08651	1.52084	0.234096	2.14444	-0.735084	0.368308	0.645337	1.01216	2.12717	-0.473033	0.653938	-0.277837	-0.613277	1.07278	-0.673263	0.696719	-1.408207e+02	-1.280377e+03	-1.421198e+03
410	-0.837337	-0.922414	-1.30974	-1.73819	-1.6315	0.46998	0.594786	0.302964	0.373593	0.616877	1.54885	1.76846	1.30426	-0.263322	-0.225654	-1.17374	1.03031	0.344173	-0.234029	1.11166	-0.193286	0.997269	1.77072	-0.709893	0.653467	0.469083	0.369312	0.373872	0.799806	-2.37727	1.99047	-1.42616	0.496377	1.56966	1.31498	1.15024	-0.570461	-0.191091	0.98275	2.18615	1.16756	2.20846	-0.240265	0.342761	1.01516	1.11658	1.38074	-1.56034	0.924079	0.779838	1.74454	-0.187588	0.905046	-0.0528025	-0.955149	0.760043	0.879836	-0.974609	0.718051	-2.0488	-1.00541	0.237807	1.13962	1.37661	0.315907	-0.386035	0.00656363	1.53262	1.7519	0.116476	2.84862	-0.688537	-0.192262	0.847232	0.30545	1.13474	1.12689	0.565428	1.39073	0.114123	1.85436	0.343076	0.561379	1.01232	-0.311121	0.398562	0.0431718	1.0346	-0.277837	-0.816423	1.04225	-0.749645	0.802193	-1.422506e+02	-1.290343e+03	-1.432593e+03
420	-0.787066	-1.0878	-1.02668	-1.56661	-1.68647	0.396351	0.57003	0.399848	0.341222	0.701215	1.53758	1.89584	1.25147	-0.0143778	-1.1899	-2.36601	1.03031	0.477456	-0.110717	1.11166	-1.25846	0.767875	1.52951	-0.847152	1.14532	0.787071	-0.744277	0.75724	1.11231	-2.37727	0.224963	-2.50232	0.737655	1.22854	0.61951	0.951528	0.173369	-0.0368645	1.19153	-0.0988363	1.82278	1.77295	-0.463331	0.674598	0.501382	-0.525868	0.383492	-1.40579	0.930156	0.464968	0.567706	-2.33611	1.15284	0.0669419	0.983965	0.163759	1.86176	-1.13048	0.786794	-2.18536	-0.742016	-0.581682	1.18481	1.39125	1.08913	-1.09901	0.359127	1.35318	1.73904	-0.426365	0.982412	-0.882343	0.21074	1.17144	-0.0692245	0.699428	-1.02889	1.18287	1.37345	-0.751747	3.27144	-0.905381	0.837526	0.845665	0.204414	0.398562	-0.594497	1.11222	-0.397385	-0.496313	0.135773	-1.24964	0.684009	-1.474255e+02	-1.272013e+03	-1.419438e+03
430	-0.781662	-1.27539	-0.992203	-1.44414	-1.57992	0.407619	0.289496	0.399848	0.354803	0.634556	1.50751	1.92141	1.3175	-0.247038	-1.2275	-1.38104	1.03031	0.820247	-0.188359	-0.0469248	0.596688	0.259696	1.58002	-0.365121	1.05844	-0.781953	-0.520836	0.643724	1.16612	-0.915815	-1.29675	-1.77649	0.744263	1.34894	-0.592459	1.58974	0.872839	-0.15661	0.791728	0.801338	1.87855	1.31961	-0.686989	0.464523	0.102107	0.449694	1.11068	-1.72733	1.05859	0.770672	0.786509	-1.53987	1.04033	0.207652	0.393581	0.718054	0.454376	-1.77754	0.654594	-2.24012	-0.306477	0.0058623	1.17951	1.17584	1.11967	-0.465423	0.0971108	1.18317	1.87604	-0.426365	1.12909	-0.133967	0.0649892	1.06468	-1.7349	0.405488	-0.357363	0.896552	1.55224	1.46178	0.418613	-0.68999	0.498706	1.09162	0.834115	0.148742	-0.707179	1.09344	-0.403086	-0.694737	0.219092	-1.28738	0.49503	-1.314186e+02	-1.300129e+03	-1.431547e+03
