"","M_lnAUC_dose","SD_lnAUC_dose","GM_AUC_dose","GSD_AUC_dose","TKVF05","TKVF01"
"1",0.554541620383054,0.496709870150574,1.74114269750602,1.64330567752169,2.26373257200883,3.17567418152031
"2",0.382560620383054,0.346150681127454,1.46603374319099,1.41361560496369,1.76714845188205,2.2372935553363
"3",-0.651376379616946,0.926683566556028,0.521327737855182,2.52611756941362,4.59173902784052,8.63469461452912
"4",0.0422026203830546,0.83471847364306,1.04310581183901,2.30416527371243,3.94713385362227,6.97160552790067
"5",0.0728556203830545,0.710548429910305,1.07557523456336,2.03510706623345,3.21796174944603,5.2225345463058
"6",0.0184806203830545,0.582555961487821,1.01865244388412,1.79060931520872,2.60704992766712,3.87764427068776
"7",0.554065620383055,0.445407633662693,1.74031411080128,1.56112643383399,2.08054600506784,2.8184105791883
"8",0.539699620383055,0.543479316634957,1.71549148610903,1.72198779214713,2.44475258393066,3.54069116641852
"9",0.275814620383055,0.901715128024921,1.317603584538,2.46382526511535,4.40697890351653,8.14743432605087
"10",0.649772620383054,0.372058635396358,1.91510532358836,1.45071804222675,1.84408274349339,2.37628374453975
"11",0.941021620383054,0.537309342971998,2.56259808391834,1.71139588232552,2.4200669899486,3.49023283093904
"12",0.550753620383055,0.783284938198099,1.73455972498937,2.18865004990581,3.6269391076454,6.1854097382835
"13",0.150079620383055,0.673940841514298,1.1619267520985,1.96195385503081,3.02991339776019,4.79618516140724
"14",0.812739620383055,0.467600285099357,2.25407484478396,1.59615926651665,2.15789675959176,2.96774061952176
"15",0.424919620383055,0.55535552286891,1.52946747671248,1.74256039473113,2.49297941163713,3.63987791031153
"16",0.177898620383054,0.590675329189395,1.19470419644131,1.80520711289678,2.6421010623108,3.95158315088748
"17",-0.619363379616945,1.04633188737274,0.538287013022278,2.84718813334753,5.59046685589514,11.4059136454595
"18",0.668647620383055,0.622901640127075,1.95159623619375,1.86432981525713,2.78593075939787,4.25921940933583
"19",0.401507620383055,0.69629562174697,1.49407549921422,2.00630680546732,3.14339799514277,5.05221034372568
"20",0.647587620383055,0.515183591547712,1.91092538670036,1.67394579588782,2.33357540289296,3.31512805860262
"21",0.283367620383055,0.840714383915251,1.32759312241173,2.31802234330433,3.98625464107854,7.06953084887006
"22",-0.737950609616945,0.983256935123775,0.478092710815378,2.6731483501823,5.03953459704588,9.84927334775408
"23",0.628385620383054,0.453966251296283,1.87458184843507,1.57454485773043,2.11004238498799,2.87508840571194
"24",1.13692462038305,0.772490147713225,3.11716713676738,2.16515109252227,3.56310808391418,6.03201316270999
"25",0.621292620383054,0.478171943871658,1.86133248380441,1.61312282612343,2.19574820468668,3.04163221770964
"26",-0.0639373796169455,0.923091515725824,0.938063739602251,2.51705990423719,4.56468919617776,8.56284063643063
"27",0.188299620383054,0.603843204102688,1.20719516144532,1.82913504864083,2.69995116113537,4.0745053552825
"28",0.731995620383054,0.923610865757327,2.07922581558629,2.51836747889283,4.56859026977454,8.57319241713431
