iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnktot(1)	M_lnkmratio(1)	M_lnkuDfrac(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnktot(1)	SD_lnkmratio(1)	SD_lnkuDfrac(1)	GSD_don(1)	GSD_d3g(1)	GSD_d15g(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnktot(1.1)	lnkmratio(1.1)	lnkuDfrac(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnktot(1.2)	lnkmratio(1.2)	lnkuDfrac(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnktot(1.3)	lnkmratio(1.3)	lnkuDfrac(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnktot(1.4)	lnkmratio(1.4)	lnkuDfrac(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnktot(1.5)	lnkmratio(1.5)	lnkuDfrac(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnktot(1.6)	lnkmratio(1.6)	lnkuDfrac(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnktot(1.7)	lnkmratio(1.7)	lnkuDfrac(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnktot(1.8)	lnkmratio(1.8)	lnkuDfrac(1.8)	lnFgutabs(1.9)	lnkgutelim(1.9)	lnktot(1.9)	lnkmratio(1.9)	lnkuDfrac(1.9)	lnFgutabs(1.10)	lnkgutelim(1.10)	lnktot(1.10)	lnkmratio(1.10)	lnkuDfrac(1.10)	lnFgutabs(1.11)	lnkgutelim(1.11)	lnktot(1.11)	lnkmratio(1.11)	lnkuDfrac(1.11)	lnFgutabs(1.12)	lnkgutelim(1.12)	lnktot(1.12)	lnkmratio(1.12)	lnkuDfrac(1.12)	lnFgutabs(1.13)	lnkgutelim(1.13)	lnktot(1.13)	lnkmratio(1.13)	lnkuDfrac(1.13)	lnFgutabs(1.14)	lnkgutelim(1.14)	lnktot(1.14)	lnkmratio(1.14)	lnkuDfrac(1.14)	lnFgutabs(1.15)	lnkgutelim(1.15)	lnktot(1.15)	lnkmratio(1.15)	lnkuDfrac(1.15)	lnFgutabs(1.16)	lnkgutelim(1.16)	lnktot(1.16)	lnkmratio(1.16)	lnkuDfrac(1.16)	LnPrior	LnData	LnPosterior
26500	-0.470822	-1.55439	-0.327443	-1.63011	-1.0699	0.317779	0.365291	1.14536	0.396584	0.531263	1.54112	1.98207	1.27161	-0.481991	1.23577	-1.68075	0.955422	-0.62949	-1.40162	-0.699862	0.435367	0.39666	0.843713	-2.20788	-0.657401	1.44326	-0.673723	-0.407347	-0.108295	-1.39174	-0.131674	-2.39528	0.0156871	0.90863	-0.811097	0.794741	-0.226427	-1.20606	0.170159	-0.886128	2.527	1.45612	-1.13265	-0.808165	-0.748099	0.963611	1.03133	-2.79914	0.0315643	0.956693	-0.0245098	-0.563037	0.1842	-1.19976	0.282683	1.08861	1.40567	-2.20283	0.951072	0.181873	-1.92361	0.114579	0.58825	1.26186	-1.22309	-0.57448	0.320142	0.786673	1.12473	0.372847	0.550523	-0.70411	-0.847946	0.213524	-1.44037	-0.108265	0.842536	0.0269507	0.733151	0.115822	0.442607	-0.0633242	-0.284483	-0.491036	0.749084	0.589115	0.979128	-0.210263	-1.25291	-0.696037	0.114544	-2.08288	-0.387939	-1.313813e+002	-1.294728e+003	-1.426110e+003
26550	-0.507924	-1.87919	-0.639985	-1.52373	-1.18544	0.347453	0.331771	1.06913	0.466644	0.617856	1.61778	2.08376	1.23513	-0.42808	-0.970242	-1.34664	1.64662	-0.993268	-0.873737	-0.298987	0.523723	1.02382	0.857229	-1.70799	2.57443	0.478627	0.623262	0.140494	-0.218071	-0.952952	0.824771	-2.36379	0.194568	1.13326	-0.692901	-0.277529	-0.0896965	-1.03935	0.224755	1.28099	2.14863	1.16478	-0.765608	-0.0875952	0.624318	-0.0814955	-0.479005	-2.2089	0.618109	0.111422	0.186643	-0.755495	0.573435	-0.458965	1.062	-0.665206	0.30454	-1.54665	0.778198	-1.6273	-1.27112	0.362173	0.611362	1.27038	0.36502	-1.06355	0.278396	0.587654	1.29417	-0.279299	-0.164348	-0.428781	-0.69667	0.578646	-1.14707	0.445655	-0.360178	0.498774	0.974181	-0.307079	1.59682	-1.07965	0.21214	-0.133998	0.423415	0.00989763	-0.26034	-0.146796	-1.25513	-0.767257	1.27375	-1.23733	0.00999819	-1.251005e+002	-1.284322e+003	-1.409423e+003
26600	-0.522616	-1.76426	-0.577535	-1.54668	-1.10793	0.348159	0.324339	1.0441	0.477883	0.556416	1.62679	1.92643	1.1846	-1.10554	0.124897	-1.24129	0.682975	-0.863456	-1.55526	-0.732649	1.29887	0.0637598	0.740194	-1.49521	1.52383	0.77941	-0.644872	-0.0632838	0.289331	-1.06339	-0.620743	-3.45654	0.0646897	1.17004	1.16962	-0.263373	0.565833	-0.902388	0.388079	1.61453	1.1704	1.59879	-1.8214	-0.1241	-1.20778	0.567649	-0.0156476	-2.37545	0.416973	2.86608	-0.20659	-0.161178	0.230464	-0.42468	-2.06604	0.672126	0.645126	-1.72261	0.295619	-1.84431	-0.859423	  0.9	0.444868	1.34862	-0.980912	-1.21821	0.630799	0.260956	1.28265	-1.45945	0.132905	-0.680571	-0.539395	0.762195	0.740518	-0.678538	0.627824	-0.0902167	0.860044	-0.951768	1.66378	-0.192371	0.0153733	0.163651	0.850462	-0.0830402	-0.200583	0.293654	-1.2015	-1.91251	2.05757	-0.971171	-0.208388	-1.376453e+002	-1.279973e+003	-1.417619e+003
26650	-0.481813	-1.8327	-0.546952	-1.48487	-1.30927	0.35412	0.281547	1.1662	0.325411	0.664966	1.53977	1.93737	1.25854	-0.367767	-0.484361	-1.27491	2.13902	-0.456752	-1.57681	-0.313352	1.16299	0.166853	1.09928	-1.5977	0.744465	1.85957	-1.20502	0.197063	0.367724	0.383492	-1.0986	-1.30087	-0.0588865	0.635075	-0.568443	2.06249	-0.154938	-0.399634	0.295376	0.372524	0.729564	1.12287	-0.828816	-0.362391	0.3077	0.71259	0.689492	-2.01857	0.615286	-0.189677	0.291355	-1.29746	0.371607	-1.0443	1.31929	0.906451	0.655737	-1.34976	0.0812274	-0.207942	-1.16223	-1.24919	0.699301	1.10106	0.943232	-0.93666	0.117247	0.843559	1.06473	-0.345183	0.858165	0.342664	-0.510106	0.494025	0.76771	-0.286956	0.0400891	0.12515	0.778581	-0.432963	0.37807	-0.91691	-0.113572	-0.161865	-0.184458	1.43644	-1.02103	0.0601264	-1.58134	-0.0840899	0.568815	-1.64359	0.245507	-1.214181e+002	-1.291205e+003	-1.412623e+003
26700	-0.460777	-1.81461	-0.413503	-1.78084	-1.27899	0.353371	0.183603	0.853218	0.522108	0.525501	1.49513	1.74448	1.2295	-1.5719	-1.91844	-0.491696	1.0218	-0.0284467	-1.41353	-0.00952283	0.488016	0.98388	1.31049	-1.76558	0.332832	0.978221	-0.937414	0.307375	0.459184	0.199132	-1.61711	-1.08788	0.221224	0.862241	0.778871	-0.905422	0.548949	-0.883601	0.149329	2.44456	1.20517	1.91014	-1.94597	-0.338062	0.0702011	0.916607	0.268607	-2.81977	0.211805	0.0946829	0.603908	-1.08592	0.390519	-1.17409	0.500887	-0.363454	1.19867	-1.74951	0.039739	-1.41559	-1.23097	0.68253	0.582497	1.18357	-1.93465	-1.46759	0.984763	1.04769	0.789257	0.642245	0.296655	0.241966	-0.405075	0.58411	-0.86917	1.21596	0.605032	0.625476	0.809398	0.0336652	0.981594	0.0323024	0.692413	-0.0449797	0.198777	0.449326	-0.0198858	0.427786	-1.35138	1.6252	-0.370205	-0.997279	0.28247	-1.295909e+002	-1.287966e+003	-1.417557e+003
26750	-0.482658	-2.15179	-0.053127	-1.51687	-1.15578	0.373469	0.182774	1.44302	0.389441	0.628534	1.54651	1.7696	1.28551	-1.35333	1.09708	-0.837996	0.55037	-0.573692	-0.753361	0.0236987	0.319929	-0.830903	0.990301	-1.56375	-0.704106	1.56599	-1.34949	-0.594001	0.860003	-0.750403	-1.42903	-1.8349	-0.102783	0.777762	-1.06522	0.962467	-0.18756	-0.836131	0.329961	-0.640834	1.86187	1.51449	-1.50699	-0.623472	2.00173	0.196299	-0.00569385	-2.08492	0.301834	-0.840425	0.503498	-0.927197	0.617219	-0.514561	-1.42483	0.527425	0.659804	-2.08972	0.0985317	0.0658424	-1.01976	0.165131	0.541676	1.16901	0.108679	-1.1657	0.190583	0.49896	1.03345	1.04354	0.138285	0.293832	-0.569909	0.4839	0.596367	-0.300822	0.0638141	0.650331	0.668032	-0.441978	0.756432	-0.600399	-0.0250351	0.179426	-0.916776	1.3986	1.04601	0.283593	-1.09529	-0.0985196	0.002853	-1.57365	0.103142	-1.242178e+002	-1.282008e+003	-1.406225e+003
26800	-0.485015	-1.76005	-0.388427	-1.67588	-1.13499	0.357187	0.602238	1.34887	0.578981	0.657104	1.53931	1.86009	1.24156	-0.484798	-0.170927	-1.29938	0.390657	-0.237061	-1.67003	0.321118	0.35903	0.470305	0.559125	-1.6144	0.261901	0.503569	0.176395	-0.133737	0.645495	2.16313	-1.25231	-3.13153	-0.312023	0.625085	0.329741	-0.0577406	-0.506177	-0.416263	0.493699	1.35708	0.109481	1.00061	-1.49456	-0.0794862	-1.16935	1.57063	0.625389	-2.26012	0.124554	-0.0432946	0.255338	-0.0325785	0.120058	-0.524345	0.0983541	0.557011	1.17488	-1.91117	0.427655	-1.23531	-1.09512	0.0677172	0.53609	1.10491	0.860348	-0.801183	-0.322429	0.548379	1.20133	-2.49756	0.583545	-0.488141	-0.629309	0.0831205	0.186044	-0.0556208	-0.937402	0.160352	1.06826	0.387295	-0.360527	-0.0741235	-0.0135153	0.0995473	2.39991	-0.609749	-0.694164	0.292237	-1.54958	0.213108	0.121477	-1.10923	-0.0749923	-1.267766e+002	-1.282329e+003	-1.409106e+003
26850	-0.442047	-1.86959	-0.255599	-1.77411	-1.11697	0.280449	0.380483	1.30756	0.317082	0.761272	1.54447	1.93597	1.22483	-0.90352	-1.48221	-0.611595	-0.0713963	0.0725454	-1.47568	-0.697258	0.35903	0.671828	0.575852	-1.30435	-1.30389	1.0487	0.119053	-0.31725	-1.08365	-0.298599	0.584114	-1.5489	-0.144607	0.722307	-1.22645	0.241309	-0.793339	-1.10934	0.684344	1.34343	0.725742	2.99886	-0.759257	-0.251527	-1.68139	0.396925	1.46779	-2.01158	-0.370741	0.74353	0.43957	-1.02766	0.127254	-0.910522	-1.04798	0.852627	0.547138	-1.61413	0.309201	-1.99834	-0.960803	-0.424218	0.490811	0.651018	1.45021	-0.60643	0.0413469	0.366434	1.11662	-0.457151	-0.074016	0.091517	-0.709775	0.578373	-1.19219	0.158512	-0.27073	0.454663	1.1658	1.15277	-0.389022	-0.0879272	0.154438	-0.477632	1.19715	0.315676	0.183721	-0.156764	-1.76316	-0.319211	0.66452	-1.04852	-0.0278544	-1.247152e+002	-1.296397e+003	-1.421113e+003
26900	-0.437464	-1.93868	-0.291308	-1.74378	-1.00762	0.348379	0.208396	1.05508	0.33634	0.600009	1.54331	1.91546	1.2702	-1.40433	-0.948259	-0.652545	0.989214	-0.126783	-1.13427	0.900143	0.438764	-0.51785	0.878209	-1.75348	0.544275	1.51202	-0.866777	-0.209375	-0.454237	-1.81377	-0.0368733	-1.95071	-0.226126	0.910415	-0.900139	-0.560096	0.636346	-1.21519	0.142442	1.11365	0.961895	1.68278	-1.4987	-0.746748	0.319839	1.15349	1.11189	-2.40466	0.379012	0.385651	0.146557	-1.0261	0.383271	-1.2288	0.111267	0.587193	0.704271	-1.86496	-0.216772	-1.27112	-0.955954	0.0293881	0.17533	1.03807	-0.950944	-1.11515	0.371838	0.562625	1.2479	0.777155	0.0211646	-0.0527325	-0.850338	0.613254	-0.551446	-0.210341	0.363217	0.175161	1.15721	-3.08977	-0.267308	-0.279423	0.153791	-0.590063	0.411685	0.177945	1.28686	-0.293528	-1.34758	-0.421188	0.0739661	-0.0803817	-0.17946	-1.257353e+002	-1.287877e+003	-1.413613e+003
26950	-0.43797	-1.8962	-0.140055	-1.67543	-1.20969	0.377635	0.27398	0.742712	0.602051	0.593464	1.60287	1.85753	1.25662	-1.09523	-1.13043	-1.48083	0.623006	-0.227786	-1.25041	-1.35886	1.23476	0.558774	0.841583	-1.76419	0.811506	0.758513	-0.502855	-0.319808	-0.571208	-0.172306	-0.0428655	-1.226	0.497826	0.88069	0.152955	-1.09312	-0.238098	-1.01752	0.335993	-0.634821	1.28478	1.22869	-1.52736	-0.278783	-0.924061	1.22565	1.15741	-2.47922	-0.1022	0.424455	0.533722	-0.643628	0.640838	-0.849753	0.692494	0.871399	0.944268	-1.99795	-0.222812	-2.68877	-1.36884	0.674016	0.527228	0.980143	0.0359565	-1.49516	0.735139	0.633116	0.871241	-0.22256	0.77531	0.394772	-1.00323	0.141586	-0.267915	0.800063	0.769459	0.335279	0.659357	0.412093	0.859224	0.298639	-0.0162175	0.241887	-1.39289	0.394528	0.763121	0.0237347	-1.2701	0.307293	-0.196728	-0.875296	0.036442	-1.232133e+002	-1.282354e+003	-1.405568e+003
27000	-0.508003	-1.78286	-0.223165	-1.6415	-1.2463	0.401232	0.451712	0.570141	0.524331	0.567121	1.63486	1.67065	1.26845	-0.60035	-2.04325	-1.36969	0.672073	-0.470669	-0.977309	0.770215	-0.301499	0.00297996	1.13746	-1.50313	0.161213	1.2074	-1.01426	-0.319525	-0.43763	-0.355031	0.057934	-2.0867	0.163886	1.02158	-0.290193	-0.739293	-0.446304	-1.19648	0.0987654	0.672216	0.760299	0.873773	-0.877583	0.0419242	-1.45728	1.27433	0.8406	-2.18526	0.403577	-1.85122	1.36925	-0.822969	0.152839	-0.848666	2.66333	0.319802	0.689758	-1.94736	0.177723	-0.856961	-2.75679	0.0525559	0.764549	0.884652	0.400505	-1.6236	1.02659	0.811488	0.96759	0.25416	-0.361187	0.419568	-0.693205	0.0283596	0.393176	1.1506	0.239228	0.368472	0.708358	-0.0453686	0.380969	-0.565296	-0.166916	0.0936672	1.01865	-0.971817	0.531128	0.424046	-1.16596	0.825632	-0.962081	-0.23673	0.348643	-1.265936e+002	-1.285169e+003	-1.411763e+003
27050	-0.415472	-1.74753	-0.233474	-1.43109	-1.3708	0.474089	0.553835	0.725771	0.296976	0.479343	1.63105	1.80724	1.20771	-0.733085	-1.39253	-1.32848	1.65654	-1.08898	-1.1682	0.651205	-0.491665	-0.106396	1.35035	-1.28976	0.352377	0.723126	-0.258342	0.477197	-0.109793	-0.722911	-1.12537	-2.61715	-0.0359464	0.548617	-2.04485	0.860145	-1.10681	-0.592027	0.0664825	1.82921	-0.444456	1.06257	-1.5076	-0.379442	-0.59752	0.980618	0.191668	-2.18082	0.0446912	2.04058	-1.2135	-1.71162	0.861984	-0.768529	-0.50292	0.179966	0.175003	-1.36737	0.0314705	-1.25446	-1.55772	0.172318	1.25776	0.394116	1.18155	-1.251	-0.324055	0.897279	0.716362	1.44802	0.830553	0.388316	-0.76937	-0.119855	-0.179487	1.34413	-0.833892	0.630295	0.518794	-0.51873	1.53246	-0.574696	0.370627	-0.222604	-0.187883	1.07473	-0.380107	-0.635322	-1.30602	0.98179	-0.846384	-2.24099	0.437112	-1.308357e+002	-1.292714e+003	-1.423550e+003
27100	-0.347657	-2.00277	-0.121577	-1.61658	-1.40212	0.449859	0.518509	0.730783	0.40243	0.433763	1.5524	1.9229	1.2835	-0.80738	-0.263264	-2.37463	0.666238	0.456151	-1.14366	0.294651	0.448431	-0.0767953	1.93097	-1.67957	0.632541	0.948495	-0.498624	0.499318	-0.507927	-0.621484	-0.00406449	-2.25752	-0.299699	0.499672	2.03421	-0.524009	-0.821187	-0.442383	0.183419	-0.179354	-0.0508582	1.16772	-0.68218	-0.181087	1.06252	-0.991654	-0.554092	-3.71231	-0.00402511	-0.925309	0.914866	-1.36209	1.27484	-1.45332	0.360713	0.114283	-0.604954	-1.86977	0.108534	-1.96078	-1.5429	0.539192	1.12677	0.120424	0.123334	0.591097	-0.460109	1.34537	0.710979	1.47036	0.692742	1.58301	-0.483786	0.024273	0.0825984	1.06054	-1.5158	0.185722	0.0943405	0.92727	0.714754	-0.386433	0.633597	-0.672098	1.72271	-0.519515	-0.00226594	0.471648	-1.05445	-0.419256	-0.0214851	-1.42084	0.790171	-1.318494e+002	-1.303597e+003	-1.435446e+003
27150	-0.371152	-1.96964	-0.0891338	-1.29343	-1.48622	0.417363	0.498595	0.836928	0.640724	0.455988	1.56702	1.73053	1.22189	-0.929199	-0.773717	-1.39047	0.560707	0.251029	-0.977542	-0.33427	0.130594	0.104228	1.84858	-1.28793	0.165806	0.279873	-1.21307	1.21647	-0.656298	0.614186	-0.378349	-1.93465	0.407498	0.669063	-2.57989	0.642051	-0.722139	-0.911177	0.117846	0.974061	0.190105	0.359008	-1.16885	-0.243547	-0.452819	0.0876333	0.122763	-2.89399	0.0423149	-0.00406528	0.333292	-1.20817	1.37856	-0.724492	-0.198838	0.166926	0.727745	-1.89134	0.22739	-2.83447	-1.65619	-0.299589	0.951823	0.636956	1.67042	-2.09591	-0.227986	0.913954	0.607637	-0.567185	0.338141	-0.0885327	-0.118427	-0.30689	-0.247683	0.241906	-0.791561	0.941603	0.369805	0.225077	0.804378	-1.41028	0.980368	-0.253903	0.919802	0.108254	-0.330913	0.56779	-1.48218	-0.295626	0.21762	-0.964566	0.745534	-1.274283e+002	-1.282389e+003	-1.409817e+003
27200	-0.401741	-1.85966	0.00662169	-1.67725	-1.39602	0.455635	0.321779	0.940673	0.465978	0.459807	1.6014	1.79397	1.21134	-0.649573	-2.14482	-1.20284	0.724998	0.0080897	-1.21025	0.469136	-0.196173	-0.0504884	1.73175	-1.41684	-0.00222752	3.77696	-0.445436	0.777329	-0.573078	-0.107397	0.924125	-1.13035	0.704144	0.830687	-1.09463	-1.33834	-0.470823	-0.657005	-0.135828	0.397453	1.07483	1.44811	-0.759826	-0.373852	-0.753693	-0.023708	0.431381	-3.23724	0.216464	0.413705	-0.823107	-0.627571	0.730129	-0.920262	0.343173	1.25489	0.731761	-1.68189	-0.171055	-1.70837	-1.18623	0.159067	1.26329	0.645924	1.99924	-1.958	0.671851	1.42028	0.776833	-0.822361	-0.555541	0.503332	-0.174712	0.0474376	-1.04075	0.174144	-0.427645	0.926277	0.434616	0.15824	0.913984	0.64848	0.504456	-0.344354	0.0415694	1.41258	0.274793	-0.167633	-1.39217	-0.0850824	0.339468	-1.37294	0.462204	-1.325398e+002	-1.282140e+003	-1.414680e+003
27250	-0.520601	-1.42458	0.0490753	-1.61897	-1.29796	0.405873	0.613251	0.70253	0.242396	0.383856	1.5644	1.89647	1.23717	-1.30022	-0.82905	-1.358	0.97453	-0.418223	-1.15382	0.402446	-0.448029	1.20089	1.95158	-1.55188	0.172042	1.16488	-1.51142	0.40065	-0.0744953	-1.53115	-0.225441	-0.594244	-0.0667994	0.936468	-0.147414	-0.866375	-0.127111	-1.03028	0.0497627	1.30458	0.738899	1.51718	-1.66466	-0.326132	-1.1745	0.709107	0.667304	-3.60281	0.221866	-0.393767	0.044565	-2.05787	0.961895	-0.652496	-0.215374	-1.53759	1.13749	-2.74802	0.241712	-2.10628	-2.14198	-0.884263	0.948435	0.699186	1.61626	-2.21641	-0.0262505	1.46097	0.87004	-1.39292	0.0037702	-0.123213	-1.47927	0.12526	-0.427547	1.37954	0.0655002	0.553786	0.660596	0.659957	1.7885	-0.709713	0.43767	0.0383242	0.958747	-0.233434	-0.724144	0.540943	-1.19415	-0.811072	0.483905	-1.76842	0.503252	-1.401463e+002	-1.281494e+003	-1.421641e+003
27300	-0.471025	-1.42021	0.27256	-1.4725	-1.3115	0.355817	0.559064	0.793525	0.407938	0.420088	1.61443	1.90139	1.26204	-1.31749	-1.45693	-1.74594	0.367986	-0.603442	-1.16775	-1.53808	0.557139	-0.55619	1.57195	-1.85404	-0.373094	1.02116	-0.069438	-0.395023	-0.475374	-1.48462	-0.0589736	-1.72722	-0.060082	1.0316	-1.29486	-1.22349	-0.524988	-0.484899	0.178844	0.23273	0.0961938	1.65451	-2.38471	-0.194138	-0.558419	-0.831429	-0.246113	-3.16502	-0.12359	0.154388	-0.579683	-1.29282	0.965793	-0.88795	-0.901138	-0.293258	0.11332	-1.68918	0.342295	-1.50255	-2.33702	-0.716305	1.21452	0.591728	1.55802	-2.02687	-0.160609	1.14406	1.0435	0.216593	1.3886	0.403589	-1.02952	0.275249	1.54541	-0.908282	-0.465294	1.22217	1.20381	0.630917	-1.0686	-1.50465	0.0662043	0.0318037	0.19042	1.02435	-0.350064	0.325407	-1.30782	-0.991477	-0.0953683	-1.80417	0.24885	-1.365540e+002	-1.285237e+003	-1.421791e+003
27350	-0.478782	-1.30653	-0.042517	-1.77336	-1.3407	0.336054	0.681559	0.863603	0.683998	0.515606	1.55012	1.69889	1.26166	-0.370099	-0.545352	-2.3678	1.08087	0.613427	-0.948107	-1.3753	0.437351	0.341633	1.52582	-2.51727	0.609809	1.15965	-0.136883	-0.118085	-0.825391	0.538914	-0.842967	-1.81254	0.486509	1.41417	1.37332	-1.55726	0.388184	-0.779545	0.0406989	0.388815	0.965569	1.87348	-1.47192	-0.39958	2.10674	-1.66984	0.496832	-2.69687	0.198716	-0.286469	0.242949	-0.582821	0.339458	-1.04976	-0.0341457	-0.461969	1.68118	-2.27509	0.566994	-1.97249	-2.02656	0.0110071	1.07605	1.11661	0.508728	-1.97865	0.126426	1.02103	1.32103	0.192642	-0.424988	-0.0765174	-0.497365	0.182221	-0.487923	-0.413322	0.357346	0.69852	1.07821	-1.79008	0.012088	-0.0692258	0.274248	-0.325286	-0.439673	-0.245181	-0.130256	-0.0352722	-1.06274	1.1194	-1.67672	-0.96826	0.282382	-1.363090e+002	-1.278972e+003	-1.415281e+003
27400	-0.46837	-1.57041	-0.123461	-1.46455	-1.55154	0.263184	0.371557	1.02675	0.490237	0.418528	1.54033	1.81389	1.26552	-1.24762	-2.06191	-0.946895	0.890725	-0.0810752	-1.66839	-0.736159	0.510124	-0.105705	2.2993	-1.71862	0.0718446	0.0122731	-0.728554	0.768557	-0.181017	1.15328	-1.26326	-1.67812	0.719462	1.1236	-0.762016	-0.419968	0.796728	-1.32545	0.489447	-0.435364	1.6254	1.5544	-1.73595	-0.409032	0.763803	-0.753785	0.557141	-2.47501	0.0489818	0.703329	-0.545946	-1.02267	1.18149	-1.60984	0.278471	-0.522509	0.533264	-2.33638	0.643721	-2.46754	-1.5927	0.227352	1.69378	0.970879	2.05703	-1.17839	-0.123049	1.63686	1.74878	0.736035	-0.52288	-0.031791	-0.282309	-0.199956	-0.320804	-0.198583	-0.558776	1.05575	1.13987	-1.16317	-0.027598	0.0135632	1.0802	-0.513477	-0.138168	0.68457	-0.132289	0.535926	-1.69105	1.25982	-0.898009	-1.07936	0.888679	-1.374150e+002	-1.279528e+003	-1.416943e+003
27450	-0.654841	-1.76148	-0.351759	-1.81978	-1.45686	0.307847	1.13519	0.994299	0.514097	0.441129	1.55633	1.97169	1.22041	-0.881525	-0.167543	-1.07943	0.276672	0.7684	-0.476587	-0.152055	0.384694	-0.0461996	2.04935	-1.10796	0.653196	0.64884	-0.287876	0.690103	0.300439	0.713579	-0.530172	-2.06918	0.530617	1.37735	0.470749	-0.746355	0.474521	-1.20775	0.777638	1.99517	0.98117	2.14325	-1.13733	1.07516	0.656721	-1.15755	1.62604	-2.86632	0.700039	0.113145	0.605496	0.371307	0.936417	-0.879295	0.484459	0.0669472	0.802509	-1.30962	1.0504	-0.899837	-1.36443	0.426337	1.37307	1.63912	0.387485	-1.01754	0.68122	1.4824	1.95032	0.179176	-0.124762	0.691391	-0.697979	0.170338	0.076733	0.792093	0.2217	0.488795	1.38418	0.00898758	0.769903	0.29909	0.945716	0.463852	0.837789	-1.0368	-0.504951	0.45022	-1.23629	1.13247	-0.878223	-1.07522	0.86751	-1.294182e+002	-1.285580e+003	-1.414998e+003
27500	-0.627991	-1.46037	-0.222536	-1.83827	-1.43841	0.29568	1.12111	0.89566	0.558964	0.50982	1.50556	1.76422	1.20419	-0.421377	-0.906062	-1.01947	1.69446	-0.117893	-0.751388	-0.652398	0.636027	0.43624	1.60532	-1.54397	2.79362	-0.841638	-0.634894	0.737382	0.442253	-1.09614	0.565489	-1.26368	0.378794	1.79557	1.00737	-0.919185	0.241758	-0.454679	0.794656	0.582358	0.0181955	1.57233	-0.954305	-0.0477207	1.12307	-1.14087	0.903952	-2.01866	0.714171	0.513256	-0.9179	-1.12131	0.581567	-0.749005	0.16109	-0.473819	1.16382	-1.03247	0.86399	-1.27806	-1.38033	0.640029	1.02355	2.03582	-1.7507	-1.18148	0.862362	1.33658	2.03478	-1.14075	-0.193705	-0.0821514	-0.736131	0.709793	0.41183	-0.416737	0.288934	0.704533	0.890368	1.17355	-0.102068	0.483899	0.44333	0.124685	0.676405	-0.203604	-0.0356988	0.577708	-1.18839	0.969748	-1.43399	-0.472409	0.479579	-1.295686e+002	-1.272608e+003	-1.402176e+003
27550	-0.602349	-1.17248	-0.422059	-1.54799	-1.43472	0.281724	1.00024	0.689705	0.625516	0.446872	1.56967	1.79544	1.24379	-0.140636	-1.66324	-0.66757	0.739038	-0.90925	-1.00331	-0.47925	0.316082	0.413834	1.99413	-1.44944	-0.660269	0.766568	-0.325983	0.401679	0.669837	-0.803362	0.282003	-2.89003	0.629957	1.48839	0.664295	-1.08016	-1.36028	-0.768095	0.715099	0.156176	1.36811	1.07515	-1.17331	0.562596	0.420939	-1.79424	0.270896	-1.83589	0.678903	-0.105824	-0.148832	-0.20773	1.63276	-1.17737	-0.47861	0.0405976	0.4726	-1.49826	1.11335	-2.23554	-0.935416	-0.25438	1.20127	1.9102	-1.15684	-1.16021	1.10901	1.40724	1.54849	1.2774	0.12183	-0.0551434	-0.389394	0.557519	1.0601	-0.533353	0.0389503	1.14508	1.30227	0.493468	-0.0613908	-1.40598	0.741385	-0.302571	1.27935	-0.140003	0.623934	-0.0428187	-0.974849	0.456744	-1.77629	-0.706247	0.485238	-1.315217e+002	-1.299680e+003	-1.431202e+003
27600	-0.570724	-1.01592	-0.672592	-1.69275	-1.39988	0.278054	0.984923	0.594596	0.551492	0.547191	1.54239	1.82676	1.28846	-0.546078	-1.26642	-1.03527	1.00078	-0.118839	-1.43436	-0.827349	1.82603	-0.135863	1.38611	-1.7367	1.35184	-0.91599	-0.450545	0.516481	0.155696	-1.14795	1.0462	-2.45667	0.0110039	1.4598	-0.049458	-0.389412	0.0582066	-0.363958	1.14762	2.39421	0.0337002	1.29934	-1.09033	0.0572278	0.862083	-1.35172	0.300985	-2.03184	0.73658	0.02456	-0.159641	-1.59993	0.837562	0.0204002	-0.510786	-1.11036	1.40628	-1.75748	0.883325	-1.86028	-0.983724	0.674299	0.9424	1.37328	0.520012	-1.26867	1.00989	1.09793	1.63719	-0.164913	0.216281	0.459351	-0.554984	0.875866	-0.293721	-0.00434617	-0.269482	0.401974	1.57012	-1.30199	0.798462	-0.815211	0.696451	-0.32146	-0.394936	1.25268	-0.108231	0.270912	-1.60444	-0.25338	-0.358077	-0.846348	0.564094	-1.306333e+002	-1.273894e+003	-1.404528e+003
