iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnktot(1)	M_lnkmratio(1)	M_lnkuDfrac(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnktot(1)	SD_lnkmratio(1)	SD_lnkuDfrac(1)	GSD_don(1)	GSD_d3g(1)	GSD_d15g(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnktot(1.1)	lnkmratio(1.1)	lnkuDfrac(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnktot(1.2)	lnkmratio(1.2)	lnkuDfrac(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnktot(1.3)	lnkmratio(1.3)	lnkuDfrac(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnktot(1.4)	lnkmratio(1.4)	lnkuDfrac(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnktot(1.5)	lnkmratio(1.5)	lnkuDfrac(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnktot(1.6)	lnkmratio(1.6)	lnkuDfrac(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnktot(1.7)	lnkmratio(1.7)	lnkuDfrac(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnktot(1.8)	lnkmratio(1.8)	lnkuDfrac(1.8)	lnFgutabs(1.9)	lnkgutelim(1.9)	lnktot(1.9)	lnkmratio(1.9)	lnkuDfrac(1.9)	lnFgutabs(1.10)	lnkgutelim(1.10)	lnktot(1.10)	lnkmratio(1.10)	lnkuDfrac(1.10)	lnFgutabs(1.11)	lnkgutelim(1.11)	lnktot(1.11)	lnkmratio(1.11)	lnkuDfrac(1.11)	lnFgutabs(1.12)	lnkgutelim(1.12)	lnktot(1.12)	lnkmratio(1.12)	lnkuDfrac(1.12)	lnFgutabs(1.13)	lnkgutelim(1.13)	lnktot(1.13)	lnkmratio(1.13)	lnkuDfrac(1.13)	lnFgutabs(1.14)	lnkgutelim(1.14)	lnktot(1.14)	lnkmratio(1.14)	lnkuDfrac(1.14)	lnFgutabs(1.15)	lnkgutelim(1.15)	lnktot(1.15)	lnkmratio(1.15)	lnkuDfrac(1.15)	lnFgutabs(1.16)	lnkgutelim(1.16)	lnktot(1.16)	lnkmratio(1.16)	lnkuDfrac(1.16)	LnPrior	LnData	LnPosterior
3700	-0.564812	-0.995976	-1.28359	-1.64968	-1.05565	0.362204	1.68955	0.247545	0.367686	0.475323	1.61263	1.81645	1.22611	-0.847029	-0.583893	-0.715108	1.49638	-1.20303	-0.90851	0.414941	-0.16461	-0.814002	1.09628	-1.41073	0.650807	-0.314458	-1.41091	-0.0544066	0.315306	-0.557153	0.0857439	-3.03361	-0.0675419	1.10776	0.566048	0.586112	-1.14909	-1.60254	-0.0105663	1.87872	2.3031	0.959528	-1.71292	0.209548	0.190426	-0.28728	0.0404791	-2.86317	0.337357	-0.11296	2.73935	-0.817784	0.136141	-0.258095	0.524134	-1.87152	1.53601	-1.73953	1.14586	-1.63773	-1.16401	0.537033	0.271228	1.07067	0.160203	-1.34756	-0.0275567	0.408835	1.3929	-0.374921	1.07097	-0.0815546	-1.10157	0.787971	0.88003	-0.772787	-0.511076	0.382439	1.25177	-0.00670439	-0.00293995	-0.980674	0.102932	0.0819816	0.556975	1.1428	-0.03824	-0.271081	-0.789945	0.598224	-1.98167	-0.845205	-0.0821091	-1.356868e+002	-1.277006e+003	-1.412693e+003
3750	-0.528591	-0.518088	-1.32517	-1.62129	-1.26861	0.377372	1.89612	0.509798	0.525413	0.565878	1.55754	1.87579	1.26029	-0.459052	-0.671503	-1.70243	0.403432	-0.443366	-0.360954	0.412696	-1.49698	0.21523	1.01729	-1.66707	1.38125	0.688479	-0.347981	0.20326	0.240964	-1.00694	2.26972	-1.52949	0.018615	0.86491	-0.640238	1.47112	0.358103	-0.389532	0.785204	0.825442	0.635985	0.70612	-0.817496	-0.141187	0.0317743	-0.254584	0.0783558	-1.7166	0.324712	-0.459763	2.27934	-0.652991	0.809886	-0.381516	0.305862	-0.898654	0.530344	-1.98532	1.11042	-1.91849	-0.569367	0.0720992	0.731268	0.603402	0.247702	0.103097	0.275235	0.806869	1.25785	0.145862	1.26492	0.333548	-1.1368	0.951483	-1.08875	0.144675	-0.087373	0.321297	0.678931	0.715025	1.35092	-1.23283	-0.190683	-0.178926	0.802513	2.09208	0.488515	0.400173	-0.90353	0.0861148	-0.507373	-0.966265	0.0355127	-1.250946e+002	-1.286930e+003	-1.412025e+003
3800	-0.508926	-0.890821	-1.20922	-1.51844	-1.44197	0.385353	1.57366	0.471547	0.543853	0.516555	1.62512	1.83729	1.24674	-0.217727	-0.906298	-1.12179	0.956314	-0.761699	-0.967813	0.274657	-0.238175	-0.240834	1.5948	-1.07146	1.35011	-0.581744	-0.438716	0.49322	0.706349	-1.03582	-0.894816	-2.35077	0.529104	0.907534	-0.99881	0.335829	0.0617523	-0.361206	0.0655044	0.688847	2.55382	0.764993	-0.846298	-0.504689	0.94255	-0.503092	0.232897	-2.09499	0.649966	0.509151	-0.391349	-1.12301	1.36488	-0.497015	0.0345718	-0.940407	0.507319	-1.63505	1.17226	-1.80844	-2.45489	-0.75958	1.18362	0.610314	0.405219	-0.164155	0.470568	0.935869	1.13985	-0.381549	1.05719	0.515951	0.321435	0.138644	0.793444	-0.0626923	0.135057	0.18386	1.10897	1.24489	1.19574	-0.646151	0.325272	-0.483033	0.919258	1.93385	0.402919	0.52042	-1.01823	0.293464	-0.795891	-0.900557	0.522253	-1.266963e+002	-1.292313e+003	-1.419010e+003
3850	-0.533868	-0.70545	-1.24819	-1.64238	-1.36623	0.374627	1.4428	0.431562	0.588805	0.56672	1.67989	1.74842	1.22667	-0.88616	-0.889526	-0.0886623	0.70234	0.3192	-0.530721	-0.304876	0.549967	0.457288	1.52837	-1.48977	1.49289	-0.176358	-0.446859	0.273784	0.34953	0.525036	-1.35724	-1.98146	0.249463	0.747399	-0.0906047	0.849583	0.0681011	-0.886261	0.597897	0.0682853	1.92521	2.15885	-0.771086	0.788715	0.442887	-1.84146	0.676762	-2.3843	0.248781	1.22206	-0.0298016	-1.00898	0.436727	-0.327558	0.00176325	0.0617846	0.216419	-1.6573	1.09629	-1.98869	-1.67634	0.0447673	0.843489	0.813116	0.0456043	-0.58251	-0.301357	0.854828	1.27719	-0.248786	-0.0413684	-0.682163	-0.305239	0.534778	0.366123	0.0710437	0.0221125	0.473356	1.15804	1.40677	0.207323	-0.229324	0.286088	0.100252	0.414682	0.686572	-0.0513678	0.278165	-0.943526	0.6018	-1.38973	-0.51499	0.404911	-1.218048e+002	-1.274369e+003	-1.396174e+003
3900	-0.525754	-1.02096	-1.17674	-1.56812	-1.42637	0.396576	1.5901	0.543369	0.632849	0.576497	1.55667	1.83588	1.26697	-0.831397	-0.766766	0.226752	0.160793	-0.174466	-1.06475	-0.519434	2.2346	0.170705	1.41117	-1.19225	0.421648	-0.0931763	-0.716491	0.729687	-0.180943	-0.292548	0.141313	-2.35719	0.535746	1.07875	-0.316625	0.0536579	0.0451011	-0.20991	0.47249	0.375239	0.597649	1.15121	-0.848439	0.583023	1.03428	-1.13464	0.17644	-1.84017	0.0216276	1.36723	-0.0699099	-1.28108	0.783739	-0.645996	0.951676	-0.391089	-0.128363	-1.82425	1.08007	-2.11382	-0.915224	-0.228485	1.16939	0.644852	0.0679344	0.065942	0.563992	1.05631	1.13315	0.0336678	1.08105	-0.1135	-0.741961	0.520869	0.722511	0.231016	-0.582844	0.8399	0.837135	0.377335	1.04504	-0.478272	0.126522	0.0266948	2.07735	0.982368	1.10974	0.175081	-0.669608	0.47671	-1.19086	-0.884403	0.686541	-1.220291e+002	-1.278963e+003	-1.400992e+003
3950	-0.584175	-0.773405	-1.21409	-1.70383	-1.44695	0.383073	1.35954	0.371419	0.599361	0.510625	1.48394	1.84941	1.28012	-0.391973	-1.08853	-0.766909	0.918486	-0.136412	-1.03123	-0.224945	1.43119	0.14297	1.65452	-1.46701	1.44666	0.194782	-0.690572	-0.135787	0.458544	-0.388516	-1.16647	-1.27791	0.606729	0.999821	0.095813	0.868791	0.379016	-0.750886	0.556459	0.69109	1.55438	1.12996	-1.41243	0.112391	0.656842	-0.990623	-0.0248367	-2.1461	0.627204	0.389775	-0.440711	-0.21678	1.23529	-0.877154	1.17276	0.521855	1.5797	-1.84259	1.09886	-2.04301	-0.699465	0.421513	1.6343	0.680524	0.704251	-0.192944	0.742587	1.44676	1.38876	1.44589	1.09005	0.395179	-0.521961	0.877345	-0.663328	1.599	-0.0365406	1.0415	1.10878	2.30172	1.70931	-0.673675	0.780369	0.219123	0.335379	0.371297	0.913834	0.891481	-1.06466	0.141531	0.374308	-0.813104	0.518928	-1.290963e+002	-1.279116e+003	-1.408212e+003
4000	-0.542124	-1.23854	-1.21777	-1.80733	-1.32866	0.406219	1.29186	0.311428	0.670114	0.520969	1.51959	1.88445	1.28341	-0.739586	-0.105629	-0.527207	0.656972	-0.269031	-0.802087	0.212191	0.711695	0.27304	1.28288	-1.38674	1.69017	0.505231	-0.49866	0.335724	0.55836	-1.0407	1.33053	-0.98974	-0.119482	1.18192	-0.655224	-0.0177335	0.0683561	-1.36458	0.870436	0.340269	0.680963	2.01878	-1.22597	-0.146316	1.26167	-1.07354	0.42952	-2.24347	0.645701	0.530588	-0.287321	-1.50819	0.482714	-0.38257	0.354807	-0.536025	0.980377	-1.58574	0.636314	-1.4711	-0.59962	0.347633	0.873012	0.770636	0.870008	-0.934523	1.1974	0.666384	1.21997	-1.19281	0.797669	0.459423	-0.351918	0.385542	2.2994	-0.404968	-0.19706	0.792177	0.997627	2.12877	0.302811	-0.153513	0.539814	0.098766	0.847639	-0.336662	0.383017	0.213891	-1.09763	0.481966	-0.169643	-0.532539	0.512841	-1.222635e+002	-1.282281e+003	-1.404544e+003
4050	-0.479865	-1.20567	-1.15001	-1.60949	-1.31758	0.287374	1.04094	0.223894	0.44951	0.464374	1.55295	1.87951	1.2226	-0.822834	-1.40776	0.799301	0.983664	0.363523	-1.64674	0.27776	0.44416	0.371602	1.41315	-1.81866	0.729938	-0.141448	-0.399392	0.0707272	-0.305624	-0.163709	0.736771	-1.5394	0.234458	1.01581	0.203617	-0.0986219	-0.0985228	-1.0645	0.195354	0.916254	1.11395	1.22657	-1.66216	-0.36436	0.873624	-0.944637	0.310502	-2.32488	0.270375	0.346596	0.0344458	-1.77642	0.666005	-0.843874	0.848864	0.388702	-0.0080121	-2.38393	0.77913	-1.69046	-1.18112	-0.165292	1.21521	0.982582	0.165761	-0.767128	0.395071	1.18641	1.28752	-0.543135	2.57182	-0.365839	-1.04641	0.736404	0.241772	2.47661	0.0955319	0.937581	0.941383	0.474101	1.21674	-0.397563	0.812684	-0.0379878	0.321846	-1.46527	0.597813	0.128288	-2.06851	0.252553	0.860686	-1.01669	0.390848	-1.291562e+002	-1.286644e+003	-1.415801e+003
4100	-0.4569	-1.02661	-1.08848	-1.75056	-1.29184	0.376391	0.847766	0.287916	0.425909	0.598029	1.44413	1.8461	1.24713	-0.50592	-2.00486	0.220083	0.532968	-0.188158	-1.00241	0.316871	-0.535248	0.171381	1.1704	-1.54542	0.694949	1.02441	-1.05377	0.0217547	-0.059112	-0.801898	1.08779	-1.6682	0.0017906	1.16745	0.629523	-1.21761	-0.303449	-0.813014	0.635244	0.244473	0.132314	1.69515	-1.22869	-0.509619	1.04946	-0.385018	1.03275	-2.33692	0.279747	0.722889	0.676471	-0.75535	0.908558	-0.707156	1.13387	-0.225536	1.04617	-1.51568	0.589027	-2.24314	-0.945393	0.191187	1.01733	0.955749	-0.504819	-0.812432	1.2384	1.01098	1.20328	-0.0281438	-0.291705	0.134615	-0.435903	0.805968	-1.76985	0.843698	0.293927	0.515127	0.993455	1.4173	0.546181	-0.708514	0.165379	-0.385217	1.81292	0.292258	0.732878	0.160763	-1.39563	-0.115801	0.898453	-0.95539	0.291469	-1.233779e+002	-1.278036e+003	-1.401414e+003
4150	-0.476103	-0.829302	-1.20963	-1.62043	-1.35027	0.335144	1.1548	0.222397	0.398216	0.542607	1.61436	1.79159	1.2512	0.37858	-2.43929	-0.847745	0.730028	0.0710628	-1.39334	0.952937	-2.04589	-0.443927	1.12701	-2.1336	2.11943	-0.118459	-0.334763	0.379695	-0.126865	-0.545606	0.258906	-1.57388	-0.0480578	0.997131	0.213823	0.181233	-1.0405	-0.943498	0.708781	0.226567	1.93521	1.57548	-1.17819	-0.406305	1.24771	-0.490523	0.715989	-2.39091	0.171836	0.772552	0.237684	-1.51388	0.671791	-0.917507	1.79691	0.845175	0.308379	-1.894	0.628268	-2.00853	-1.90784	0.715507	1.04806	0.98032	-0.351168	-1.0295	0.199228	0.960957	1.20507	0.245271	0.313896	0.692234	-0.737088	0.743981	-0.708024	0.305501	-0.0800405	0.727008	1.15687	0.653222	0.274823	0.288533	0.311569	-0.463627	0.65234	1.84591	0.0590356	0.26561	-1.13228	0.672396	-2.82921	-1.60111	0.353914	-1.355928e+002	-1.274434e+003	-1.410027e+003
4200	-0.480304	-0.369548	-1.0934	-1.66063	-1.36415	0.289924	1.16477	0.359826	0.470954	0.65655	1.61753	1.87644	1.24332	-0.0847277	-2.52644	-0.165187	0.791776	-0.275578	-1.33116	0.695488	-2.19183	-0.0404802	1.01122	-1.85305	0.561167	-0.639696	-0.0559093	0.35938	0.173102	-0.625472	-1.37477	-1.05292	0.0280188	1.26216	-1.03704	0.166958	-0.485868	-0.306769	-0.00943448	1.8612	0.769974	1.89633	-1.38832	-0.246566	-0.0144395	0.135653	1.77201	-2.36716	0.743107	-0.0920855	-0.933071	-0.581791	0.579402	-1.02961	0.13892	-0.864317	0.64103	-1.23172	0.499032	-2.12601	-1.06931	0.0833043	0.891012	0.840845	0.100874	-1.43594	-0.187643	0.6447	1.56747	0.0712675	1.45294	0.197577	-0.4841	0.650714	0.421826	-0.289367	-0.0414932	0.822042	1.29529	-1.08485	1.04452	0.176736	0.150888	-0.249626	0.297353	0.164132	-0.175448	0.274844	-1.49208	0.280266	-1.6002	-0.539204	0.374093	-1.265586e+002	-1.274702e+003	-1.401261e+003
4250	-0.478319	-0.69468	-1.06447	-1.66259	-1.36401	0.263229	0.826125	0.66701	0.491239	0.532117	1.61321	1.85409	1.24419	-1.6103	-1.39976	-0.415338	0.907709	0.153024	-0.784965	0.00532526	-0.808876	0.300697	1.37662	-2.1488	1.26962	0.000726933	-0.621282	0.0573964	-0.710456	-0.469195	0.528453	-2.55891	-0.158289	1.19325	0.496836	0.252575	-0.293571	-0.783266	0.174817	0.120712	0.284222	1.44255	-1.09287	-0.184425	-0.463189	-0.212916	0.982207	-2.0264	0.558859	0.27221	-0.312769	-0.456154	0.679542	-1.01652	1.74627	-0.914831	0.843507	-1.48967	0.427442	-1.88652	-1.29351	0.098196	0.689855	0.941899	-0.475916	-0.135963	0.849424	0.898259	1.33582	0.376729	0.695911	-0.452099	-1.02803	0.421948	-0.0114302	0.156888	0.0300098	0.722726	1.02212	1.87088	0.876325	-0.116426	0.22793	0.0789189	-0.768143	-0.425412	0.119957	0.0602776	-1.6868	-0.185612	-0.455413	-0.546333	0.362383	-1.208789e+002	-1.281881e+003	-1.402760e+003
4300	-0.466238	-1.28877	-0.92586	-1.47232	-1.26811	0.286031	0.791304	1.28172	0.564902	0.514173	1.66169	1.85244	1.23463	-1.3451	-0.785648	-0.516086	0.205595	-0.411693	-0.907195	0.799151	-0.528913	-0.222326	1.2676	-1.66157	1.11244	0.0302479	0.219821	0.372031	0.0510114	-1.53487	0.696776	-1.43	-0.0420307	1.22284	-1.25033	0.152321	-0.574168	-1.07719	-0.162102	1.3451	1.20969	1.17969	-1.63417	0.818429	1.97417	-0.729823	0.932015	-2.51525	0.273525	0.507958	0.11552	-1.1641	0.938419	-0.820687	-1.73209	1.37496	0.3769	-1.85579	0.655198	-1.83373	-0.643055	0.348394	0.878968	1.15984	0.180956	-0.684351	0.0847344	0.708752	1.51962	-0.867876	0.535208	0.173734	-0.46965	0.150475	-0.15673	0.240132	-0.299102	0.449417	1.43033	-0.379326	0.261519	-0.795963	0.575671	0.116476	0.442347	-0.108597	0.261674	-0.0212123	-1.67285	1.44861	-0.48068	-0.655128	0.251481	-1.250910e+002	-1.275042e+003	-1.400133e+003
4350	-0.422475	-1.49085	-0.978117	-1.69213	-1.41046	0.335202	1.05142	0.984581	0.491951	0.548864	1.61888	1.81332	1.21279	-1.10141	-0.607088	-0.597727	0.963757	0.31698	-0.825276	0.92541	-0.608773	0.0295506	1.52786	-2.12727	0.0758184	2.08933	-1.07183	0.958909	-0.226695	-0.560994	0.644492	-2.82458	0.48926	0.974473	0.702512	-0.308653	-0.684737	-1.06332	0.305613	0.741793	0.408322	0.838707	-0.860623	1.24972	1.03366	-1.55818	0.729452	-2.85631	-0.0670694	0.61149	0.029605	-1.14352	0.958736	-0.598157	-0.792559	0.239784	1.69392	-1.49313	0.428892	-1.42498	-0.723765	0.383852	0.7309	1.10938	-0.458516	-0.759738	1.20596	0.877403	0.882264	-0.24097	0.864754	0.782949	-0.47237	0.0854081	0.0321898	0.459364	0.206952	0.450918	1.06426	-0.126655	0.081315	0.131767	0.358967	-0.937932	0.470403	0.807137	0.178438	0.165724	-1.81024	1.18051	-0.455574	-0.469056	0.124818	-1.258989e+002	-1.277269e+003	-1.403168e+003
4400	-0.395499	-0.996031	-1.06775	-1.44209	-1.33718	0.308642	1.2458	0.716257	0.735001	0.622867	1.7292	2.18429	1.19824	-0.912311	-0.854821	-0.768935	0.935287	-0.301496	-0.812572	1.02091	-1.21682	0.0277973	1.207	-2.38778	0.591718	0.76748	-0.286324	0.236751	0.372615	-1.42989	0.425315	-2.00285	-0.0283281	0.898841	1.23503	-0.391709	-0.0430837	-0.747738	-0.289371	0.303391	1.88273	0.539502	-0.851781	0.462201	1.41187	-1.52901	0.423609	-2.22977	-0.172798	0.151326	0.676225	-1.44293	0.812179	-1.1171	-0.343302	0.635127	0.540198	-1.51587	0.53961	-1.88488	-0.656662	0.214044	0.566892	1.05536	-0.565078	-0.936962	0.0609928	0.942491	1.04142	1.69683	0.922046	-0.22147	-0.219698	0.292286	1.36379	-0.363285	-0.477334	0.629673	1.02142	0.626461	-0.179972	0.249197	-0.138378	-0.330261	0.325727	0.283088	0.208792	0.586535	-1.98557	1.24446	-0.89732	-1.28994	0.432847	-1.253389e+002	-1.275371e+003	-1.400710e+003
4450	-0.436699	-0.856123	-1.13239	-1.59699	-1.42654	0.31103	0.953968	0.662932	0.517503	0.711508	1.72315	1.8587	1.21221	-0.857059	-0.480292	-1.74198	0.228563	0.232922	-0.666039	0.569365	-0.827128	-0.39734	1.33283	-2.27682	0.746942	0.459932	-0.717805	-0.00529407	-0.22978	-1.23304	0.84116	-1.59726	0.759892	0.746494	0.529046	0.509955	0.51366	-0.793847	-0.254653	-0.311103	2.15606	1.31349	-0.679332	-0.320491	1.25456	-0.500676	0.71583	-1.59568	-0.294734	-0.0930221	1.80219	-0.76899	0.60895	-0.889603	0.556994	-0.0309191	0.990797	-1.70099	0.72309	-1.97691	-1.60083	0.19664	0.699661	1.00824	0.30281	-0.806434	0.105929	0.889438	1.08943	0.193178	0.368369	0.205763	-0.440905	0.278377	-0.682505	0.197651	-0.564827	0.628886	0.734444	0.22029	1.00558	0.259067	0.0668807	-0.56268	-0.73209	0.845852	-0.141623	0.291078	-1.64844	1.68518	-0.953298	-0.373201	0.295165	-1.212619e+002	-1.282580e+003	-1.403842e+003
4500	-0.378933	-0.833204	-1.13884	-1.89402	-1.47869	0.294198	0.815261	0.745598	0.581508	0.668972	1.68964	1.82504	1.19604	-0.816715	-1.10654	-1.35247	1.01029	0.225789	-0.834863	0.734041	-0.71621	0.417515	1.48061	-1.99646	0.507068	0.133477	0.2778	0.602291	0.148846	-0.847284	-0.763461	-1.03647	0.489795	0.650109	-0.731986	0.018355	-0.390251	-0.420238	-0.35791	0.488827	1.44571	2.29084	-1.13589	-0.4753	0.855345	-0.401648	1.40493	-1.74266	0.210433	-1.48806	0.767452	-0.70934	0.644004	-1.54758	-0.317159	0.701738	1.03753	-0.693515	-0.122384	-2.29233	-0.363735	0.277805	0.748426	0.719262	0.238835	-0.656886	0.91619	0.845676	0.806358	-0.609972	0.951712	0.402949	-0.451648	0.092056	0.193202	-0.00720572	1.10172	0.84197	0.433508	-0.243317	0.529571	0.495738	0.161082	0.169143	0.892708	-0.164324	0.227551	0.730003	-2.31467	1.66276	-0.724216	-0.16295	0.36506	-1.208091e+002	-1.280534e+003	-1.401343e+003
4550	-0.355668	-0.626411	-1.26474	-1.49115	-1.56541	0.243964	0.881265	0.649121	0.202428	0.721166	1.53518	2.10121	1.21693	-1.40526	1.03976	-1.58115	0.386453	0.375226	-1.54058	0.256245	-0.463586	0.311825	1.31594	-2.67806	-0.3948	0.87894	1.33015	0.490773	-0.167942	-1.29773	-0.281409	-2.51747	0.210659	0.551624	0.768548	0.455843	-1.24598	-0.156657	0.384329	0.725935	1.20217	2.83486	-0.600288	-0.304147	0.535416	-0.442457	0.242307	-1.59071	0.443111	1.17656	-0.25615	-1.72934	0.914833	-0.905568	0.159438	-1.24412	-0.261267	-0.79183	0.220173	-2.49587	-0.598761	-0.377427	0.987922	0.283659	0.282066	-0.255007	-0.532594	1.01381	1.34391	-0.619493	0.265569	-1.19148	-0.19805	0.245306	-0.273012	0.495193	-0.643173	1.08798	1.33118	-1.02868	0.0821399	0.229249	0.478096	-0.639048	1.21489	1.03887	0.36059	0.751156	-1.55339	0.768549	-1.2723	-1.38382	0.580928	-1.291839e+002	-1.288474e+003	-1.417657e+003
4600	-0.421417	-0.825455	-1.07653	-1.3735	-1.37162	0.271571	0.655367	0.684033	0.613067	0.522138	1.5413	1.98499	1.25552	-1.95294	-0.407899	-1.37113	-0.0419805	-0.0519428	-1.40934	0.887586	-0.503272	-0.118691	1.66179	-1.55803	1.34676	-1.05653	-1.10378	0.0668097	-0.419606	0.290092	-0.757227	-2.55854	0.220856	0.823577	-0.558186	0.301744	-0.747935	-1.05538	0.456741	1.1783	0.441659	0.89328	-1.2248	-0.102301	0.603178	-0.685945	-0.308399	-2.63591	0.447015	-2.07062	1.24919	-1.46422	0.676103	-1.65967	1.49057	0.780911	-0.0140887	-1.4821	0.197881	-2.54309	-0.81142	-0.326416	0.999961	1.01534	-0.538946	-0.645642	-0.435312	1.05368	1.06688	0.652449	0.311386	-0.592042	-0.112996	0.545755	0.420436	-0.690884	-0.805912	0.587069	1.07828	-0.992576	2.13074	-0.999184	0.9195	-0.425175	1.05419	1.5068	0.798188	0.332283	-1.64067	0.473623	-0.666403	-0.852298	0.375567	-1.323510e+002	-1.280518e+003	-1.412869e+003
4650	-0.382053	-0.616049	-1.03851	-1.79021	-1.48575	0.344009	1.18762	0.623674	0.579622	0.56308	1.55543	1.75735	1.2779	-1.93904	-1.25336	0.260746	1.59205	0.174218	-1.24617	0.469942	-1.1724	0.144194	1.59371	-2.32926	2.1705	0.0594161	-0.844475	0.927111	-0.0689636	1.34143	-1.56522	-2.18434	0.398226	0.966896	-1.01421	-0.627184	0.0809493	-0.740243	-0.352015	1.5922	0.137606	1.34436	-0.763843	-0.774933	-0.0857483	0.337339	1.06919	-1.819	-0.100364	-0.335375	0.571606	-0.627003	0.744364	-1.13709	0.505675	-0.862579	0.949368	-1.53525	0.0176685	-1.67359	-0.571001	0.641289	1.19471	0.938231	-0.932287	-1.0692	-0.0766668	1.01179	0.921169	0.928385	0.658112	0.321499	-0.264167	-0.457346	0.122012	0.421466	-0.294476	0.616317	0.131033	-0.313299	0.992644	-0.453138	0.356339	-0.16683	0.23994	-0.442451	-0.0125225	0.394129	-1.44902	-0.290189	-0.652204	-0.833433	0.65927	-1.250082e+002	-1.277456e+003	-1.402465e+003
4700	-0.414318	-0.858312	-1.10196	-1.53724	-1.50702	0.317027	1.11477	0.262432	0.582225	0.525093	1.63215	1.89287	1.27125	-1.15447	-1.37075	0.260429	0.908352	0.330387	-1.87441	0.277044	0.483314	-0.15181	1.64925	-2.30393	1.6471	0.815484	0.0256293	0.329836	-0.855343	0.942209	0.176716	-1.55911	0.732558	1.13119	-0.838268	1.0957	-0.411689	-0.0923047	-0.15542	2.16655	0.993592	1.26464	-0.713844	-0.111036	0.31142	-2.38954	0.378383	-2.76123	-0.497978	1.26467	-0.123108	-0.571137	0.583212	-0.971071	-0.274607	0.98601	1.08611	-0.938782	0.112392	-1.96791	-0.111465	-0.537373	1.32639	0.953919	-0.284421	-0.974315	-0.787369	1.63546	1.11667	0.0721557	0.770738	0.0512173	-0.106846	0.39415	0.228254	-0.458759	0.0862253	1.23411	0.905958	-0.546723	0.934016	-0.41076	0.782575	-0.558431	1.93739	-0.137779	0.169597	0.40286	-1.84724	-0.022731	0.186495	-1.43392	0.803378	-1.301177e+002	-1.285256e+003	-1.415374e+003
4750	-0.344083	-0.81973	-1.39635	-1.61823	-1.45049	0.385281	0.91999	0.323277	0.402369	0.551586	1.62244	1.81985	1.21354	-0.736683	-1.81423	-0.961917	-0.592983	0.288412	-1.413	0.90858	0.251318	0.0033067	1.71143	-2.00092	2.17672	0.273257	0.0119034	0.681533	-0.469528	2.08175	-0.735503	-3.67462	-0.17372	0.61801	0.879161	0.538394	0.958377	-0.580571	-0.340949	1.16579	2.6335	2.16129	-0.818036	-0.119726	0.64936	-1.24013	1.37326	-2.17467	0.25647	0.328346	-0.427107	-0.549678	1.16621	-1.28872	0.367064	1.51589	2.0958	-1.32632	-0.00916707	-2.02236	-1.16465	-0.326425	0.935496	0.507872	-0.116064	-0.270617	0.27782	1.16789	0.863775	-1.81527	1.61867	-0.0176469	-0.291134	-0.0871813	-0.127649	1.6189	1.04417	0.407409	0.687845	-0.224388	0.14447	0.658079	0.0953283	-0.211182	-0.481797	1.78179	0.0763049	0.920077	-1.55651	1.07179	-0.969823	-1.57566	0.441664	-1.415042e+002	-1.279585e+003	-1.421089e+003
4800	-0.418737	-0.79391	-1.44156	-1.71339	-1.30912	0.337285	0.915428	0.413861	0.585528	0.42857	1.59333	1.89828	1.23399	-1.1935	-1.6466	0.899379	0.841961	-0.500774	-1.02023	0.834965	-1.35784	0.197689	1.43674	-2.06226	0.424222	0.878506	0.356901	0.0970373	-0.409847	-0.654745	0.453019	-1.92322	0.456585	0.982702	0.396361	0.287116	-0.514694	-1.19136	-0.20526	1.10226	1.5177	0.719289	-1.62649	0.0357683	1.54953	-1.17449	0.289254	-2.87091	-0.0346274	1.50972	0.443126	0.148026	0.596248	-1.0259	-0.000189397	0.537861	0.875101	-1.82194	0.256776	-1.94195	-0.826859	0.750285	1.24146	0.0887948	0.937666	0.217387	0.680419	1.15233	1.07417	1.20343	1.12941	-0.269914	-0.850991	0.482423	-0.102096	0.95584	-0.448311	0.813923	0.758652	-0.145235	1.1638	-0.353648	0.185399	-0.148931	1.2978	0.319688	0.139092	-0.0667425	-1.567	0.708699	-0.610855	-0.849246	0.433708	-1.258074e+002	-1.277763e+003	-1.403570e+003
