"","M_lnAUC_Utot","SD_lnAUC_Utot","GM_AUC_Utot","GSD_AUC_Utot","TKVF05","TKVF01"
"1",1.03145862038305,0.260396,2.80515450760576,1.29744377268321,1.53466682451041,1.8326658968255
"2",1.03278862038305,0.119718,2.80888784522006,1.12717894229455,1.21764490395089,1.3211541554856
"3",-0.172594379616945,0.863603,0.841478866610815,2.3716905189378,4.13919169820754,7.4561634796772
"4",0.643014620383055,0.75256,1.90220667543433,2.12242647956421,3.44819548196093,5.7587264975537
"5",0.705051620383054,0.617088,2.02395115935995,1.85352271736058,2.75941702598219,4.20200317029803
"6",0.661039620383055,0.510416,1.93680482988426,1.66598410019728,2.31534709386396,3.27856286831519
"7",0.903088620383055,0.340874,2.46721163533321,1.40617605151698,1.75187708875575,2.20999776720749
"8",0.924778620383055,0.461011,2.52131003192116,1.58567629362384,2.13463487947136,2.9225951154657
"9",0.718508620383055,0.844003,2.05137155444247,2.32565797732014,4.0078758818787,7.12382346452811
"10",1.15739862038305,0.203853,3.18164583277892,1.22611790087654,1.39837150159173,1.60678131248456
"11",1.40587862038305,0.373381,4.07910915569479,1.45263768937265,1.84809816627025,2.38360511441629
"12",0.954248620383054,0.735842,2.59671872819612,2.08723870781608,3.354666570298,5.53905812257729
"13",0.602272620383055,0.558106,1.8262644937259,1.74735986463678,2.5042835316653,3.66324258212202
"14",1.07524862038305,0.048416,2.93072144705298,1.04960720111231,1.08289415836616,1.11922049755274
"15",1.00747862038305,0.272035,2.7386870326314,1.31263294266012,1.56433021759675,1.88296571886538
"16",0.655571620383054,0.506348,1.92624328265954,1.65922064307662,2.2999062110507,3.2476822670325
"17",-0.137898379616945,0.980977,0.871187217626473,2.66706068774239,5.02067093119726,9.79717186117166
"18",1.04926862038305,0.526948,2.85556185439863,1.69375507169489,2.3791715265973,3.40710977820875
"19",0.918978620383055,0.62982,2.50672876029986,1.87727263977554,2.81781485742375,4.32832407755646
"20",1.12771862038305,0.43661,3.0886021823323,1.54745245290065,2.0506555900781,2.76131425374497
"21",0.799048620383054,0.800261,2.22342460109143,2.22612187048444,3.72964184283514,6.43457295526499
"22",-0.219536609616945,0.889495,0.802890763631676,2.43390022127318,4.31928153423565,7.91907813709262
"23",1.11452862038305,0.1188,3.04813101365441,1.12614466683059,1.21580767725334,1.3183357259583
"24",1.41635862038305,0.726925,4.12208300932057,2.06870953534943,3.30582221925096,5.42533922994581
"25",1.03674862038305,0.388955,2.82003309411534,1.47543815512217,1.89605240358198,2.47154790698889
"26",0.401884620383055,0.831569,1.4946388718665,2.29691978164588,3.92673890290004,6.92071283573215
"27",0.786038620383054,0.46191,2.1946852021894,1.58710245757646,2.13779374901234,2.92871378815822
"28",1.12849862038305,0.818684,3.09101223183164,2.26751382497342,3.84439155294039,6.71634281821133
"29",0.848898620383054,0.637088,2.33707143109078,1.8909663600213,2.85170342149684,4.40212911815585
"30",0.955468620383054,0.538817,2.59988865830871,1.7139780263599,2.42607590148731,3.50249573822377
"31",1.00242862038305,0.346875,2.72489152608895,1.41463988433255,1.76925508461071,2.24106661244962
"32",0.386702620383054,0.634369,1.47211864809388,1.88583180607779,2.83897806308844,4.37437203437487
"33",0.993438620383055,0.588904,2.70050453504054,1.80201232718873,2.63441430021063,3.93533325566465
"34",0.835848620383054,0.12743,2.30677079061582,1.13590535208348,1.23318924734762,1.34507060969324
"35",0.690038620383055,0.624654,1.99379253278754,1.86759965614752,2.79397244194991,4.27661797688715
