iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnkmtot(1)	M_lnkmratio(1)	M_lnkeD(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnkmtot(1)	SD_lnkmratio(1)	SD_lnkeD(1)	GSD_don(1)	GSD_d3g(1)	GSD_d15g(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnkmtot(1.1)	lnkmratio(1.1)	lnkeD(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnkmtot(1.2)	lnkmratio(1.2)	lnkeD(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnkmtot(1.3)	lnkmratio(1.3)	lnkeD(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnkmtot(1.4)	lnkmratio(1.4)	lnkeD(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnkmtot(1.5)	lnkmratio(1.5)	lnkeD(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnkmtot(1.6)	lnkmratio(1.6)	lnkeD(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnkmtot(1.7)	lnkmratio(1.7)	lnkeD(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnkmtot(1.8)	lnkmratio(1.8)	lnkeD(1.8)	lnFgutabs(1.9)	lnkgutelim(1.9)	lnkmtot(1.9)	lnkmratio(1.9)	lnkeD(1.9)	lnFgutabs(1.10)	lnkgutelim(1.10)	lnkmtot(1.10)	lnkmratio(1.10)	lnkeD(1.10)	lnFgutabs(1.11)	lnkgutelim(1.11)	lnkmtot(1.11)	lnkmratio(1.11)	lnkeD(1.11)	lnFgutabs(1.12)	lnkgutelim(1.12)	lnkmtot(1.12)	lnkmratio(1.12)	lnkeD(1.12)	lnFgutabs(1.13)	lnkgutelim(1.13)	lnkmtot(1.13)	lnkmratio(1.13)	lnkeD(1.13)	lnFgutabs(1.14)	lnkgutelim(1.14)	lnkmtot(1.14)	lnkmratio(1.14)	lnkeD(1.14)	lnFgutabs(1.15)	lnkgutelim(1.15)	lnkmtot(1.15)	lnkmratio(1.15)	lnkeD(1.15)	lnFgutabs(1.16)	lnkgutelim(1.16)	lnkmtot(1.16)	lnkmratio(1.16)	lnkeD(1.16)	LnPrior	LnData	LnPosterior
42300	-0.493426	-0.555219	-1.52632	-1.49041	-2.46841	0.387177	0.496404	0.291391	0.251248	0.618732	1.45822	1.95673	1.29143	-0.776241	-2.18821	-0.699296	-0.300161	-0.289021	-0.803962	-1.09104	-0.941636	0.253694	1.86032	-1.89621	0.356506	0.796409	-1.96853	0.462992	-0.67386	0.516012	0.667078	-2.5141	0.219553	0.729313	-0.009669	1.4473	-1.14554	0.0337356	0.247562	1.37873	1.65834	2.363	-0.613021	-0.231571	0.73371	0.11026	0.421458	-2.56761	0.410215	0.0765609	-0.217969	-2.34708	0.638835	-0.917942	2.35607	-0.158498	0.578139	-1.75286	0.059968	-3.29176	-1.54824	-0.0882592	0.777562	0.752447	0.253956	-1.21463	-0.983612	0.655711	1.21086	1.00837	0.728075	0.0600861	-0.620657	0.569515	0.700016	0.667516	-0.249523	0.881893	0.788125	0.984083	0.56633	-1.9622	0.771119	0.0923669	0.0279231	0.507387	0.575203	0.433603	-1.1442	-0.585148	-0.291623	-1.45761	0.0919886	-1.417828e+02	-1.286031e+03	-1.427814e+03
42350	-0.545505	-0.618352	-1.51062	-1.76513	-2.751	0.425111	0.726883	0.258891	0.436917	0.536256	1.5814	1.88014	1.26554	-0.96282	-1.79398	0.718671	0.921521	0.56962	-0.733088	-0.584271	-0.479753	0.583656	2.49204	-1.49379	1.78003	-0.0316783	0.0995118	1.18218	-0.170285	0.862773	-0.147566	-2.27845	0.989364	0.619273	0.0252203	1.10178	0.311474	0.0823582	0.180195	1.74981	1.72591	2.03092	-0.735474	0.022806	1.42838	-0.0850398	1.10068	-2.28203	0.333311	0.749417	-0.291792	-1.86409	1.43449	-0.577518	-0.485409	0.536205	0.756641	-1.47727	0.513609	-3.02146	-1.44801	0.941952	0.977943	0.655042	0.433939	-1.05001	0.93209	1.39732	1.1863	-1.11627	0.44971	0.0722519	0.119353	0.693731	1.93282	-0.913527	-0.601909	1.13281	0.816424	0.730306	1.29373	-0.582208	0.993661	-0.00430909	2.05592	-1.27827	-0.102247	0.554233	-0.946745	0.0676991	-1.48028	-1.13099	0.219648	-1.463679e+02	-1.276393e+03	-1.422761e+03
42400	-0.494936	-0.0971654	-1.61909	-1.60102	-2.5761	0.376613	0.680733	0.401251	0.249977	0.499161	1.56151	1.77455	1.24822	-1.35103	0.261661	-1.82239	1.02079	-1.74307	-0.624458	-0.374521	-2.13704	-0.367932	0.792238	-1.42383	0.873078	-0.378712	0.127003	-0.533757	0.286934	-0.108623	-0.484652	-3.09322	0.233213	0.948756	-0.776306	0.948733	-1.23689	-1.04485	0.323748	-0.276274	1.07042	1.77878	-0.558542	-0.660946	0.0161886	1.09281	0.951154	-2.32793	0.608639	0.466569	-0.744446	-1.79786	1.26645	-0.688895	-0.274968	-0.181579	-0.719911	-1.84155	0.054478	-2.61122	-1.71947	-0.285979	-0.359033	0.718814	-1.19665	-0.650068	0.885644	1.09249	1.23485	0.820395	1.91833	0.0662943	0.991617	0.242767	1.98107	0.148277	-0.520688	0.983297	1.17067	-0.861816	0.257568	0.795265	0.714936	-0.0939865	0.777729	0.170371	-0.267915	0.611009	-1.01912	-0.831779	-0.569414	-1.79302	0.028646	-1.402537e+02	-1.285965e+03	-1.426219e+03
42450	-0.551398	-0.666136	-1.46581	-1.75001	-2.29917	0.294334	0.414117	0.406115	0.2925	0.333387	1.55216	1.99431	1.32195	-1.4857	-1.16849	-0.71795	2.57782	-1.50668	-1.44091	-0.636748	-0.643481	0.0771044	2.50574	-2.01138	-0.209932	0.786789	-0.368357	0.51986	0.179863	-1.51696	-0.343188	-1.58089	0.339773	1.47169	0.169229	1.09436	-0.0876197	-0.492368	0.370609	1.36436	2.37911	1.60174	-0.330782	-0.336852	-0.940886	1.47465	0.0807892	-2.54885	0.706549	1.15292	-1.03496	-0.513127	0.0323563	-0.657597	0.409649	1.70099	1.3485	-1.96326	-0.0424214	-2.63958	-1.16895	1.28295	0.150831	0.883005	1.15307	-1.59679	0.320308	-0.146907	1.78825	0.297423	2.43205	-0.378785	0.582099	0.606058	1.60272	0.27187	0.287735	1.24176	1.09558	-0.685501	0.674474	-0.20743	0.906886	-0.0318134	1.62078	-0.168882	-0.0239546	0.394361	-1.37222	0.32398	-0.73898	-1.21415	-0.831272	-1.422984e+02	-1.289488e+03	-1.431787e+03
42500	-0.468159	-0.52173	-1.61032	-1.49574	-2.86624	0.330109	0.571985	0.48442	0.390249	0.521638	1.51136	1.92155	1.30446	-1.27743	-1.64693	-0.496943	0.17969	-0.231348	-0.507997	-1.40602	-1.24768	-0.454043	1.98762	-2.0429	-0.840906	0.679309	-0.493534	1.15251	-0.0233716	-0.678569	-0.85791	-1.71571	-0.18253	1.11405	-0.653884	0.555733	-0.10776	0.23909	0.329976	-0.689514	1.34134	0.463662	0.1205	-0.378582	0.831314	0.798036	0.0736404	-1.80201	0.678782	-0.469132	-0.415111	-1.04384	0.992073	-0.970464	0.67969	0.155181	0.565944	-1.38213	0.117934	-2.6185	-1.40742	-0.589287	0.551066	0.773882	0.911656	-1.31019	-0.21108	0.644516	1.24431	-0.11892	0.118022	-0.0629975	-0.02677	0.535768	0.480044	-0.392838	-1.32289	0.822861	0.964107	-0.947642	0.913452	-0.951835	1.37516	-0.351718	1.44468	0.614195	0.0969319	1.95657	-1.20624	-0.858784	-0.0461167	-1.38181	0.785475	-1.309405e+02	-1.287364e+03	-1.418305e+03
42550	-0.443784	-0.73489	-1.54455	-1.6625	-2.81894	0.341544	0.616851	0.289118	0.452568	0.572695	1.50151	1.85344	1.31788	-1.38963	-1.42736	-1.25903	0.687942	-0.345962	-1.07536	-0.0423645	-1.54876	0.399618	1.63869	-1.72737	-0.030611	0.419594	0.374006	1.16418	-0.395909	-0.853204	-0.688559	-1.86315	0.451379	0.872966	-1.50918	-0.258569	0.115398	-0.143906	0.367375	0.888468	1.30322	2.02957	-0.331635	-0.40746	1.75382	1.87967	1.05234	-1.22424	0.566882	1.38493	-1.56873	-1.01997	1.36746	-0.629711	0.0454356	-0.60125	0.457037	-1.82912	-0.172905	-2.64878	-1.20432	0.664058	0.656909	0.907912	-0.0784282	-3.01043	-0.39088	0.947743	0.967812	0.649441	1.35802	0.716252	-0.139018	0.714487	1.34485	-1.2694	0.138486	0.460861	0.866645	0.543088	1.13566	0.757091	1.36502	0.141419	0.906329	0.664335	0.41134	1.44598	-1.88834	0.505285	-0.368426	-1.42482	0.767308	-1.425693e+02	-1.293229e+03	-1.435799e+03
42600	-0.391577	-1.01948	-1.45488	-1.71907	-2.52727	0.34127	0.41949	0.41906	0.431559	0.483576	1.46883	1.78703	1.2528	-1.51311	-0.830078	-1.95438	1.63759	-1.44726	-1.38521	0.668194	-1.27739	0.571628	1.9108	-1.99119	0.126144	0.714334	-1.00044	1.89594	-0.0436735	-1.39114	1.23912	-2.30051	1.36059	0.782462	-0.577939	1.137	-0.018691	-0.203995	0.108369	-0.286556	1.93577	1.78633	0.319353	-0.622386	0.502254	1.22192	0.795709	-2.01164	-0.0354517	1.73597	-0.431247	-1.72229	1.04185	-1.40769	0.0555281	1.274	0.971511	-1.32415	-0.290209	-1.83916	-1.38057	0.169251	0.77033	1.02045	-1.3295	-2.43508	0.19874	0.07253	0.916786	0.154937	0.994639	-0.23842	-0.211442	0.290067	-0.223177	-0.469076	0.0137194	1.11288	0.751985	0.983246	0.858451	-0.565567	1.21243	-0.612207	1.51144	0.394472	1.0637	1.0503	-1.4924	0.285214	-0.425684	-1.08649	0.389736	-1.415079e+02	-1.276810e+03	-1.418318e+03
42650	-0.446345	-0.97281	-1.54389	-1.68813	-2.42654	0.342672	0.487441	0.476841	0.255629	0.293289	1.65383	1.85355	1.25868	-1.11433	-1.07319	-0.471006	1.15545	-1.05992	-1.0677	2.51781	-1.99144	0.0902448	-0.0504379	-1.68511	0.872718	1.16496	0.185836	2.63786	-0.51828	0.673544	-0.48568	-1.31918	-0.465693	0.734988	0.546097	1.0833	0.626797	-1.02531	0.80638	-0.14183	0.181573	2.4487	-2.25906	-0.659564	-1.2462	3.02896	2.13847	-0.555316	0.65523	0.179876	-0.700257	-1.76303	-0.038626	-0.999972	0.234575	2.0389	1.20013	-0.987569	0.0186965	-2.89738	-1.24219	-0.226617	-0.716295	0.885904	0.588722	-1.36681	1.77808	0.5065	1.0886	0.788662	2.18717	-0.501118	1.0371	0.0777765	2.09002	-0.458287	0.0656979	0.375854	0.967785	1.92429	0.142365	0.0745848	0.793598	-0.476767	0.859715	0.808497	0.334176	0.0111341	-1.68435	0.509484	0.0618106	-1.74521	0.863446	-1.484376e+02	-1.287326e+03	-1.435763e+03
42700	-0.50365	-0.677395	-1.61459	-1.60698	-2.58037	0.337206	0.450258	0.485358	0.462406	0.271104	1.60714	1.91902	1.23702	-1.47045	-1.02102	-0.763826	0.056393	-1.44883	-1.23117	1.733	-1.72204	-0.210631	1.71992	-1.36315	0.676658	-0.209942	-0.182571	-0.615142	0.040799	-0.804511	-0.438978	-2.38496	-0.462491	0.8895	-0.3843	1.10566	-1.07452	-1.15524	0.687062	-0.752536	2.32452	2.09584	-0.263252	-0.689202	-1.08359	2.73469	0.358344	-0.725859	0.448184	1.00519	-0.329669	-0.372891	0.806966	-1.24465	-0.698408	1.0031	0.050126	-0.442635	0.278329	-2.21671	-1.68624	-0.00342315	0.197503	0.599464	0.544339	-0.666637	0.287926	0.870345	1.35358	0.929124	0.250123	0.00041615	-0.0399836	0.730349	0.293271	-0.310465	-0.384033	1.24125	1.23967	-0.181964	0.211669	-0.258053	1.63475	0.183465	1.05263	-0.246373	-0.572785	0.401004	-1.71469	1.47197	-0.120628	-1.46069	0.193301	-1.331757e+02	-1.291647e+03	-1.424823e+03
42750	-0.483937	-0.857595	-1.52992	-1.67518	-2.35823	0.344191	0.620519	0.606641	0.314349	0.469972	1.49063	1.70599	1.31001	-0.969337	-2.7025	0.445702	0.821597	0.00642483	-0.897954	1.03545	-1.43038	0.195564	0.797311	-1.64272	1.33964	0.0743125	-0.290273	0.550461	0.188955	-1.48791	0.288181	-2.33558	0.697036	1.19695	1.13827	-0.101174	-0.0389393	-1.38065	-0.0101557	1.32419	2.06416	2.73086	-0.224953	-0.98496	-0.151486	1.45258	0.786997	-1.61804	-0.356237	1.40561	0.360729	-1.2513	1.57309	-0.791511	0.478739	0.135305	0.507112	-2.3342	0.576794	-2.88327	-1.26515	0.109401	-0.328679	0.859618	1.23269	-0.961969	0.652057	-0.0705796	1.30913	0.900887	1.01145	0.915449	-0.440565	0.214362	2.16922	0.273515	-0.167486	0.945689	0.979521	-0.365488	0.416944	-0.286558	0.712326	-0.11453	0.0569671	0.16478	0.133238	-0.302507	-0.918567	-0.206371	-0.702146	-1.57624	-0.560201	-1.424439e+02	-1.275627e+03	-1.418071e+03
42800	-0.529159	-0.663773	-1.30747	-1.67297	-2.19313	0.297525	0.472581	0.539408	0.430446	0.371776	1.54794	1.8424	1.27379	-1.8471	-1.36255	0.0976177	0.444201	-1.01672	-1.66454	-0.194548	-0.759829	0.691971	0.661655	-1.98879	0.245117	0.423732	-0.640602	0.72296	-0.179287	0.0308733	-0.0683402	-2.83712	-1.06257	1.69718	0.406708	0.369494	0.217326	-0.892428	-0.0170807	-0.0222084	1.32976	0.91576	-0.207589	-0.166086	-1.58428	1.70683	0.096164	-1.61414	-0.119602	0.516275	0.418453	-0.989525	1.44479	-0.818533	-0.296675	0.681288	0.980504	-1.95552	0.249192	-3.1481	-1.67413	0.145327	-0.669758	0.855192	0.44537	-0.551133	0.462689	1.1253	1.66034	-1.14537	-0.0265827	0.105351	-1.47199	0.865799	0.194379	-0.282749	0.0925587	-0.67469	1.3958	-0.760115	0.0226968	0.534745	0.371745	0.388074	-0.803992	-0.97039	1.31189	-0.857495	-1.46855	-0.334085	-0.619633	-1.09272	0.0244235	-1.340342e+02	-1.295961e+03	-1.429995e+03
42850	-0.487309	-1.09712	-1.39257	-1.67464	-2.19258	0.321721	0.410475	0.548869	0.248341	0.422945	1.43174	1.89282	1.32105	-1.90079	-2.07964	0.772209	1.93245	0.368255	-0.631305	-1.41983	-0.115091	0.759773	2.64016	-1.98387	1.533	-0.0377673	-0.988714	0.339618	-0.283955	0.312949	-0.452807	-2.9696	-0.614769	1.10112	1.04482	0.430352	0.417081	-1.10238	0.9066	0.0334007	0.144385	0.892458	-1.72466	-0.462222	-0.371919	2.40217	1.92797	-1.11777	-0.118953	0.969146	0.140461	-0.781451	0.85913	-0.773707	0.301455	0.692023	0.95116	-3.38045	0.351296	-3.50787	-1.13124	0.949708	-0.0323428	0.860253	0.758002	-0.852843	1.00904	-0.282018	1.40989	2.1173	1.69729	0.524159	0.27494	0.402295	0.611937	-0.298007	-0.763124	0.216959	0.912561	1.89987	-0.0233069	-0.103803	0.209654	-0.821867	0.457058	1.07445	-0.46063	1.07177	-1.53577	0.259383	-0.667937	-1.42495	-0.494517	-1.487706e+02	-1.293126e+03	-1.441896e+03
42900	-0.400054	-0.982188	-1.34135	-1.42517	-2.38953	0.276585	0.677641	0.55964	0.373228	0.288198	1.57406	1.77108	1.251	-0.264092	-3.27964	0.223605	-0.5849	1.42319	-1.99843	0.400682	-0.721497	-0.586263	2.58451	-1.96763	1.51262	-0.389396	-0.0401144	0.210062	-0.416066	1.06719	-1.11542	-3.59225	-1.14929	0.483766	0.208522	0.248392	-0.443413	-1.59937	-0.376958	0.378916	1.38194	1.11375	-0.422529	-0.964364	-0.883539	2.76309	0.131004	-0.195352	-0.109436	0.48261	0.0414375	-1.37653	0.940317	-1.40474	-0.374031	2.20732	0.66237	0.703308	-0.0079466	-2.62724	-1.20986	-0.558092	0.415134	0.992351	0.135707	-1.2401	-0.240914	-0.62578	1.20024	1.09446	0.319729	-0.481896	-0.685749	0.35549	-0.101574	-0.779311	-0.599094	-0.460207	0.651104	0.853457	-0.120887	-1.13198	0.738538	-0.123851	0.431387	-0.666702	-0.365339	-0.00306988	-1.80545	0.335132	-0.942498	-2.29699	-0.806168	-1.462795e+02	-1.282214e+03	-1.428494e+03
42950	-0.496933	-0.89709	-1.31926	-1.65836	-2.23988	0.309086	0.639416	0.447997	0.535071	0.310651	1.49523	1.75082	1.28716	-1.42933	-1.70959	0.0615835	0.267477	-1.70358	-1.43383	0.706296	-1.78516	0.642727	1.27171	-2.72226	2.08492	0.202513	-0.440856	0.465825	-0.321043	-0.414159	-0.203992	-1.8666	0.949255	1.42408	-0.596975	-0.497966	-0.372996	-2.2928	0.334025	1.84888	0.631945	1.20613	-1.28475	-0.262446	-1.00997	1.75737	0.480228	-2.94894	0.246616	0.92094	-1.01599	-0.402951	0.646948	-1.0839	-0.169998	0.541915	0.62653	-2.2839	0.242901	-1.91214	-1.8821	-0.00501877	0.371336	0.639698	1.16515	-1.30713	0.231649	0.814537	1.5441	-0.151653	0.846134	0.786368	0.443811	0.27655	0.845497	-0.440272	-0.352194	0.202454	1.19893	-0.234378	0.240488	0.110165	0.428885	0.214081	-0.894623	0.817395	-0.482578	1.10705	-1.41058	-0.452992	-0.411838	-0.581273	0.532642	-1.413192e+02	-1.281784e+03	-1.423103e+03
43000	-0.464435	-0.800101	-1.22481	-1.72926	-2.49286	0.240394	0.686663	0.413324	0.468325	0.493388	1.50949	1.83242	1.32328	-1.4927	-1.44625	-1.40499	0.679123	-0.535878	-0.879651	0.0271311	-2.55673	0.477244	0.294867	-2.88373	0.936969	-0.0591137	0.0625704	-0.03781	-0.394128	-0.8819	0.534712	-3.24234	0.883288	1.50094	 1.29	-0.132862	0.501008	-1.54706	0.631279	-0.146433	0.928114	1.9424	-0.523206	-1.27498	0.0728671	1.46856	0.921646	-1.90252	0.404637	0.405155	-0.393392	-1.74548	1.11286	-1.33692	0.271567	1.68586	0.361202	-0.769002	0.17257	-2.15491	-2.15857	0.700432	0.339941	0.337158	1.4654	-1.52147	-0.636447	1.04072	1.73271	0.484944	1.15985	-0.125674	0.666747	1.02803	-1.23234	0.872771	-0.332811	2.06054	1.8203	-0.713646	-0.566338	-0.385345	0.130654	-0.573563	-0.174589	0.123439	0.142843	0.654363	-2.17383	-0.165509	-1.07561	-1.06596	-0.376755	-1.489975e+02	-1.290802e+03	-1.439799e+03
43050	-0.474175	-0.749732	-1.39622	-1.64852	-2.58287	0.290387	0.617135	0.383563	0.371364	0.480979	1.63733	1.77799	1.33807	-1.37018	-1.58388	-0.493425	1.54731	-0.419436	-1.44685	1.03638	-1.75128	0.226442	0.956005	-1.81993	1.43862	-1.75591	-1.31847	-0.449713	-0.815351	0.0919631	-0.599108	-2.47569	0.45101	0.552269	0.633898	0.137585	-0.804317	-0.194136	0.581294	1.24486	1.39328	1.79978	-0.818439	-0.508005	-0.237089	1.07723	0.188566	-1.99854	-0.0667404	0.584145	-0.0702239	-1.05181	0.938713	-0.472201	-0.0367063	-0.264126	1.14519	-2.36363	0.31708	-2.35303	-2.67033	0.829374	0.420361	0.505419	1.4614	-0.70598	0.93189	1.45542	1.41675	-0.690574	0.731518	0.255911	0.612247	0.396492	0.571913	0.486675	-1.38358	1.76813	1.1563	1.13526	0.923394	-0.679778	1.88244	-0.0832639	0.362489	-0.944185	0.504777	0.717009	-1.46576	-0.752943	-0.170738	-0.73089	0.754321	-1.417901e+02	-1.292958e+03	-1.434748e+03
43100	-0.548118	-1.1447	-1.42527	-1.8799	-2.42547	0.294913	0.530998	0.209863	0.441208	0.528566	1.65549	1.83439	1.26463	-1.36229	-1.0443	-1.6308	1.68446	-1.08206	-1.423	0.919514	-1.82217	0.813914	1.39403	-1.21416	0.118476	0.782595	-0.278643	0.857023	0.0185187	-0.526952	0.00552059	-2.18636	0.969529	1.15317	0.0545623	0.177335	0.535877	-1.29958	0.988555	0.645348	0.585089	2.23036	-1.01418	-0.542359	1.76891	0.895104	0.0585718	-2.57933	1.15873	-1.48195	-0.346958	-0.843921	1.48676	-0.74286	0.18406	1.01327	1.24572	-1.8672	0.171701	-2.38397	-2.49057	0.62371	0.421598	1.17977	0.177678	-1.6617	0.659063	-0.240459	1.63924	-1.55059	2.01564	1.00058	0.105591	0.397179	1.05816	-1.07396	0.323803	0.0504261	1.47545	1.10105	0.505132	0.206049	1.07554	-0.0438967	1.133	0.94395	-0.680727	0.90872	-1.43189	1.54733	-1.00123	-0.384609	0.202844	-1.449025e+02	-1.288797e+03	-1.433700e+03
43150	-0.480143	-1.19743	-1.30559	-1.77483	-2.31069	0.265071	0.246655	0.400141	0.361281	0.547259	1.50405	1.74164	1.32913	-1.60683	-0.705947	-1.36112	0.27135	-1.30011	-1.38072	-0.586702	0.0313742	-0.143086	2.50136	-2.00924	0.915357	1.41952	-0.129484	1.26936	0.0206737	0.273346	0.0541509	-2.42883	0.494109	1.13853	-0.0663134	0.317985	-0.424119	-0.481124	1.20981	0.0889971	1.02057	2.35165	-0.878767	0.307374	-1.13405	1.02582	0.593642	-2.63131	0.503924	0.915245	0.0406343	-1.24716	0.755274	-0.866323	0.469528	1.74625	2.82129	-1.48272	-0.00742001	-2.20046	-2.31547	0.217511	-0.139983	1.22591	1.53927	-1.28341	0.866424	0.10087	1.13949	-0.541486	2.23738	0.220902	0.824675	0.825112	-0.44224	-1.54758	-0.195282	-0.315099	1.0628	0.336426	0.673491	-0.0846814	0.892973	0.0477463	0.0666675	-0.158533	-0.147319	-0.510828	-1.96495	-1.33241	0.933842	-0.514621	1.37034	-1.427441e+02	-1.292394e+03	-1.435138e+03
43200	-0.442486	-0.995028	-1.23959	-1.49971	-2.4124	0.361129	0.650424	0.326641	0.308233	0.478842	1.54988	2.01805	1.2617	-1.07824	-1.19339	-1.29025	1.02033	-0.571746	-1.2384	0.113675	-1.37184	0.22347	1.8359	-1.35433	-1.01033	1.23394	-2.07097	1.61444	-0.416622	0.516344	-0.302547	-2.73879	0.95737	1.0653	-0.308116	-0.331112	0.48707	-1.53929	-0.172718	1.93742	1.53709	1.27149	-0.60211	-0.701479	2.39977	0.376438	0.0729283	-2.91198	0.309415	-0.10247	-0.471678	-0.675937	1.19972	-1.22052	1.66934	1.97188	0.854936	-0.652731	0.254975	-2.7193	-2.11009	-0.397591	0.0830845	0.27662	1.17099	-1.50339	-0.64609	0.0550795	0.924449	-0.609732	0.764299	-0.40663	-0.140388	0.50189	-1.50205	-0.908949	0.412371	0.936757	0.944229	0.154555	-1.49533	-0.618511	-0.83441	-0.209713	-0.52215	-0.299916	-1.17957	0.96698	-1.39688	-0.107739	-0.505949	-2.65781	0.399624	-1.477155e+02	-1.290730e+03	-1.438445e+03
43250	-0.349214	-0.926006	-1.5673	-1.55345	-2.63022	0.351538	0.600672	0.260762	0.367649	0.450657	1.51333	1.97066	1.23836	-1.3578	-1.99395	-1.46139	-0.197929	-0.257457	-1.30891	0.165238	-1.93984	0.452766	1.79216	-1.84235	0.612493	-0.401126	0.126946	0.15308	-0.261058	-0.128324	-0.490414	-2.12862	0.561621	0.817539	0.041391	0.316745	-0.578795	-1.21845	0.448042	0.985569	1.29303	2.01395	-0.435094	-0.619383	1.24889	0.495834	0.016675	-2.88917	-0.0552515	0.642299	-0.438871	-1.2059	1.82846	-0.857866	-0.243637	1.63191	1.4433	-1.94614	-0.210402	-1.77814	-2.19177	0.225371	0.547258	0.594575	-0.052965	-2.34708	0.837266	0.839624	0.985935	-1.06145	1.28838	-0.088304	0.0388751	0.169672	-2.13746	0.682469	-0.585403	1.81301	0.97267	0.142725	0.0154905	-0.0493993	1.02961	-0.315342	-0.156043	-1.54242	0.665442	-0.408807	-1.99576	0.53899	-0.0379048	-1.67228	0.587358	-1.421173e+02	-1.283400e+03	-1.425517e+03
43300	-0.348998	-0.657494	-1.35937	-1.53117	-2.19974	0.376299	0.637789	0.223373	0.281385	0.441159	1.50493	1.96724	1.27175	-1.70794	-1.62768	-1.37132	0.863135	-1.31176	-1.24019	-0.85334	-2.2598	0.29778	0.825973	-1.36109	0.892023	-2.03378	0.419669	-0.675628	-0.452323	-1.18053	-0.27541	-2.61269	0.468952	0.41647	0.0393719	1.32009	-2.1872	-0.612234	-0.11761	1.51238	1.52616	0.879006	-1.46531	-0.392245	-0.735628	1.27567	0.944653	-3.3825	0.109148	-1.14335	-0.336259	-1.33821	-0.19257	-1.35495	0.575037	0.961953	0.389762	-1.97261	-0.0861079	-3.11382	-1.98188	0.540557	1.05573	0.224217	-0.292998	-1.85137	-1.54037	0.640336	0.789027	0.166225	1.11986	0.961382	-0.208229	0.113535	0.0227463	-1.56847	0.269276	-0.0322621	0.860543	0.46015	0.181155	-1.02504	-0.152664	-0.604563	-0.236933	0.0993871	-1.43013	0.1718	-1.52828	-0.85698	0.119599	-2.00697	0.614311	-1.475704e+02	-1.296114e+03	-1.443685e+03
43350	-0.314848	-1.001	-1.35242	-1.68236	-2.30262	0.259227	0.640598	0.42327	0.324329	0.469566	1.54951	1.82227	1.27758	-1.16126	-2.9222	-0.196814	0.244442	-0.0657414	-1.66269	0.56691	-1.83744	-0.0104198	0.89748	-3.49972	0.508783	0.685085	-1.22101	0.63325	-0.857696	0.356525	0.214144	-2.08779	-0.0607669	0.602571	0.857795	0.793513	1.15907	-0.413157	-0.70797	1.76918	1.27179	2.34835	-1.00281	-0.86575	0.354233	0.333954	-1.19636	-3.24889	0.132495	-1.05187	0.660622	-0.606688	1.96016	-1.51924	-1.07268	2.27486	-0.748934	-1.10209	-0.0217444	-2.32316	-2.05858	-0.234596	-0.438793	0.352094	-0.665984	-0.313403	0.632224	1.30272	0.877796	0.486235	1.68554	0.998817	0.840144	-0.533535	1.12319	-0.246822	-0.525285	1.14593	1.05167	1.5282	-0.376571	-0.326457	0.426716	-0.705674	0.49712	-1.03374	0.51127	-0.213567	-2.67772	-0.298096	-0.0427051	-1.38548	0.365446	-1.517886e+02	-1.290920e+03	-1.442708e+03
43400	-0.401245	-0.775702	-1.27249	-1.68352	-2.39052	0.244693	0.589593	0.513759	0.570332	0.17853	1.52719	1.7657	1.29861	-1.46985	-3.32729	-0.568531	1.2405	-0.491478	-0.77189	-0.794143	-2.20661	0.240603	0.24512	-2.63915	2.87645	-0.210447	-0.159622	0.317638	-0.913723	-0.442342	0.0796904	-2.19769	0.895575	0.927956	-1.24377	0.703727	0.108716	0.278805	0.36237	-0.429655	1.13312	1.26692	-1.68433	-1.17628	-1.60674	2.57559	1.04741	-1.43642	0.283553	-0.277622	-0.413416	-1.26879	0.608038	-1.31798	-1.16656	2.79189	0.69303	0.482734	0.220683	-2.86287	-1.72498	-0.624805	0.107745	0.723981	0.778712	-1.9367	0.555231	-0.118863	1.57953	-0.409464	0.552338	0.54089	-0.530491	0.861342	-0.628175	-1.30428	-1.15081	0.639079	1.48833	-0.757589	-0.429534	-0.309667	1.26454	-0.926787	0.96469	0.0261568	0.263852	0.222105	-2.01891	-0.759345	-0.228702	-1.24686	0.578366	-1.525071e+02	-1.288693e+03	-1.441200e+03
