iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnkmtot(1)	M_lnkmratio(1)	M_lnkeD(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnkmtot(1)	SD_lnkmratio(1)	SD_lnkeD(1)	GSD_don(1)	GSD_d3g(1)	GSD_d15g(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnkmtot(1.1)	lnkmratio(1.1)	lnkeD(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnkmtot(1.2)	lnkmratio(1.2)	lnkeD(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnkmtot(1.3)	lnkmratio(1.3)	lnkeD(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnkmtot(1.4)	lnkmratio(1.4)	lnkeD(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnkmtot(1.5)	lnkmratio(1.5)	lnkeD(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnkmtot(1.6)	lnkmratio(1.6)	lnkeD(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnkmtot(1.7)	lnkmratio(1.7)	lnkeD(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnkmtot(1.8)	lnkmratio(1.8)	lnkeD(1.8)	lnFgutabs(1.9)	lnkgutelim(1.9)	lnkmtot(1.9)	lnkmratio(1.9)	lnkeD(1.9)	lnFgutabs(1.10)	lnkgutelim(1.10)	lnkmtot(1.10)	lnkmratio(1.10)	lnkeD(1.10)	lnFgutabs(1.11)	lnkgutelim(1.11)	lnkmtot(1.11)	lnkmratio(1.11)	lnkeD(1.11)	lnFgutabs(1.12)	lnkgutelim(1.12)	lnkmtot(1.12)	lnkmratio(1.12)	lnkeD(1.12)	lnFgutabs(1.13)	lnkgutelim(1.13)	lnkmtot(1.13)	lnkmratio(1.13)	lnkeD(1.13)	lnFgutabs(1.14)	lnkgutelim(1.14)	lnkmtot(1.14)	lnkmratio(1.14)	lnkeD(1.14)	lnFgutabs(1.15)	lnkgutelim(1.15)	lnkmtot(1.15)	lnkmratio(1.15)	lnkeD(1.15)	lnFgutabs(1.16)	lnkgutelim(1.16)	lnkmtot(1.16)	lnkmratio(1.16)	lnkeD(1.16)	LnPrior	LnData	LnPosterior
14200	-0.601074	-1.55105	-0.909482	-1.49303	-1.87845	0.275467	0.304389	0.460212	0.283131	0.469121	1.52924	1.83903	1.26141	-0.949859	-0.980669	-1.34579	0.739268	-1.91566	-1.02405	0.0115165	-0.565576	-0.259195	1.88231	-1.86359	1.04604	0.79178	-0.658645	1.27969	0.496058	-1.39133	-1.42094	-0.907836	0.0640578	1.2145	-0.664332	0.552498	-0.475568	0.432013	0.972198	-0.35789	1.25183	0.809111	-0.853228	-0.0094301	-0.446982	2.61198	1.83092	-0.928591	0.872308	0.117948	-1.48887	-0.722144	-0.0140956	-0.745422	-0.964767	0.307576	0.775587	-2.05908	0.24547	-2.99645	-1.50483	-0.584394	-0.443239	1.23868	0.234993	-0.551829	-1.47289	0.907881	1.87495	-0.555003	0.282822	-0.567297	-0.625519	1.16413	1.28554	-1.476	-0.881916	-0.608048	1.27613	0.212284	0.95528	-0.259822	1.31403	0.0289828	0.561842	0.000794231	-0.61356	0.415362	-1.55815	-0.151144	0.503366	-1.25026	0.743426	-1.345982e+02	-1.299717e+03	-1.434315e+03
14250	-0.662774	-1.67628	-0.84551	-1.60722	-1.96642	0.300803	0.346054	0.494072	0.362302	0.556524	1.482	1.85382	1.2962	-0.897335	-1.45507	-0.848423	0.733443	-0.799352	-0.640856	0.552043	-1.27493	-0.252282	0.956887	-1.52411	1.55225	0.769765	-0.589191	0.731345	0.440791	-0.542686	0.234943	-2.28212	0.936296	1.68983	-0.340037	-0.302737	-0.486939	-1.09222	1.40086	0.451437	0.40789	2.82442	-0.66569	0.225218	-0.295871	1.74797	1.2956	-0.410465	1.26393	0.11314	-0.948707	-0.265806	0.235684	-0.123959	-0.923417	0.416558	0.96983	-1.45836	0.444434	-1.51166	-2.02296	-0.252968	-0.128816	1.67147	1.13698	-1.63225	0.554613	0.0920092	2.0023	-0.756389	1.34859	0.351779	0.214426	1.31152	0.747315	-1.21917	-1.18358	0.303326	1.7287	-0.414566	-0.494639	-1.12891	0.576513	0.266478	2.06326	0.128535	0.504851	-0.293695	-0.888367	-0.390095	0.158083	-0.922484	0.5753	-1.348368e+02	-1.288578e+03	-1.423415e+03
14300	-0.706332	-1.42347	-1.20851	-1.62074	-2.19782	0.325081	0.544709	0.412767	0.458827	0.428879	1.54721	1.83724	1.25138	-0.695635	-1.47144	-0.0714592	1.08577	-0.43951	-0.834248	1.47089	-1.14817	0.467123	1.12482	-1.00684	0.954407	-0.11382	-0.889626	0.956668	1.22444	-0.594356	-1.11523	-2.76426	-1.18934	1.45383	0.461485	1.16876	-0.157118	-0.252184	1.36467	-0.185917	1.88461	2.00568	0.0244978	-0.164551	1.38089	0.963515	0.871785	-2.27314	0.834237	1.87849	-0.726069	-1.88865	0.625277	-0.516897	0.608659	1.17041	0.506346	-1.35429	0.488315	-1.38703	-1.01192	-0.289055	0.39317	1.11062	2.04756	-1.37177	-0.31212	0.129873	1.96025	0.509844	1.16362	1.14917	-0.182141	1.01599	0.564307	0.0093887	0.182691	0.807222	2.02181	2.65483	-0.408926	0.152185	0.221715	0.69211	1.33205	-0.979301	-0.210773	-0.559805	-0.806123	-0.439024	1.10181	-1.11109	1.79809	-1.432991e+02	-1.278988e+03	-1.422287e+03
14350	-0.63699	-1.25371	-1.14873	-1.90459	-1.96078	0.344592	0.363645	0.673272	0.477424	0.386487	1.50919	1.85148	1.27702	-1.19629	-1.594	-0.432971	0.851758	-0.997077	-0.863414	-0.516265	0.0913425	0.191709	2.92701	-1.01717	-0.250206	1.1795	-0.828412	2.04877	-0.236426	0.0944348	1.24588	-1.11209	1.33894	0.989894	-0.170441	0.629928	-0.34631	-0.558359	0.592101	0.986581	2.03523	2.26823	0.82014	0.248725	-0.545643	0.662521	1.20511	-2.86608	0.897803	-0.890337	-0.331728	-0.336819	0.243918	-0.356423	1.26726	0.965946	1.8862	-2.37627	0.471121	-2.9592	-0.90351	0.0526047	0.143014	1.28185	-0.179044	-0.97746	0.97482	0.0392819	1.59831	1.56219	-0.00221464	0.601001	-1.33825	1.06404	-0.275467	-0.521804	0.968711	0.380405	1.39324	-0.595715	-0.23372	-0.588495	-0.237618	0.184947	0.533727	0.892658	0.616594	1.95192	-1.10173	-0.612833	0.340057	-0.905242	0.48204	-1.438345e+02	-1.285548e+03	-1.429383e+03
14400	-0.587149	-1.52662	-1.15143	-1.53455	-1.90971	0.342917	0.27992	0.852963	0.371594	0.242933	1.49107	1.93589	1.31527	-1.41866	-0.326032	0.0672955	-0.355429	-1.41431	-0.455107	1.54584	-0.849431	-0.868875	1.3469	-1.89532	1.69092	0.626901	-1.33674	0.721722	0.466342	0.162096	-0.714631	-1.14648	-2.02275	0.906681	0.135803	0.693984	-0.782706	-0.0180095	0.422808	0.430389	1.06563	0.876608	0.544787	-0.136212	0.286138	1.43411	0.894659	-2.28753	0.575784	2.03439	-0.279609	-0.165783	0.364122	-0.768263	-1.69187	1.46992	0.0180614	-0.116173	-0.192736	-1.34383	-0.71208	-0.533694	-1.18112	1.36585	0.671381	-0.971635	0.161701	-2.0388	1.69415	0.359854	0.572901	-0.985761	-1.33825	1.40632	-0.146607	-1.08683	-0.413705	-0.858276	1.36278	0.985253	-0.254765	-0.440178	-0.711097	0.401665	-0.407199	0.303498	-0.982248	1.2168	-1.05972	1.8444	-0.502471	-1.43111	-0.675831	-1.365300e+02	-1.300223e+03	-1.436753e+03
14450	-0.617588	-1.42977	-1.21265	-1.78694	-2.14005	0.318992	0.437212	0.704971	0.368782	0.220287	1.5821	1.72844	1.28219	-0.877343	-1.41948	-0.0610617	0.512536	-0.000598483	-1.06529	0.598425	-0.647205	0.377918	2.34522	-1.63042	2.21697	-0.31554	0.306503	-0.565366	0.442606	0.76185	-1.17514	-1.69084	-1.4302	1.34624	-0.570237	0.448902	-0.0367764	-0.922847	0.578346	1.86594	1.1479	1.62274	0.251591	0.0142783	-0.766795	1.60924	0.736755	-2.37709	0.966141	1.05699	-0.500304	-0.233406	-0.279976	-0.686035	-1.22434	1.74118	1.83073	-0.522827	0.452684	-2.22547	-0.708719	0.938032	-0.0277446	1.27059	1.2266	-0.979546	0.108795	0.186513	1.60344	-0.159306	0.342106	0.793468	-1.39296	1.34171	0.428243	-0.679893	0.187419	1.28577	1.46764	0.966078	-0.368998	0.143171	0.0144476	0.0819221	0.718927	-0.326799	0.38948	-2.06652	-1.3678	0.814972	-0.0563269	-0.851151	0.860665	-1.376471e+02	-1.283966e+03	-1.421613e+03
14500	-0.526788	-1.46343	-1.21933	-1.65571	-2.18632	0.254652	0.588878	0.489612	0.335032	0.229548	1.583	1.87125	1.30855	-1.01563	-1.35019	-0.716916	1.05317	-1.66463	-1.45251	0.889908	-0.794456	-0.156768	2.7639	-1.99454	1.21489	0.677949	-0.851265	1.78452	-0.883103	-0.462945	0.323238	-1.46562	0.758389	1.32047	-1.2467	1.3959	-0.351068	-0.373463	0.21477	2.04454	1.28073	1.33891	-1.4147	-0.588613	-0.327579	2.6637	0.898376	-1.16275	0.484733	0.868422	-0.537436	-1.0359	0.309739	-0.788099	-1.49488	1.72391	0.673117	0.0490958	-0.0735596	-1.05629	-1.32583	0.0894407	-0.308435	1.86705	-1.44081	-1.63671	0.383177	0.290823	1.56476	0.980153	0.545307	0.314091	-1.4029	0.719799	-1.13837	0.349635	0.457643	2.50335	0.74844	1.5504	0.838203	-1.069	1.61667	0.137501	1.22067	-0.93749	-0.65411	-0.0422618	-1.50185	0.005348	-0.0234003	-1.11797	1.4701	-1.444219e+02	-1.288041e+03	-1.432463e+03
14550	-0.514539	-1.31172	-1.05062	-1.49391	-2.0788	0.255094	0.486598	0.60852	0.307884	0.302425	1.56062	1.87215	1.29097	-1.42469	-1.60448	-0.217467	0.146085	-0.47511	-1.36183	1.72206	-2.10355	0.951217	-0.782005	-2.05291	1.32131	-0.191316	-0.407253	0.396915	-0.210737	-0.438472	0.243552	-1.39345	1.46062	1.18894	-0.948824	0.939929	-0.220353	0.235553	0.793059	0.95182	0.58555	1.84141	-1.11747	-0.978097	-0.94881	2.00859	-1.32485	-0.808637	1.06055	-0.119497	-1.05598	-0.784157	-0.0285459	-1.62704	-0.32089	1.99421	0.0663164	-0.518512	0.60596	-2.71621	-1.72191	0.0831331	-0.0016709	1.58817	-0.061358	-1.96506	-1.24219	-1.06415	1.83302	1.01653	0.338739	-0.397348	-1.39389	0.597483	0.0428106	-0.301936	-0.340993	1.69973	1.36746	1.04631	-0.173114	0.154926	0.0253956	0.456077	-0.285307	-0.314929	-0.077336	0.401192	-1.67383	-0.10264	-0.252576	-2.00193	0.339665	-1.386155e+02	-1.289122e+03	-1.427738e+03
14600	-0.507134	-1.28979	-1.05579	-1.78458	-1.96973	0.280648	0.715422	0.468721	0.264041	0.195319	1.49114	1.83233	1.30962	-0.754365	-2.38268	1.13473	0.127713	0.970668	-1.29447	0.924703	-2.06481	0.410364	0.971647	-2.04492	1.10323	0.617949	-0.424609	-0.570753	-0.0425825	-0.285491	-0.718826	-1.48371	-0.622657	0.709631	0.301904	1.15512	-0.425523	0.456948	0.699658	0.801341	1.01601	1.92515	-1.11653	-0.0753087	-0.982955	3.2782	2.80489	-1.49185	0.444313	0.192441	-0.803567	-1.24246	0.584859	-1.13795	-0.782164	1.8754	1.6444	-0.958174	0.0390611	-1.39362	-1.15556	0.622897	0.770826	0.619496	1.08586	-1.47073	1.37518	0.492523	1.40766	0.451797	1.27411	2.32876	0.254248	0.975045	0.399118	-0.696914	-0.648854	0.401051	1.21991	-0.499359	-0.365289	-1.00307	0.221141	-0.490914	1.09868	0.331067	-0.562078	1.02953	-1.82564	-0.0566723	-0.0381822	-1.39846	0.391974	-1.432349e+02	-1.288709e+03	-1.431944e+03
14650	-0.462693	-1.36631	-0.972613	-1.65696	-2.01926	0.240924	0.564907	0.516477	0.299338	0.125315	1.47414	1.90211	1.34039	-0.463384	-3.33705	0.282293	1.32712	0.533172	-1.45326	1.26618	-2.45572	0.739607	1.46602	-1.99021	0.963466	-0.111838	-1.52963	-1.00352	-0.907236	0.582761	-0.330555	-0.385242	0.18586	1.13723	0.105686	0.291872	0.766551	-1.1873	-0.266224	0.624164	1.36315	0.94449	1.20255	-0.298825	-1.00125	2.39312	1.03868	-0.690131	0.621716	0.564811	-0.806644	-0.398182	1.19794	-1.35741	-1.01667	1.41458	0.629867	-1.91574	0.189647	-2.36744	-1.06614	1.81366	0.286831	1.44044	-0.0152942	-1.61716	1.53506	-0.273342	1.42435	1.39879	1.10016	-0.187934	1.10512	0.565942	0.739475	-0.679636	-0.427734	-0.113249	1.47703	1.56365	-1.06714	0.681344	-1.17243	0.615502	-0.663408	-0.421732	-0.579571	0.749197	-2.08782	-0.0230763	-1.00383	-0.644881	-0.567561	-1.425577e+02	-1.300313e+03	-1.442871e+03
14700	-0.548859	-1.20565	-1.03052	-1.58608	-2.07427	0.307871	0.605356	0.618481	0.380798	0.0158767	1.54666	1.74384	1.26591	-0.87597	-1.73281	-0.0734144	1.70976	-0.372004	-1.21507	1.1558	-1.57517	0.184204	1.7103	-2.27716	0.458278	0.0662734	-0.802523	1.08922	0.0276684	-0.666566	-0.222457	-3.0803	0.751152	1.15725	-1.81731	1.79418	0.707647	-0.244469	0.469572	0.389391	1.1127	2.20167	0.317076	0.3049	-1.87802	2.18899	-0.209886	0.447153	0.964573	-0.402234	-1.28573	-1.56416	0.21076	-1.02309	-0.310951	1.60559	0.58159	-0.4084	1.02615	-3.06672	-1.6416	-0.398328	-1.45267	1.15871	0.0223111	-1.43829	0.898431	0.981434	1.46396	-1.1918	0.400076	0.384097	-2.29627	0.379573	0.293808	-0.277105	-0.71042	1.33823	1.32035	0.504742	-0.427177	-0.137502	0.0606825	-0.084876	-0.310255	-0.123053	0.380462	-0.066525	-1.13518	0.0682393	-0.568833	-1.07798	-0.846226	-1.450204e+02	-1.282361e+03	-1.427382e+03
14750	-0.552015	-1.49274	-0.888261	-1.4745	-1.92846	0.368512	0.715379	0.578327	0.405549	0.0225365	1.53195	1.82697	1.2669	-1.32956	-0.553946	-0.281391	-0.132899	0.547251	-1.24385	1.77744	-2.10361	-0.755317	-0.0367192	-1.57799	2.81463	-0.343334	-1.23268	-1.29948	0.171167	-0.216903	-1.16588	-2.84806	1.13347	0.936572	-1.42491	0.62287	-0.321639	-1.28292	0.328128	0.631176	1.72899	1.38377	-0.250056	-0.393581	-0.223463	2.33521	-0.0868718	1.79388	0.18354	1.57215	-1.07259	-1.0873	0.949747	-0.51348	-0.476374	2.23818	0.974693	-0.393553	0.71812	-2.63005	-1.3695	0.147219	-0.260243	0.742629	0.829744	-1.26329	0.161977	-0.18229	1.24736	0.0255627	0.902581	0.422995	0.651736	0.353864	0.48661	-1.1168	-0.325149	0.381119	1.19398	0.300428	-0.207023	-0.619784	-0.65259	0.371683	-0.124671	-0.99428	-0.480067	0.56421	-1.27416	0.368278	-0.304295	-1.0291	0.0327481	-1.413129e+02	-1.277871e+03	-1.419184e+03
14800	-0.479296	-1.45678	-1.15556	-1.63261	-2.17746	0.322019	0.670693	0.503182	0.289215	0.225666	1.57276	2.07414	1.31109	-0.85866	-1.49953	-0.0461894	0.558981	-0.867514	-1.21151	1.28208	-1.7699	0.606815	1.01093	-1.68886	0.425938	-0.141013	-1.48359	-0.583251	-0.19538	-0.60077	0.153082	-1.57311	0.54618	0.846007	-1.20751	1.06273	-0.105385	0.20434	0.214552	1.80137	0.719217	2.29256	-0.972596	-0.717276	-0.26629	1.76949	0.541627	-1.61647	0.0113281	0.78387	-0.0376197	-1.52155	1.2833	-0.69362	-0.563828	2.10663	1.30916	-0.696489	0.163907	-2.19563	-1.01271	1.30941	1.24296	0.889627	0.422382	-1.11037	0.52647	-0.281446	1.34116	0.226567	0.434259	1.06848	-1.24044	0.0448507	1.15257	-0.446041	-0.101639	1.21347	1.0296	0.393267	0.0841977	-0.113215	0.832983	0.0786003	0.874687	-0.686824	0.266367	-0.461754	-1.54558	-0.0428892	-0.0434291	-0.313088	0.441071	-1.315049e+02	-1.292372e+03	-1.423877e+03
14850	-0.575956	-1.43662	-1.19302	-1.67969	-1.98077	0.278243	0.546726	0.550435	0.252623	0.186165	1.56858	1.78455	1.26317	-1.54341	-1.11713	0.386633	1.19047	-0.52264	-0.679032	1.11929	-1.79531	0.160606	-0.353893	-1.42363	0.696104	0.0056052	-1.06046	0.666426	-0.0782974	-1.10796	-0.228221	-0.647976	-0.65834	1.37625	-1.27637	2.34576	-0.703896	0.324051	0.642916	1.09596	1.59227	2.32898	-0.108338	-0.910361	0.0666607	2.40661	0.107692	-0.209392	1.10885	-0.253217	-0.766149	-1.18841	-0.161012	-0.468731	-0.567847	1.73538	0.413111	-0.882846	0.407257	-1.89738	-0.746692	1.05041	-0.302983	1.52187	0.0849983	-1.07824	0.474915	0.212438	1.56693	0.118727	1.10403	-0.928634	0.825861	0.904868	0.635094	-0.512173	0.427638	0.431238	1.4532	-0.321736	0.236835	-0.00873372	-0.996214	-0.108245	0.830077	1.00561	-0.656226	1.12494	-1.51938	0.0740471	0.130507	-1.70568	0.285289	-1.297496e+02	-1.300131e+03	-1.429880e+03
14900	-0.493318	-1.45557	-1.01072	-1.62667	-1.77031	0.283503	0.445954	0.650858	0.323653	0.307063	1.53562	1.85892	1.26188	-1.63019	-1.42123	-0.551841	0.720903	-1.76836	-1.57797	1.66235	-1.0035	0.0637722	1.02875	-1.81516	0.546224	0.0635301	-0.270293	-0.375721	-0.543526	0.12654	0.134964	-1.59956	-1.03633	0.887496	0.14241	0.459643	-0.322361	-0.642685	0.261248	0.235332	2.20107	1.86635	1.46416	-0.439203	-1.35116	2.28404	0.358238	-0.936194	0.115519	1.65345	-0.544989	-1.16825	-0.131008	-1.50271	0.170621	1.35596	0.980796	-2.32416	0.152813	-1.48501	-1.60126	-0.944615	-1.11101	1.33065	0.264304	-1.76479	-0.907927	-1.16047	1.50925	0.0538019	0.186147	1.30865	-1.7106	0.778178	0.005993	-0.408237	0.122346	0.808073	1.0515	-0.867758	0.39295	-0.518929	1.01256	0.137135	-0.469764	-0.115078	1.32809	-1.02771	-1.46399	-1.24254	0.628028	-2.1044	0.759519	-1.405464e+02	-1.283858e+03	-1.424404e+03
14950	-0.495059	-1.27154	-0.900719	-1.52431	-1.92098	0.20572	0.305971	0.443216	0.435309	0.446495	1.5736	2.12149	1.32815	-2.39727	-1.12109	-0.946698	-0.175348	-1.1837	-1.20424	1.69634	-2.12457	0.769989	0.837002	-1.65593	1.69395	-1.42425	-0.665434	-1.33615	-0.646374	-2.50857	0.328705	-2.15381	0.599096	0.679678	1.08096	0.78406	-0.592517	-0.556361	0.809214	-0.127553	2.58589	2.15443	0.56901	-1.00679	0.772539	1.77723	1.3435	-1.6555	0.183514	1.72639	-0.111268	-1.69959	0.486343	-1.10889	-2.21016	2.62588	-0.316465	-0.74038	-0.47959	-2.56813	-1.43477	-1.0118	-0.449215	1.35672	-0.314084	-0.916964	0.970145	0.83412	1.98643	1.36695	0.80075	0.337844	0.2922	1.17216	0.291922	-1.75197	0.303182	-0.842257	1.72853	0.321447	-0.625032	-0.84286	0.0584495	-0.453264	1.2389	0.212433	-0.732352	0.876288	-2.02904	-2.07968	0.00828276	-1.42144	0.713449	-1.550467e+02	-1.305148e+03	-1.460194e+03
15000	-0.506656	-1.26032	-0.988535	-1.78951	-1.90605	0.250344	0.397339	0.445165	0.256288	0.0375671	1.64231	1.88789	1.28906	-2.61644	-1.84972	0.247177	1.03999	-1.2952	-0.883128	0.470435	-2.771	0.81123	-0.112299	-2.31437	-0.225476	0.616094	-1.3339	1.16808	0.0179971	-0.0554645	-1.32395	-2.17954	-0.525339	1.32697	0.861677	1.17788	0.3235	-1.4095	0.611373	0.132353	1.52178	0.843906	0.718358	-0.548721	-0.970015	2.62779	1.36871	-0.647709	0.623542	0.467421	-0.71674	-1.32211	-0.0574345	-1.27625	0.842245	2.50262	-0.0451083	-0.0789002	-0.283485	-2.42098	-1.28386	0.379453	-0.697172	1.09319	0.969826	-1.63071	0.798175	-0.469714	1.68665	-0.723893	1.37615	-0.536672	0.139703	0.946627	0.419465	-0.595588	0.148815	0.186396	1.60341	-0.762691	-0.295406	0.977539	0.806992	-0.177123	0.874322	0.16203	0.115458	-2.02976	-1.81153	-0.923767	-0.209281	-0.772444	1.49568	-1.409781e+02	-1.305666e+03	-1.446644e+03
15050	-0.546639	-1.25385	-0.771927	-1.90085	-1.78004	0.269201	0.390417	0.499886	0.402784	0.0943748	1.56831	1.86204	1.28236	-2.1298	-1.52126	0.186417	1.99249	0.515718	-1.22852	1.20028	-2.41273	0.424301	0.131151	-1.68492	-0.448483	-0.157481	-0.819648	0.0443255	0.680774	-0.738582	-1.09027	-1.77933	1.96787	0.991007	-0.218308	1.17585	0.857421	0.563215	0.25596	0.78863	1.32062	2.54242	1.48314	-0.71143	-1.29055	2.97384	0.843704	-0.236803	0.602077	0.332619	-0.786349	-0.055081	0.9018	-1.35594	-0.779323	2.67462	0.540066	0.666877	0.0637591	-3.46375	-2.09402	0.846624	0.655866	1.16058	0.424236	-1.68465	0.812689	0.832406	1.78234	-1.79824	0.999653	1.16716	0.0505295	0.667663	-1.38469	-0.548892	1.0922	-0.625404	1.597	-0.740944	-0.286059	0.201226	0.663156	0.170953	-0.551937	-0.746606	-0.330132	1.48827	-1.70642	-0.92299	-0.323053	-0.521439	0.400576	-1.490385e+02	-1.293749e+03	-1.442788e+03
15100	-0.512718	-0.978808	-0.977281	-1.78599	-1.94462	0.270476	0.610459	0.486511	0.300101	0.0935734	1.50328	1.94268	1.26814	-2.08806	-1.23908	-0.389625	0.190899	-2.20161	-1.27635	0.808165	-2.82485	0.0582576	-0.423158	-2.22485	-0.216011	0.0974965	0.4503	0.818143	0.261258	-1.1458	-1.23297	-1.17504	-1.1619	0.993019	-0.598127	1.09841	-0.677663	-0.736073	0.609689	0.279724	1.09356	3.22999	-2.70711	-0.295251	-1.58582	3.65773	2.13049	-0.310621	0.0314221	1.29018	-0.555694	-0.23424	0.323086	-1.30699	-1.43403	2.30931	1.63899	-0.659881	0.305394	-2.82772	-1.47148	-0.175702	-1.99439	1.2398	-0.285869	-1.84548	-0.366813	-0.172569	1.32923	0.206926	0.991442	0.348561	1.07363	0.557642	-0.480378	-0.196892	1.56854	1.04875	1.48657	-0.458369	-0.932048	0.475857	-1.65628	0.28956	-0.0282757	-0.783116	0.706236	-1.25033	-1.62309	-0.272526	-0.556427	-1.0016	-0.422458	-1.565519e+02	-1.283696e+03	-1.440247e+03
15150	-0.463695	-0.858317	-0.982375	-1.49976	-1.96356	0.287021	0.706885	0.560265	0.44785	0.155634	1.53133	1.78163	1.29661	-1.15634	-2.13343	0.13587	0.477625	-0.522079	-1.36054	-0.0229361	-1.90992	0.112983	0.70762	-2.40211	0.627653	0.321139	-0.793377	0.834643	0.328914	-1.35889	-0.514698	-3.40556	0.691612	0.690254	0.0571572	0.559964	-0.766988	-1.2394	-0.277717	1.41387	1.36633	1.43423	-0.686783	-0.861089	-0.733726	2.19797	0.313704	-0.997313	0.0143928	1.03987	-0.397902	-1.15902	-0.414896	-1.03995	-2.18242	1.94797	0.574714	-1.24308	0.184957	-2.35509	-1.77828	0.280881	-0.890975	0.390703	0.742042	-1.10937	-0.0635523	0.232941	1.58756	-0.404082	0.351679	-0.334185	-2.05736	0.688528	1.20543	-1.36768	-0.803096	0.182006	1.0188	1.50729	-0.337299	-0.979263	-0.631835	-0.604581	1.65556	-0.341447	0.350229	-1.17528	-1.63776	-1.08298	0.0519524	-1.44274	0.621612	-1.466692e+02	-1.278532e+03	-1.425201e+03
15200	-0.429711	-0.626283	-1.08304	-1.7641	-2.0881	0.368086	0.820781	0.606802	0.275391	0.203674	1.52102	1.78544	1.25547	-0.288906	-3.23576	-0.365723	0.188185	-1.77547	-1.17832	0.575255	-2.01551	0.296764	-0.450905	-1.49612	0.669139	-0.365903	0.399004	0.377857	0.241723	-0.173387	-1.14357	-4.13587	-2.4192	0.747977	-1.82307	0.64936	0.242956	-0.217598	0.0713433	0.836366	0.95473	2.08149	-1.29688	-0.863262	-0.851085	1.53125	1.4008	-1.84219	0.111426	0.488281	-1.4425	-1.80904	-1.39026	-0.932652	-0.880264	1.86008	0.628764	0.0299351	0.0269846	-2.27179	-1.43356	-0.350781	-0.0307526	0.547273	0.346347	-1.70258	-0.289669	-1.03194	0.819741	0.32005	0.525687	0.432123	0.0768426	0.117803	-0.283692	-0.732724	-0.243798	-0.283579	0.359645	0.92219	0.319764	0.190094	1.06889	-0.463753	0.620084	-0.289842	0.0719013	-0.0523079	-1.55447	-0.413463	-0.519826	-0.719353	-1.48327	-1.489439e+02	-1.280822e+03	-1.429766e+03
15250	-0.47001	-0.877652	-1.22754	-1.56506	-2.11364	0.350925	0.952435	0.545282	0.292001	0.239202	1.58249	1.82547	1.29333	-0.35376	-2.57512	0.689475	2.17398	-0.187562	-1.6513	0.387071	-0.808763	-0.999238	1.21972	-1.6661	0.914364	-0.390439	-0.794779	-0.472737	-0.776836	0.573597	0.0326009	-1.72799	0.275315	0.615191	-0.432098	0.974793	0.713545	0.35387	0.250791	1.37882	0.676029	2.05345	-0.0688933	0.293084	-1.75595	2.28256	0.385182	-2.09495	0.151232	0.168027	-0.588296	-1.67993	1.11965	-0.94892	-0.670914	2.22903	1.72459	0.104077	-0.0648705	-1.45675	-1.02604	-0.823768	-1.1365	0.536582	-0.265009	-1.00188	-0.57266	-0.0246838	0.920865	1.82691	0.629497	-0.261066	-2.08099	0.679042	0.533169	-0.439465	-0.0872027	0.863325	0.702573	0.288748	0.348226	0.0679083	-0.316558	-0.280212	1.98999	-0.249906	0.425882	0.298125	-1.6018	-0.296478	-0.116552	-1.47539	-0.146142	-1.436124e+02	-1.296658e+03	-1.440271e+03
15300	-0.583045	-1.10969	-1.2856	-1.55378	-2.20103	0.322663	0.72384	0.545164	0.315712	0.272143	1.53154	1.81112	1.24909	0.00850045	-2.52018	-0.181975	1.21811	0.530708	-0.851333	0.974298	-1.76364	-0.167596	1.30102	-1.5457	1.79887	-0.337759	-0.62457	-0.5274	0.920106	-1.69036	-0.609065	-1.86618	-0.562416	1.26659	-1.59256	1.00953	-0.969225	-0.597484	0.428721	-0.204662	2.56415	2.22808	0.513854	-0.0855943	-1.10519	2.65395	0.902412	-1.10558	0.573122	0.0373754	0.459084	-2.60415	2.06124	-0.858041	-0.188438	1.69867	0.14453	-1.66369	0.104311	-1.57219	-0.830424	0.0626086	-0.275708	1.14817	-0.318466	-0.74042	0.241936	0.237012	1.33021	0.187461	0.982001	0.812376	-0.264527	0.347153	1.14086	-0.535534	-0.182064	0.535169	1.19489	1.08675	0.182556	0.0187564	-0.3389	0.20134	0.819242	0.0749447	-1.20132	-0.520503	-0.942505	0.265483	-0.69626	-1.09239	-0.720166	-1.414573e+02	-1.285437e+03	-1.426894e+03
