"","M_lnAUC_dose","SD_lnAUC_dose","GM_AUC_dose","GSD_AUC_dose"
"1",-0.518745379616945,0.870943487058718,0.595266913672732,2.38916393573471
"2",0.705879620383054,0.671579840227504,2.02562768490569,1.95732714343969
"3",0.272029620383055,0.53245282031087,1.3126258812167,1.70310459913957
"4",0.505191620383055,0.428193458506783,1.65730306308385,1.53448291102716
"5",0.173324620383055,0.691533704365883,1.18925209790164,1.99677564951774
"6",0.192094620383054,0.516179651536168,1.21178517111758,1.67561397698425
"7",0.662900620383054,0.743284211279911,1.94041257964259,2.10283032536354
"8",1.16229362038305,0.515311126780705,3.19725816914968,1.67415929656906
"9",0.442797620383055,0.706625569903892,1.55705718581621,2.02713926461763
"10",0.528668620383054,0.489452375870217,1.69667188984392,1.63142256892066
"11",0.392083620383055,0.290468284154811,1.48006146953489,1.33705346239767
"12",0.124969620383055,0.622907773809253,1.13311402897378,1.86434125049876
"13",0.425342620383055,0.649739290903667,1.53011457830747,1.91504149518864
"14",-1.90138837961695,1.18517901363845,0.149361105287764,3.27127237142323
"15",0.579191620383054,0.721203411777842,1.78459521709842,2.05690702797828
"16",0.361346620383055,0.469022534687834,1.43526086533924,1.59843101849282
"17",-0.448866379616946,1.20081289914832,0.638351389752552,3.32281694022765
"18",0.428422620383055,0.479088696732661,1.53483459630504,1.61460233915971
"19",0.388514620383055,0.605769737065991,1.47478854528056,1.83266233423138
"20",0.646747620383054,0.43795641574248,1.90932088336128,1.54953737051195
"21",0.571034620383055,0.85864823529662,1.77009748330561,2.35996841458285
"22",0.692926620383054,0.693315954592854,1.99955892828943,2.00033757655209
"23",0.107659620383055,0.579066252171546,1.11366861077014,1.7843714996116
"24",0.605189620383054,0.455495064618707,1.83159948455532,1.57695388389212
"25",0.267065620383055,0.450547494323295,1.30612615201702,1.5691710626026
"26",0.509765620383055,0.484676833226017,1.66490093037033,1.62365021424889
"27",0.345976620383055,0.418111895764758,1.41336957139221,1.51909064470201
"28",0.0626276203830545,0.441007649096929,1.06463031877753,1.55427259107854
"29",0.714151620383054,0.743569258058723,2.04245317138572,2.10342981581152
"30",0.589562620383055,0.769999653560961,1.80319956016293,2.1597655055577
"31",-0.567776379616945,0.930924949411605,0.566784351745797,2.53685455490086
"32",0.173520620383055,0.510327227614792,1.18948521415748,1.66583621337922
"33",0.484142620383055,0.445315449981246,1.62278307109209,1.56098253008501
"34",0.415735620383054,0.609965234261757,1.51548515251818,1.84036741593758
"35",0.405539620383054,0.645402918866966,1.5001117725765,1.9067551421394
"36",0.408751620383055,0.501661154840596,1.50493787816637,1.65146232804977
"37",-0.357921379616946,0.954602116738173,0.699128038560065,2.59763682106348
"38",-0.0878083796169454,0.578136433935797,0.915936371987008,1.78271312956275
"39",0.541377620383054,0.895066386197136,1.71837249731512,2.44749826417147
"40",0.405438620383055,0.542766824038647,1.49996026893853,1.72076132557035
"41",0.293854620383055,0.353087882799736,1.3415888498158,1.42345623525607
"42",0.399901620383055,0.529151091300963,1.49167793971808,1.69749068219387
"43",0.635031620383054,0.510932666449308,1.88708181076506,1.66684508068765
"44",0.299859620383054,0.427463134851416,1.3496693282135,1.53336265098447
"45",0.555184620383055,0.524148512516252,1.74226261227453,1.68902005647149
"46",0.332458620383055,0.56573517253305,1.39439219857606,1.76074175599353
"47",0.621634620383055,0.388711898377191,1.86196916838073,1.47507951730679
"48",0.226411620383055,0.689657064595151,1.25409176878579,1.99303193482129
"49",0.478283620383054,0.459697650518251,1.61330298411263,1.583595113443
"50",0.412572620383055,0.397212295441619,1.51069924588218,1.48767172245478
"51",0.558616620383054,0.886163606340274,1.74825233003631,2.42580543245815
"52",0.569952620383054,0.382631252591839,1.76818327360288,1.46613729604947
"53",0.621629620383054,0.399404175521489,1.86195985855817,1.49093609672015
"54",0.898092620383054,0.863591493883537,2.45491618561104,2.37166323014747
"55",-0.204630379616946,1.11601499226668,0.814948482319661,3.05266503867962
"56",0.514472620383055,0.626986271085739,1.67275609166856,1.87196048816978
"57",0.416542620383054,0.715606806926821,1.51670864264813,2.04542748532294
"58",0.573742620383055,1.06075418041411,1.77489740344902,2.88854865480904
"59",-0.0506263796169455,0.871156335511026,0.950633780347321,2.38967251970448
"60",0.337877620383055,0.553264756618384,1.40196892048695,1.73892091424558
"61",0.175414620383055,0.443739049673341,1.19174023398276,1.55852373527558
"62",0.626013620383054,0.371447308403224,1.87014060968209,1.44983145015456
"63",0.334694620383055,0.429199481063293,1.39751354790014,1.53602741221948
"64",0.610696620383055,0.442327389095453,1.84171392747359,1.55632518093014
"65",0.514351620383055,0.526225674958948,1.67255370042638,1.69253207174812
"66",0.0880316203830545,0.790233745992285,1.09202265165682,2.20391152153837
"67",0.360280620383054,0.514409606877632,1.43373169245075,1.67265068876444
"68",0.488872620383055,0.467788835185279,1.63047701685544,1.59646025085792
"69",0.576254620383054,0.5292872388883,1.77936155034754,1.69772180718798
